store_number,name,ownership_type,slug,address,city,state,zip,country,timezone,latitude,longitude
13506-94475,Auburn Way & 15th- Auburn,CO,auburn-way-15th-auburn-1420-harvey-rd-ne-auburn-wa-980023308-us,1420 Harvey Rd. NE,Auburn,WA,98002,US,GMT-07:00 America/Los_Angeles,47.32107,-122.22069
3213-496,Lincoln Plaza,CO,lincoln-plaza-2505-s-38th-street-tacoma-wa-984097372-us,2505 S. 38th Street,Tacoma,WA,98409,US,GMT-07:00 America/Los_Angeles,47.2229,-122.47114
82084-311529,Steele and 42nd,CO,steele-and-42nd-4201-s-steele-st-tacoma-wa-98409-us,4201 S. Steele St,Tacoma,WA,98409,US,GMT-07:00 America/Los_Angeles,47.21935,-122.46681
79670-104111,Safeway Tacoma 1594,LS,safeway-tacoma-1594-707-s-56th-st-tacoma-wa-984085617-us,707 S 56th St,Tacoma,WA,98408,US,GMT-07:00 America/Los_Angeles,47.20653,-122.44127
11662-103721,Auburn Way S & M Street,CO,auburn-way-s-m-street-1436-auburn-way-south-auburn-wa-980026740-us,1436 Auburn Way South,Auburn,WA,98002,US,GMT-07:00 America/Los_Angeles,47.29468,-122.21365
59603-292064,167/24th - Sumner,CO,167-24th-sumner-2418-136th-avenue-ct-e-sumner-wa-983909100-us,2418 136th Avenue Ct. E,Sumner,WA,98390,US,GMT-07:00 America/Los_Angeles,47.23514,-122.25002
3396-70341,64th & Meeker,CO,64th-meeker-1428-west-meeker-101-kent-wa-980324330-us,1428 West Meeker,Kent,WA,98032,US,GMT-07:00 America/Los_Angeles,47.38086,-122.25289
10534-6186,Center St. & Mullen-Tacoma,CO,center-st-mullen-tacoma-4802-center-street-suite-a-tacoma-wa-984092362-us,4802 Center Street,Tacoma,WA,98409,US,GMT-07:00 America/Los_Angeles,47.23405,-122.50176
51177-277266,6th & Pearl,CO,6th-pearl-6330-6th-ave-tacoma-wa-984062022-us,6330 6th Ave,Tacoma,WA,98406,US,GMT-07:00 America/Los_Angeles,47.25517,-122.52228
74473-94736,Safeway Kent 1294,LS,safeway-kent-1294-210-washington-ave-s-kent-wa-980325721-us,210 Washington Ave S,Kent,WA,98032,US,GMT-07:00 America/Los_Angeles,47.38016,-122.24645
8781-84562,72nd & Portland Avenue,CO,72nd-portland-avenue-1621-east-72nd-street-tacoma-wa-984045402-us,1621 East 72nd Street,Tacoma,WA,98404,US,GMT-07:00 America/Los_Angeles,47.19189,-122.40691
74240-52021,Safeway Seattle 3540,LS,safeway-seattle-3540-21401-pacific-hwy-s-des-moines-wa-981986074-us,21401 Pacific Hwy S,Des Moines,WA,98198,US,GMT-07:00 America/Los_Angeles,47.41008,-122.29902
74826-99752,Safeway Tacoma 1436,LS,safeway-tacoma-1436-1624-72nd-st-e-tacoma-wa-984045401-us,1624 72nd St E,Tacoma,WA,98404,US,GMT-07:00 America/Los_Angeles,47.19032,-122.40726
72774-57619,Fred Meyer Puyallup 265,LS,fred-meyer-puyallup-265-1100-north-meridian-puyallup-wa-983714403-us,1100 North Meridian,Puyallup,WA,98371,US,GMT-07:00 America/Los_Angeles,47.20073,-122.29616
10767-94482,303 River Rd - Puyallup,CO,303-river-rd-puyallup-303-river-rd-puyallup-wa-983714168-us,303 River Rd,Puyallup,WA,98371,US,GMT-07:00 America/Los_Angeles,47.19998,-122.2971
78589-308089,King Soopers Broomfield 89,LS,king-soopers-broomfield-89-1150-hwy-287-broomfield-co-80020-us,1150 Hwy 287,Broomfield,CO,80020,US,GMT-06:00 America/Denver,39.93309,-105.08804
47645-256144,287 and Midway,CO,287-and-midway-525-us-hwy-287-broomfield-co-800201733-us,525 US Hwy 287,Broomfield,CO,80020,US,GMT-06:00 America/Denver,39.92254,-105.09135
74329-81960,Safeway Broomfield 2624,LS,safeway-broomfield-2624-3600-w-144th-ave-broomfield-co-800239502-us,3600 W 144th Ave,Broomfield,CO,80023,US,GMT-06:00 America/Denver,39.9568,-105.03546
54769-286456,Wadsworth & 120th,CO,wadsworth-120th-8851-destination-way-100-broomfield-co-800214968-u,8851 Destination Way,Broomfield,CO,80021,US,GMT-06:00 America/Denver,39.91076,-105.09578
56863-286359,Northwest Pkwy and Via Varra,CO,northwest-pkwy-and-via-varra-11410-via-varra-unit-100-broomfield-co-800209764-u,11410 Via Varra,Broomfield,CO,80020,US,GMT-06:00 America/Denver,39.94017,-105.12701
10228-276892,South Boulder Rd and 287,CO,south-boulder-rd-and-287-565-west-south-boulder-rd-lafayette-co-800262708-u,565 West South Boulder Rd,Lafayette,CO,80026,US,GMT-06:00 America/Denver,39.98737,-105.09687
10867-99865,Coalton & Rock Creek- Superior,CO,coalton-rock-creek-superior-2800-rock-creek-circle-a-1-superior-co-800274650-u,2800 Rock Creek Circle,Superior,CO,80027,US,GMT-06:00 America/Denver,39.92845,-105.14772
74480-82282,Safeway Superior 1656,LS,safeway-superior-1656-1601-coalton-rd-superior-co-800274610-us,1601 Coalton Rd,Superior,CO,80027,US,GMT-06:00 America/Denver,39.93014,-105.14868
11780-106321,"101st & Wadsworth, Westminster",CO,101st-wadsworth-westminster-10111-wadsworth-parkway-westminster-co-800213804-u,10111 Wadsworth Parkway,Westminster,CO,80021,US,GMT-06:00 America/Denver,39.88001,-105.09676
16497-170104,King Soopers Louisville 13,LS,king-soopers-louisville-13-1375-e-south-boulder-rd-louisville-co-800272344-us,1375 E South Boulder Rd,Louisville,CO,80027,US,GMT-06:00 America/Denver,39.9882,-105.12396
25969-242724,King Soopers Arvada 55,LS,king-soopers-arvada-55-9983-wadsworth-pkwy-westminster-co-80021-us,9983 Wadsworth Pkwy,Westminster,CO,80021,US,GMT-06:00 America/Denver,39.87669,-105.09816
72892-94389,King Soopers Lafayette 135,LS,king-soopers-lafayette-135-480-north-hwy-287-lafayette-co-800268919-us,480 North Hwy 287,Lafayette,CO,80026,US,GMT-06:00 America/Denver,40.00163,-105.10177
29706-253427,287 and Diamond Circle,CO,287-and-diamond-circle-1137-diamond-circle-suite-100-lafayette-co-8002683,1137 Diamond Circle,Lafayette,CO,80026,US,GMT-06:00 America/Denver,40.0042,-105.10348
47385-251104,Marshall and McCaslin,CO,marshall-and-mc-caslin-100-mc-caslin-blvd-suite-1-superior-co-800279456-u,100 McCaslin Blvd.,Superior,CO,80027,US,GMT-06:00 America/Denver,39.9556,-105.16521
49349-233546,King Soopers Erie 129,LS,king-soopers-erie-129-1891-highway-7-broomfield-co-80516-us,1891 Highway 7,Broomfield,CO,80516,US,GMT-06:00 America/Denver,40.00197,-105.01011
54602-284267,Hwy 7 & Sheridan Pkwy,CO,hwy-7-sheridan-pkwy-16810-sheridan-pkwy-900-broomfield-co-800238990-us,16810 Sheridan Pkwy,Broomfield,CO,80023,US,GMT-06:00 America/Denver,40.00058,-105.00634
5587-137175,McCaslin & Century,CO,mc-caslin-century-459-mc-caslin-blvd-suite-7-louisville-co-800279465,459 McCaslin Blvd,Louisville,CO,80027,US,GMT-06:00 America/Denver,39.96508,-105.16419
13426-105051,Hwy 287 & Arapahoe-Erie,CO,hwy-287-arapahoe-erie-3336-arapahoe-erie-co-805166013-us,3336 Arapahoe,Erie,CO,80516,US,GMT-06:00 America/Denver,40.01578,-105.10238
74348-82460,Safeway Erie 1667,LS,safeway-erie-1667-3333-arapahoe-rd-b-erie-co-805166006-us,3333 Arapahoe Rd #B,Erie,CO,80516,US,GMT-06:00 America/Denver,40.01654,-105.10097
72611-22321,Target Superior 1769,LS,target-superior-1769-400-marshall-rd-superior-co-800278623-us,400 Marshall Rd,Superior,CO,80027,US,GMT-06:00 America/Denver,39.95633,-105.17356
9946-98432,168th & Washington- Thornton,CO,168th-washington-thornton-16769-n-washington-st-thornton-co-800238969-us,16769 N Washington St,Thornton,CO,80023,US,GMT-06:00 America/Denver,39.99961,-104.97692
61115-294287,County Line and Erie Pkwy,CO,county-line-and-erie-pkwy-690-mitchell-way-110-erie-co-80516-us,690 Mitchell Way,Erie,CO,80516,US,GMT-06:00 America/Denver,40.03537,-105.05458
22991-221024,Boundary Street and Marsh Road,CO,boundary-street-and-marsh-road-2007-boundary-street-beaufort-sc-299023837-us,2007 Boundary Street,Beaufort,SC,29902,US,GMT-04:00 America/New_York,32.44073,-80.68685
4332-1980,3100 Howard Ave,CO,3100-howard-ave-3100-howard-avenue-windsor-on-n-8-x-3-y-8-ca,3100 Howard Avenue,Windsor,ON,N8X 3,CA,GMT-04:00 America/Toronto,42.27382,-83.00306
4744-103299,6638 Tecumseh Rd E,CO,6638-tecumseh-rd-e-6638-tecumseh-rd-e-windsor-on-n-8-t-1-e-6-ca,6638 Tecumseh Rd E,Windsor,ON,N8T 1,CA,GMT-04:00 America/Toronto,42.31186,-82.94622
11330-100944,Ham & Lockeford - Lodi,CO,ham-lockeford-lodi-224-n-ham-lane-101-lodi-ca-952422901-us,224 N. Ham Lane,Lodi,CA,95242,US,GMT-07:00 America/Los_Angeles,38.13769,-121.28808
56067-289496,C St & Civic,CO,c-st-civic-1200-c-street-galt-ca-956321756-us,1200 C Street,Galt,CA,95632,US,GMT-07:00 America/Los_Angeles,38.25268,-121.29675
10671-101484,Hwy 12 & Hwy 26 - Valley Sprin,CO,hwy-12-hwy-26-valley-sprin-200-e-hwy-12-valley-springs-ca-952528108-us,200 E. Hwy 12,Valley Springs,CA,95252,US,GMT-07:00 America/Los_Angeles,38.19177,-120.82483
51566-278427,Banner & Star,CO,banner-star-14820-star-street-lodi-ca-952429118-us,14820 Star Street,Lodi,CA,95242,US,GMT-07:00 America/Los_Angeles,38.11441,-121.39228
79583-107564,Safeway Martell 2778,LS,safeway-martell-2778-12110-industry-blvd-jackson-ca-956429373-us,12110 Industry Blvd,Jackson,CA,95642,US,GMT-07:00 America/Los_Angeles,38.37097,-120.79957
9418-96309,Trade Center Dr. & Hwy 49 - Ma,CO,trade-center-dr-hwy-49-ma-11248-old-mill-lane-suite-40-jackson-ca-956429364-,11248 Old Mill Lane,Jackson,CA,95642,US,GMT-07:00 America/Los_Angeles,38.37115,-120.79965
7143-146750,Tom Thumb Rockwall 2964,LS,tom-thumb-rockwall-2964-3074-n-goliad-st-rockwall-tx-750877049-us,3074 N Goliad St,Rockwall,TX,75087,US,GMT-05:00 America/Chicago,32.96457,-96.46224
67574-302179,Fate Village,CO,fate-village-5040-e-i-30-frontage-rd-110-fate-tx-75189-us,5040 E I-30 Frontage Rd,Fate,TX,75189,US,GMT-05:00 America/Chicago,32.93153,-96.3813
60118-285817,I-30 & Erby Campbell Blvd,CO,i-30-erby-campbell-blvd-624-w-i-30-5-royse-city-tx-751899748-us,624 W. I30,Royse City,TX,75189,US,GMT-05:00 America/Chicago,32.96267,-96.3447
52062-275331,Hwy 380 & Creekview Dr,CO,hwy-380-creekview-dr-670-w-princeton-dr-ste-700-princeton-tx-754072557-,670 W Princeton Dr Ste 700,Princeton,TX,75407,US,GMT-05:00 America/Chicago,33.1757,-96.51141
78590-308255,Kroger Collierville 387,LS,kroger-collierville-387-240-new-byhalia-road-collierville-tn-38017-us,240 New Byhalia Road,Collierville,TN,38017,US,GMT-05:00 America/Chicago,35.0471,-89.68749
76241-91588,Target Collierville 1907,LS,target-collierville-1907-325-new-byhalia-rd-collierville-tn-380173705-us,325 New Byhalia Rd,Collierville,TN,38017,US,GMT-05:00 America/Chicago,35.04977,-89.6906
8362-252846,Poplar & Market,CO,poplar-market-940-w-poplar-ave-101-collierville-tn-380172546-us,940 W. Poplar Ave,Collierville,TN,38017,US,GMT-05:00 America/Chicago,35.04667,-89.69347
10084-99523,Houston Levee & Winchester,CO,houston-levee-winchester-3603-s-houston-levee-rd-collierville-tn-380179014-,3603 S Houston Levee Rd,Collierville,TN,38017,US,GMT-05:00 America/Chicago,35.05067,-89.73306
76207-89121,Target Germantown 682,LS,target-germantown-682-9235-us-hwy-72-germantown-tn-38138-us,9235 US Hwy 72,Germantown,TN,38138,US,GMT-05:00 America/Chicago,35.06482,-89.75579
10791-102282,Houston Levee & Macon,CO,houston-levee-macon-1181-north-houston-levee-cordova-tn-380186616-us,1181 North Houston Levee,Cordova,TN,38018,US,GMT-05:00 America/Chicago,35.15749,-89.72809
8450-14492,Hacks & Winchester,CO,hacks-winchester-7945-winchester-road-d-memphis-tn-381252363-us,7945 Winchester Road,Memphis,TN,38125,US,GMT-05:00 America/Chicago,35.04807,-89.79818
24873-230636,Kroger Germantown 419,LS,kroger-germantown-419-7735-farmington-blvd-germantown-tn-38138-us,7735 Farmington Blvd,Germantown,TN,38138,US,GMT-05:00 America/Chicago,35.09406,-89.80551
27626-242646,Germantown and Wolf River,CO,germantown-and-wolf-river-1264-germantown-road-germantown-tn-381382229-us,1264 Germantown Road,Germantown,TN,38138,US,GMT-05:00 America/Chicago,35.11486,-89.80123
9965-99083,Saddle Creek,CO,saddle-creek-7570-poplar-avenue-germantown-tn-381383807-us,7570 Poplar Avenue,Germantown,TN,38138,US,GMT-05:00 America/Chicago,35.094,-89.81055
53776-282367,Kroger Cordova 410,LS,kroger-cordova-410-676-germantown-pkwy-cordova-tn-38018-us,676 Germantown Pkwy,Cordova,TN,38018,US,GMT-05:00 America/Chicago,35.1434,-89.79284
11555-105318,Germantown & Macon,CO,germantown-macon-970-n-germantown-cordova-tn-380185892-us,970 N. Germantown,Cordova,TN,38018,US,GMT-05:00 America/Chicago,35.15183,-89.79461
10054-69380,Kirby & Quince,CO,kirby-quince-2801-kirby-parkway-memphis-tn-381198239-us,2801 Kirby Parkway,Memphis,TN,38119,US,GMT-05:00 America/Chicago,35.0722,-89.84294
22992-226884,Germantown Pkwy and Dexter,CO,germantown-pkwy-and-dexter-1641-n-germantown-pkwy-cordova-tn-380165962-us,1641 N. Germantown Pkwy,Cordova,TN,38016,US,GMT-05:00 America/Chicago,35.17021,-89.79367
80492-308270,Kroger Memphis 339,LS,kroger-memphis-339-6660-poplar-avenue-memphis-tn-38138-us,6660 Poplar Avenue,Memphis,TN,38138,US,GMT-05:00 America/Chicago,35.10043,-89.84107
21303-210544,Kroger Lakeland 440,LS,kroger-lakeland-440-9025-hwy-64-lakeland-tn-38002-us,9025 Hwy 64,Lakeland,TN,38002,US,GMT-05:00 America/Chicago,35.20325,-89.76207
26251-242645,Lakeland 64 and Fletcher,CO,lakeland-64-and-fletcher-9014-highway-64-102-lakeland-tn-380022000-us,9014 Highway 64,Lakeland,TN,38002,US,GMT-05:00 America/Chicago,35.2051,-89.76233
58461-292650,Canada Rd and I-40,CO,canada-rd-and-i-40-3505-lake-district-dr-w-lakeland-tn-380021217-us,3505 Lake District Dr. W,Lakeland,TN,38002,US,GMT-05:00 America/Chicago,35.2214,-89.73585
8423-254965,Poplar & Ridgeway - Memphis,CO,poplar-ridgeway-memphis-6165-poplar-ave-memphis-tn-381194741-us,6165 Poplar Ave,Memphis,TN,38119,US,GMT-05:00 America/Chicago,35.10117,-89.85751
8352-5936,N Germantown Pkwy & Giacosa Pl,CO,n-germantown-pkwy-giacosa-pl-2698-n-germantown-pkwy-memphis-tn-381338115-us,2698 N Germantown Pkwy,Memphis,TN,38133,US,GMT-05:00 America/Chicago,35.19931,-89.79112
70357-138226,Target Memphis EAST 2474,LS,target-memphis-east-2474-5959-poplar-avenue-memphis-tn-381193938-us,5959 Poplar Avenue,Memphis,TN,38119,US,GMT-05:00 America/Chicago,35.10249,-89.86349
60445-293021,Macy's Wolfchase Galleria 1st,LS,macys-wolfchase-galleria-1st-2840-n-germantown-parkway-memphis-tn-38133-us,2840 N. Germantown Parkway,Memphis,TN,38133,US,GMT-05:00 America/Chicago,35.20232,-89.78865
76352-97101,Target Memphis 1030,LS,target-memphis-1030-7989-us-hwy-64-memphis-tn-381334007-us,7989 US Hwy 64,Memphis,TN,38133,US,GMT-05:00 America/Chicago,35.20366,-89.79674
75252-95273,Baptist Memorial Hosp. Main Lo,LS,baptist-memorial-hosp-main-lo-6019-walnut-grove-rd-memphis-tn-381202113-us,6019 Walnut Grove Rd,Memphis,TN,38120,US,GMT-05:00 America/Chicago,35.12849,-89.86125
9567-92200,Olive Branch,CO,olive-branch-8140-goodman-rd-olive-branch-ms-386542119-us,8140 Goodman Rd,Olive Branch,MS,38654,US,GMT-05:00 America/Chicago,34.96243,-89.84554
13547-107882,Poplar & I-240,CO,poplar-i-240-5679-poplar-ave-103-memphis-tn-381193854-us,5679 Poplar Ave,Memphis,TN,38119,US,GMT-05:00 America/Chicago,35.10401,-89.87265
55174-288968,Whitten Rd and Raleigh LaGrang,CO,whitten-rd-and-raleigh-la-grang-1975-whitten-road-memphis-tn-381337025-us,1975 Whitten Road,Memphis,TN,38133,US,GMT-05:00 America/Chicago,35.17926,-89.83673
8360-294743,Poplar and Mendenhall,CO,poplar-and-mendenhall-5048-poplar-ave-memphis-tn-381177615-us,5048 Poplar Ave.,Memphis,TN,38117,US,GMT-05:00 America/Chicago,35.11205,-89.89363
49190-267386,Airline & Milton Wilson - Arli,CO,airline-milton-wilson-arli-5287-airline-rd-101-arlington-tn-380024214-us,5287 Airline Rd,Arlington,TN,38002,US,GMT-05:00 America/Chicago,35.27069,-89.66742
79257-100202,Kroger Memphis 430,LS,kroger-memphis-430-540-south-mendenhall-memphis-tn-381174244-us,540 South Mendenhall,Memphis,TN,38117,US,GMT-05:00 America/Chicago,35.1164,-89.89437
8402-13859,Stage at Kirby,CO,stage-at-kirby-2955-kirby-whitten-pkwy-bartlett-tn-381342821-us,2955 Kirby-Whitten Pkwy,Bartlett,TN,38134,US,GMT-05:00 America/Chicago,35.20627,-89.84111
5120-148331,Target Memphis 90,LS,target-memphis-90-601-colonial-road-memphis-tn-381175132-us,601 Colonial Road,Memphis,TN,38117,US,GMT-05:00 America/Chicago,35.1138,-89.90213
18200-182624,Macy's Oak Court Mall 1st Floo,LS,macys-oak-court-mall-1st-floo-4545-poplar-ave-memphis-tn-38117-us,4545 Poplar Ave.,Memphis,TN,38117,US,GMT-05:00 America/Chicago,35.11647,-89.91078
63302-297913,Summer and Avon,CO,summer-and-avon-4730-summer-ave-memphis-tn-381224728-us,4730 Summer Ave,Memphis,TN,38122,US,GMT-05:00 America/Chicago,35.14889,-89.90292
76933-128784,Target Olive Branch WEST 2442,LS,target-olive-branch-west-2442-5150-goodman-rd-olive-branch-ms-386547903-us,5150 Goodman Rd,Olive Branch,MS,38654,US,GMT-05:00 America/Chicago,34.96335,-89.89813
19344-194452,Univ. of Memphis Bookstore,LS,univ-of-memphis-bookstore-506-university-dr-memphis-tn-38152-us,506 University Dr.,Memphis,TN,38152,US,GMT-05:00 America/Chicago,35.11786,-89.93713
22155-216684,Kroger Southaven 464,LS,kroger-southaven-464-3095-goodman-rd-southaven-ms-38672-us,3095 Goodman Rd,Southaven,MS,38672,US,GMT-05:00 America/Chicago,34.96108,-89.9349
21562-194324,Kroger Memphis 488,LS,kroger-memphis-488-3444-plaza-ave-memphis-tn-38111-us,3444 Plaza Ave,Memphis,TN,38111,US,GMT-05:00 America/Chicago,35.1301,-89.94784
8345-13178,Poplar & Highland,CO,poplar-highland-3388-poplar-avenue-memphis-tn-381114644-us,3388 Poplar Avenue,Memphis,TN,38111,US,GMT-05:00 America/Chicago,35.12919,-89.94907
51179-105010,Getwell  & Goodman- Southaven,CO,getwell-goodman-southaven-6830-getwell-rd-southaven-ms-386726390-us,6830 Getwell Rd,Southaven,MS,38672,US,GMT-05:00 America/Chicago,34.96019,-89.93645
62734-296164,Austin Peay and Yale,CO,austin-peay-and-yale-3545-austin-peay-hwy-memphis-tn-381283717-us,3545 Austin Peay Hwy,Memphis,TN,38128,US,GMT-05:00 America/Chicago,35.22209,-89.90865
78038-115427,MEM Terminal B Rotunda,LS,mem-terminal-b-rotunda-2491-winchester-rd-memphis-tn-381163851-us,2491 Winchester Rd,Memphis,TN,38116,US,GMT-05:00 America/Chicago,35.042,-89.98161
8406-15016,Southaven,CO,southaven-180-goodman-road-east-southaven-ms-386719511-us,180 Goodman Road East,Southaven,MS,38671,US,GMT-05:00 America/Chicago,34.96321,-89.98676
8297-5927,Union & McLean,CO,union-mc-lean-1850-union-avenue-memphis-tn-381044027-us,1850 Union Avenue,Memphis,TN,38104,US,GMT-05:00 America/Chicago,35.13539,-89.99984
48904-222786,Kroger Memphis 402,LS,kroger-memphis-402-1761-union-ave-memphis-tn-38104-us,1761 Union Ave,Memphis,TN,38104,US,GMT-05:00 America/Chicago,35.13513,-90.00314
54385-286597,Church and Airways,CO,church-and-airways-5137-airways-1210-southaven-ms-386716556-us,5137 Airways,Southaven,MS,38671,US,GMT-05:00 America/Chicago,34.93551,-89.98934
75042-182675,Target Horn Lake 1169,LS,target-horn-lake-1169-7255-interstate-dr-horn-lake-ms-38637-us,7255 Interstate Dr,Horn Lake,MS,38637,US,GMT-05:00 America/Chicago,34.96634,-90.00544
53815-285987,Union & Watkins,CO,union-watkins-1420-union-ave-memphis-tn-381043695-us,1420 Union Ave,Memphis,TN,38104,US,GMT-05:00 America/Chicago,35.13676,-90.01428
18034-177824,Horn Lake - West Goodman Rd &,CO,horn-lake-west-goodman-rd-977-west-goodman-road-horn-lake-ms-386371438-us,977 West Goodman Road,Horn Lake,MS,38637,US,GMT-05:00 America/Chicago,34.96237,-90.00672
67915-301107,Elvis Presley and E Shelby,CO,elvis-presley-and-e-shelby-1173-e-shelby-memphis-tn-38116-us,1173 E. Shelby,Memphis,TN,38116,US,GMT-05:00 America/Chicago,35.02052,-90.02448
13943-294159,Granada Blvd & Pearl Dr,CO,granada-blvd-pearl-dr-1246-west-granada-blvd-ormond-beach-fl-321745924-u,1246 West Granada Blvd,Ormond Beach,FL,32174,US,GMT-04:00 America/New_York,29.26442,-81.10477
8466-285780,East Granada & A1A,CO,east-granada-a-1-a-125-e-granada-blvd-ormond-beach-fl-321766669-us,125 E. Granada Blvd,Ormond Beach,FL,32176,US,GMT-04:00 America/New_York,29.29109,-81.04313
76336-89123,Target Daytona Beach 688,LS,target-daytona-beach-688-2380-w-international-spdwy-blvd-daytona-beach-fl-3,2380 W International Spdwy Blvd,Daytona Beach,FL,32114,US,GMT-04:00 America/New_York,29.18349,-81.07972
13970-109626,ISB & Clyde Morris,CO,isb-clyde-morris-1388-w-international-speedway-blvd-suite-100-dayto,1388 W International Speedway Blvd,Daytona Beach,FL,32114,US,GMT-04:00 America/New_York,29.1972,-81.05647
78092-119269,Embry Riddle Student Union,LS,embry-riddle-student-union-600-s-clyde-morris-blvd-daytona-beach-fl-321143966,600 S Clyde Morris Blvd,Daytona Beach,FL,32114,US,GMT-04:00 America/New_York,29.18825,-81.04926
78306-305014,Hilton Daytona Beach,LS,hilton-daytona-beach-100-n-atlantic-ave-daytona-beach-fl-32118-us,100 N ATLANTIC AVE,DAYTONA BEACH,FL,32118,US,GMT-04:00 America/New_York,29.22855,-81.00877
49084-261487,SR 100 & Belle Terre Pkwy,CO,sr-100-belle-terre-pkwy-100-belle-terre-boulevard-palm-coast-fl-321642420-,100 Belle Terre Boulevard,Palm Coast,FL,32164,US,GMT-04:00 America/New_York,29.47528,-81.22143
76873-122706,Target Palm Coast 2364,LS,target-palm-coast-2364-5100-e-hwy-100-palm-coast-fl-321642365-us,5100 E Hwy 100,Palm Coast,FL,32164,US,GMT-04:00 America/New_York,29.47706,-81.21922
