FY,Area,Legend,Rate
2019/2020,02743,COUNTY,0.0000
2019/2020,02743,GENERAL,1.0000
2019/2020,02743,METRO WATER DIST,0.0035
2019/2020,02743,UNIFIED SCHOOLS,0.0869
2019/2020,02744,COMMNTY COLLEGE,0.0217
2019/2020,02744,COUNTY,0.0000
2019/2020,02744,GENERAL,1.0000
2019/2020,02744,METRO WATER DIST,0.0035
2019/2020,02744,UNIFIED SCHOOLS,0.0869
2019/2020,02745,CITY-CLAREMONT,0.0085
2019/2020,02745,COMMNTY COLLEGE,0.0217
2019/2020,02745,COUNTY,0.0000
2019/2020,02745,GENERAL,1.0000
2019/2020,02745,METRO WATER DIST,0.0035
2019/2020,02745,UNIFIED SCHOOLS,0.0869
2019/2020,02746,CITY-CLAREMONT,0.0085
2019/2020,02746,COMMNTY COLLEGE,0.0217
2019/2020,02746,COUNTY,0.0000
2019/2020,02746,GENERAL,1.0000
2019/2020,02746,METRO WATER DIST,0.0035
2019/2020,02746,UNIFIED SCHOOLS,0.0869
2019/2020,02747,CITY-CLAREMONT,0.0085
2019/2020,02747,COMMNTY COLLEGE,0.0217
2019/2020,02747,COUNTY,0.0000
2019/2020,02747,GENERAL,1.0000
2019/2020,02747,METRO WATER DIST,0.0035
2019/2020,02747,UNIFIED SCHOOLS,0.0869
2019/2020,02748,CITY-CLAREMONT,0.0085
2019/2020,02748,COMMNTY COLLEGE,0.0217
2019/2020,02748,COUNTY,0.0000
2019/2020,02748,GENERAL,1.0000
2019/2020,02748,METRO WATER DIST,0.0035
2019/2020,02748,UNIFIED SCHOOLS,0.0869
2019/2020,02749,CITY POMONA TD #,0.0000
2019/2020,02749,COMMNTY COLLEGE,0.0217
2019/2020,02749,COUNTY,0.0000
2019/2020,02749,GENERAL,1.0000
2019/2020,02749,METRO WATER DIST,0.0035
2019/2020,02749,UNIFIED SCHOOLS,0.0869
2019/2020,02750,CITY-POMONA,0.0000
2019/2020,02750,COMMNTY COLLEGE,0.0217
2019/2020,02750,COUNTY,0.0000
2019/2020,02750,GENERAL,1.0000
2019/2020,02750,METRO WATER DIST,0.0035
2019/2020,02750,UNIFIED SCHOOLS,0.0869
2019/2020,02751,CITY-POMONA,0.0000
2019/2020,02751,COMMNTY COLLEGE,0.0217
2019/2020,02751,COUNTY,0.0000
2019/2020,02751,GENERAL,1.0000
2019/2020,02751,METRO WATER DIST,0.0035
2019/2020,02751,UNIFIED SCHOOLS,0.0869
2019/2020,02752,CITY-POMONA,0.0000
2019/2020,02752,COMMNTY COLLEGE,0.0217
2019/2020,02752,COUNTY,0.0000
2019/2020,02752,GENERAL,1.0000
2019/2020,02752,METRO WATER DIST,0.0035
2019/2020,02752,UNIFIED SCHOOLS,0.0869
2019/2020,02753,CITY POMONA TD #,0.0000
2019/2020,02753,COMMNTY COLLEGE,0.0217
2019/2020,02753,COUNTY,0.0000
2019/2020,02753,GENERAL,1.0000
2019/2020,02753,METRO WATER DIST,0.0035
2019/2020,02753,UNIFIED SCHOOLS,0.0869
2019/2020,02754,CITY-POMONA,0.0000
2019/2020,02754,COMMNTY COLLEGE,0.0217
2019/2020,02754,COUNTY,0.0000
2019/2020,02754,GENERAL,1.0000
2019/2020,02754,METRO WATER DIST,0.0035
2019/2020,02754,UNIFIED SCHOOLS,0.0869
2019/2020,02755,CITY-POMONA,0.0000
2019/2020,02755,COMMNTY COLLEGE,0.0217
2019/2020,02755,COUNTY,0.0000
2019/2020,02755,GENERAL,1.0000
2019/2020,02755,METRO WATER DIST,0.0035
2019/2020,02755,UNIFIED SCHOOLS,0.0869
2019/2020,02756,CITY-CLAREMONT,0.0085
2019/2020,02920,CITY-CLAREMONT,0.0085
2019/2020,02920,COMMNTY COLLEGE,0.0217
2019/2020,02920,COUNTY,0.0000
2019/2020,02920,GENERAL,1.0000
2019/2020,02920,METRO WATER DIST,0.0035
2019/2020,02920,UNIFIED SCHOOLS,0.0869
2019/2020,02921,CITY-CLAREMONT,0.0085
2019/2020,02921,COMMNTY COLLEGE,0.0217
2019/2020,02921,COUNTY,0.0000
2019/2020,02921,GENERAL,1.0000
2019/2020,02921,METRO WATER DIST,0.0035
2019/2020,02921,UNIFIED SCHOOLS,0.0869
2019/2020,02922,CITY-CLAREMONT,0.0085
2019/2020,02922,COMMNTY COLLEGE,0.0217
2019/2020,02922,COUNTY,0.0000
2019/2020,02922,GENERAL,1.0000
2019/2020,02922,METRO WATER DIST,0.0035
2019/2020,02922,UNIFIED SCHOOLS,0.0869
2019/2020,02923,COMMNTY COLLEGE,0.0469
2019/2020,02923,COUNTY,0.0000
2019/2020,02923,GENERAL,1.0000
2019/2020,02923,METRO WATER DIST,0.0035
2019/2020,02923,UNIFIED SCHOOLS,0.1113
2019/2020,02924,COMMNTY COLLEGE,0.0469
2019/2020,02924,COUNTY,0.0000
2019/2020,02924,GENERAL,1.0000
2019/2020,02924,METRO WATER DIST,0.0035
2019/2020,02924,UNIFIED SCHOOLS,0.1113
2019/2020,02925,COMMNTY COLLEGE,0.0217
2019/2020,02925,COUNTY,0.0000
2019/2020,02925,GENERAL,1.0000
2019/2020,02925,METRO WATER DIST,0.0035
2019/2020,02925,UNIFIED SCHOOLS,0.0869
2019/2020,02926,CITY-COVINA,0.0000
2019/2020,02926,COMMNTY COLLEGE,0.0478
2019/2020,02926,COUNTY,0.0000
2019/2020,02926,GENERAL,1.0000
2019/2020,02926,METRO WATER DIST,0.0035
2019/2020,02926,UNIFIED SCHOOLS,0.0874
2019/2020,02927,COMMNTY COLLEGE,0.0295
2019/2020,02927,COUNTY,0.0000
2019/2020,02927,ELEM SCHOOLS,0.0071
2019/2020,02927,GENERAL,1.0000
2019/2020,02927,HIGH SCHOOLS,0.0549
2019/2020,02927,SPECIAL WATER,0.0706
2019/2020,02928,CITY-SAN DIMAS,0.0000
2019/2020,02928,COMMNTY COLLEGE,0.0478
2019/2020,02928,COUNTY,0.0000
2019/2020,02928,GENERAL,1.0000
2019/2020,02928,METRO WATER DIST,0.0035
2019/2020,02928,UNIFIED SCHOOLS,0.0874
2019/2020,02929,COMMNTY COLLEGE,0.0217
2019/2020,02929,COUNTY,0.0000
2019/2020,02929,GENERAL,1.0000
2019/2020,02929,METRO WATER DIST,0.0035
2019/2020,02929,UNIFIED SCHOOLS,0.0869
2019/2020,00293,CITY-L.A. VERMON,0.0181
2019/2020,00293,COMMNTY COLLEGE,0.0272
2019/2020,00293,COUNTY,0.0000
2019/2020,00293,GENERAL,1.0000
2019/2020,00293,METRO WATER DIST,0.0035
2019/2020,00293,UNIFIED SCHOOLS,0.1255
2019/2020,02930,CITY-COVINA,0.0000
2019/2020,02930,COMMNTY COLLEGE,0.0478
2019/2020,02930,COUNTY,0.0000
2019/2020,02930,GENERAL,1.0000
2019/2020,02930,METRO WATER DIST,0.0035
2019/2020,02930,UNIFIED SCHOOLS,0.0874
2019/2020,02931,CITY-COVINA,0.0000
2019/2020,02931,COMMNTY COLLEGE,0.0478
2019/2020,02931,COUNTY,0.0000
2019/2020,02931,GENERAL,1.0000
2019/2020,02931,METRO WATER DIST,0.0035
2019/2020,02931,UNIFIED SCHOOLS,0.0874
2019/2020,02932,CITY-CLAREMONT,0.0085
2019/2020,02932,COMMNTY COLLEGE,0.0217
2019/2020,02932,COUNTY,0.0000
2019/2020,02932,GENERAL,1.0000
2019/2020,02932,METRO WATER DIST,0.0035
2019/2020,02932,UNIFIED SCHOOLS,0.0869
2019/2020,02933,COMMNTY COLLEGE,0.0295
2019/2020,02933,COUNTY,0.0000
2019/2020,02933,ELEM SCHOOLS,0.0071
2019/2020,02933,GENERAL,1.0000
2019/2020,02933,HIGH SCHOOLS,0.0549
2019/2020,02933,SPECIAL WATER,0.0706
2019/2020,02934,COMMNTY COLLEGE,0.0469
2019/2020,02934,COUNTY,0.0000
2019/2020,02934,GENERAL,1.0000
2019/2020,02934,METRO WATER DIST,0.0035
2019/2020,02934,UNIFIED SCHOOLS,0.1113
2019/2020,02935,COMMNTY COLLEGE,0.0469
2019/2020,02935,COUNTY,0.0000
2019/2020,02935,GENERAL,1.0000
2019/2020,02935,METRO WATER DIST,0.0035
2019/2020,02935,UNIFIED SCHOOLS,0.1113
2019/2020,02936,CITY-CLAREMONT,0.0085
2019/2020,02936,COMMNTY COLLEGE,0.0217
2019/2020,02936,COUNTY,0.0000
2019/2020,10587,COUNTY,0.0000
2019/2020,10587,GENERAL,1.0000
2019/2020,10587,METRO WATER DIST,0.0035
2019/2020,10587,UNIFIED SCHOOLS,0.1255
2019/2020,10588,CITY-GARDENA,0.0000
2019/2020,10588,COMMNTY COLLEGE,0.0272
2019/2020,10588,COUNTY,0.0000
2019/2020,10588,GENERAL,1.0000
2019/2020,10588,METRO WATER DIST,0.0035
2019/2020,10588,UNIFIED SCHOOLS,0.1255
2019/2020,01059,CITY-COMMERCE,0.0000
2019/2020,01059,COMMNTY COLLEGE,0.0272
2019/2020,01059,COUNTY,0.0000
2019/2020,01059,GENERAL,1.0000
2019/2020,01059,METRO WATER DIST,0.0035
2019/2020,01059,UNIFIED SCHOOLS,0.1255
2019/2020,10590,CITY-DIAMOND BAR,0.0000
2019/2020,10590,COMMNTY COLLEGE,0.0478
2019/2020,10590,COUNTY,0.0000
2019/2020,10590,GENERAL,1.0000
2019/2020,10590,METRO WATER DIST,0.0035
2019/2020,10590,UNIFIED SCHOOLS,0.2067
2019/2020,10591,CITY WEST COVINA,0.0000
2019/2020,10591,COMMNTY COLLEGE,0.0478
2019/2020,10591,COUNTY,0.0000
2019/2020,10591,GENERAL,1.0000
2019/2020,10591,METRO WATER DIST,0.0035
2019/2020,10591,UNIFIED SCHOOLS,0.1352
2019/2020,10592,CITY WEST COVINA,0.0000
2019/2020,10592,COMMNTY COLLEGE,0.0478
2019/2020,10592,COUNTY,0.0000
2019/2020,10592,GENERAL,1.0000
2019/2020,10592,METRO WATER DIST,0.0035
2019/2020,10592,UNIFIED SCHOOLS,0.1352
2019/2020,10593,CITY WEST COVINA,0.0000
2019/2020,10593,COMMNTY COLLEGE,0.0478
2019/2020,10593,COUNTY,0.0000
2019/2020,10593,GENERAL,1.0000
2019/2020,10593,METRO WATER DIST,0.0035
2019/2020,10593,UNIFIED SCHOOLS,0.1352
2019/2020,10594,CITY WEST COVINA,0.0000
2019/2020,10594,COMMNTY COLLEGE,0.0478
2019/2020,10594,COUNTY,0.0000
2019/2020,10594,GENERAL,1.0000
2019/2020,10594,METRO WATER DIST,0.0035
2019/2020,10594,UNIFIED SCHOOLS,0.1352
2019/2020,10595,CITY-SANTA CLARI,0.0000
2019/2020,10595,COMMNTY COLLEGE,0.0295
2019/2020,10595,COUNTY,0.0000
2019/2020,10595,ELEM SCHOOLS,0.0198
2019/2020,10595,GENERAL,1.0000
2019/2020,10595,HIGH SCHOOLS,0.0549
2019/2020,10595,SPECIAL WATER,0.0706
2019/2020,10596,CITY-SANTA CLARI,0.0000
2019/2020,10596,COMMNTY COLLEGE,0.0295
2019/2020,10596,COUNTY,0.0000
2019/2020,10596,ELEM SCHOOLS,0.0544
2019/2020,10596,GENERAL,1.0000
2019/2020,10596,HIGH SCHOOLS,0.0549
2019/2020,10596,SPECIAL WATER,0.0706
2019/2020,10597,CITY WEST COVINA,0.0000
2019/2020,10597,COMMNTY COLLEGE,0.0478
2019/2020,10597,COUNTY,0.0000
2019/2020,10597,GENERAL,1.0000
2019/2020,10597,METRO WATER DIST,0.0035
2019/2020,10597,UNIFIED SCHOOLS,0.0819
2019/2020,00106,CITY-CARSON,0.0000
2019/2020,00106,COMMNTY COLLEGE,0.0272
2019/2020,00106,COUNTY,0.0000
2019/2020,00106,GENERAL,1.0000
2019/2020,00106,METRO WATER DIST,0.0035
2019/2020,00106,UNIFIED SCHOOLS,0.1255
2019/2020,01060,COMMNTY COLLEGE,0.0272
2019/2020,01060,COUNTY,0.0000
2019/2020,01060,GENERAL,1.0000
2019/2020,01060,METRO WATER DIST,0.0035
2019/2020,01060,UNIFIED SCHOOLS,0.1255
2019/2020,10600,CITY-PALMDALE,0.0000
2019/2020,10600,COMMNTY COLLEGE,0.0472
2019/2020,10600,COUNTY,0.0000
2019/2020,10600,ELEM SCHOOLS,0.0706
2019/2020,10600,GENERAL,1.0000
2019/2020,10600,HIGH SCHOOLS,0.0219
2019/2020,10600,SPECIAL WATER,0.0705
2019/2020,10601,COMMNTY COLLEGE,0.0257
2019/2020,10601,COUNTY,0.0000
2019/2020,10601,ELEM SCHOOLS,0.0843
2019/2020,10601,GENERAL,1.0000
2019/2020,10601,HIGH SCHOOLS,0.0550
2019/2020,10601,METRO WATER DIST,0.0035
2019/2020,10602,CITY WEST COVINA,0.0000
2019/2020,10602,COMMNTY COLLEGE,0.0478
2019/2020,10602,COUNTY,0.0000
2019/2020,10602,GENERAL,1.0000
2019/2020,10602,METRO WATER DIST,0.0035
2019/2020,10602,UNIFIED SCHOOLS,0.0819
2019/2020,10604,CITY-LANCASTER,0.0000
2019/2020,10604,COMMNTY COLLEGE,0.0472
2019/2020,11076,GENERAL,1.0000
2019/2020,11076,SPECIAL WATER,0.0705
2019/2020,11076,UNIFIED SCHOOLS,0.0402
2019/2020,11078,CITY-LA VERNE,0.0000
2019/2020,11078,COMMNTY COLLEGE,0.0478
2019/2020,11078,COUNTY,0.0000
2019/2020,11078,GENERAL,1.0000
2019/2020,11078,METRO WATER DIST,0.0035
2019/2020,11078,UNIFIED SCHOOLS,0.0787
2019/2020,11079,COMMNTY COLLEGE,0.0257
2019/2020,11079,COUNTY,0.0000
2019/2020,11079,ELEM SCHOOLS,0.0510
2019/2020,11079,GENERAL,1.0000
2019/2020,11079,HIGH SCHOOLS,0.0550
2019/2020,11079,METRO WATER DIST,0.0035
2019/2020,01108,CITY-CARSON,0.0000
2019/2020,01108,COMMNTY COLLEGE,0.0272
2019/2020,01108,COUNTY,0.0000
2019/2020,01108,GENERAL,1.0000
2019/2020,01108,METRO WATER DIST,0.0035
2019/2020,01108,UNIFIED SCHOOLS,0.1255
2019/2020,11080,CITY-INDUSTRY,0.7375
2019/2020,11080,COMMNTY COLLEGE,0.0478
2019/2020,11080,COUNTY,0.0000
2019/2020,11080,GENERAL,1.0000
2019/2020,11080,METRO WATER DIST,0.0035
2019/2020,11080,UNIFIED SCHOOLS,0.0825
2019/2020,11082,CITY-PALMDALE,0.0000
2019/2020,11082,COMMNTY COLLEGE,0.0472
2019/2020,11082,COUNTY,0.0000
2019/2020,11082,ELEM SCHOOLS,0.0751
2019/2020,11082,GENERAL,1.0000
2019/2020,11082,HIGH SCHOOLS,0.0219
2019/2020,11082,SPECIAL WATER,0.0705
2019/2020,11083,CITY-SAN DIMAS,0.0000
2019/2020,11083,COMMNTY COLLEGE,0.0478
2019/2020,11083,COUNTY,0.0000
2019/2020,11083,GENERAL,1.0000
2019/2020,11083,METRO WATER DIST,0.0035
2019/2020,11083,UNIFIED SCHOOLS,0.1352
2019/2020,11084,CITY-PALMDALE,0.0000
2019/2020,11084,COMMNTY COLLEGE,0.0472
2019/2020,11084,COUNTY,0.0000
2019/2020,11084,ELEM SCHOOLS,0.0706
2019/2020,11084,GENERAL,1.0000
2019/2020,11084,HIGH SCHOOLS,0.0219
2019/2020,11084,WATER DISTRICT,0.2182
2019/2020,11087,CITY-MONROVIA,0.1285
2019/2020,11087,COMMNTY COLLEGE,0.0072
2019/2020,11087,COUNTY,0.0000
2019/2020,11087,ELEM SCHOOLS,0.1080
2019/2020,11087,GENERAL,1.0000
2019/2020,11087,HIGH SCHOOLS,0.1097
2019/2020,11087,METRO WATER DIST,0.0035
2019/2020,11088,COMMNTY COLLEGE,0.0472
2019/2020,11088,COUNTY,0.0000
2019/2020,11088,GENERAL,1.0000
2019/2020,11088,SPECIAL WATER,0.0705
2019/2020,11088,UNIFIED SCHOOLS,0.0402
2019/2020,11089,CITY-CLAREMONT,0.0085
2019/2020,11089,COMMNTY COLLEGE,0.0217
2019/2020,11089,COUNTY,0.0000
2019/2020,11089,GENERAL,1.0000
2019/2020,11089,METRO WATER DIST,0.0035
2019/2020,11089,UNIFIED SCHOOLS,0.0869
2019/2020,01109,CITY-CARSON,0.0000
2019/2020,01109,COMMNTY COLLEGE,0.0272
2019/2020,01109,COUNTY,0.0000
2019/2020,01109,GENERAL,1.0000
2019/2020,01109,METRO WATER DIST,0.0035
2019/2020,01109,UNIFIED SCHOOLS,0.1255
2019/2020,11090,CITY-LANCASTER,0.0000
2019/2020,11090,COMMNTY COLLEGE,0.0472
2019/2020,11090,COUNTY,0.0000
2019/2020,11090,ELEM SCHOOLS,0.0736
2019/2020,11090,GENERAL,1.0000
2019/2020,11090,HIGH SCHOOLS,0.0219
2019/2020,11090,SPECIAL WATER,0.0705
2019/2020,11091,CITY-PALMDALE,0.0000
2019/2020,11091,COMMNTY COLLEGE,0.0472
2019/2020,11091,COUNTY,0.0000
2019/2020,11091,ELEM SCHOOLS,0.0751
2019/2020,11091,GENERAL,1.0000
2019/2020,11091,HIGH SCHOOLS,0.0219
2019/2020,11091,SPECIAL WATER,0.0705
2019/2020,11092,CITY-PALMDALE,0.0000
2019/2020,11092,COMMNTY COLLEGE,0.0472
2019/2020,11092,COUNTY,0.0000
2019/2020,11092,ELEM SCHOOLS,0.0751
2019/2020,11092,GENERAL,1.0000
2019/2020,11092,HIGH SCHOOLS,0.0219
2019/2020,11092,SPECIAL WATER,0.0705
2019/2020,11093,COMMNTY COLLEGE,0.0472
2019/2020,11093,COUNTY,0.0000
2019/2020,11093,ELEM SCHOOLS,0.0751
2019/2020,11093,GENERAL,1.0000
2019/2020,11093,HIGH SCHOOLS,0.0219
2019/2020,11093,SPECIAL WATER,0.0705
2019/2020,11600,COUNTY,0.0000
2019/2020,11600,GENERAL,1.0000
2019/2020,11600,METRO WATER DIST,0.0035
2019/2020,11600,UNIFIED SCHOOLS,0.0756
2019/2020,11601,CITY-CALABASAS T,0.0000
2019/2020,11601,COMMNTY COLLEGE,0.0272
2019/2020,11601,COUNTY,0.0000
2019/2020,11601,GENERAL,1.0000
2019/2020,11601,METRO WATER DIST,0.0035
2019/2020,11601,UNIFIED SCHOOLS,0.0756
2019/2020,11602,CITY CARSON,0.0000
2019/2020,11602,COMMNTY COLLEGE,0.0272
2019/2020,11602,COUNTY,0.0000
2019/2020,11602,GENERAL,1.0000
2019/2020,11602,METRO WATER DIST,0.0035
2019/2020,11602,UNIFIED SCHOOLS,0.1255
2019/2020,11603,CITY CARSON,0.0000
2019/2020,11603,COMMNTY COLLEGE,0.0272
2019/2020,11603,COUNTY,0.0000
2019/2020,11603,GENERAL,1.0000
2019/2020,11603,METRO WATER DIST,0.0035
2019/2020,11603,UNIFIED SCHOOLS,0.1255
2019/2020,01161,CITY-CARSON,0.0000
2019/2020,01161,COMMNTY COLLEGE,0.0272
2019/2020,01161,COUNTY,0.0000
2019/2020,01161,GENERAL,1.0000
2019/2020,01161,METRO WATER DIST,0.0035
2019/2020,01161,UNIFIED SCHOOLS,0.1255
2019/2020,11614,CITY-CARSON,0.0000
2019/2020,11614,COMMNTY COLLEGE,0.0272
2019/2020,11614,COUNTY,0.0000
2019/2020,11614,GENERAL,1.0000
2019/2020,11614,METRO WATER DIST,0.0035
2019/2020,11614,UNIFIED SCHOOLS,0.1255
2019/2020,11615,CITY-CARSON,0.0000
2019/2020,11615,COMMNTY COLLEGE,0.0272
2019/2020,11615,COUNTY,0.0000
2019/2020,11615,GENERAL,1.0000
2019/2020,11615,METRO WATER DIST,0.0035
2019/2020,11615,UNIFIED SCHOOLS,0.1255
2019/2020,11616,CITY-PALMDALE,0.0000
2019/2020,11616,COMMNTY COLLEGE,0.0472
2019/2020,11616,COUNTY,0.0000
2019/2020,11616,ELEM SCHOOLS,0.0706
2019/2020,11616,GENERAL,1.0000
2019/2020,11616,HIGH SCHOOLS,0.0219
2019/2020,11616,WATER DISTRICT,0.2182
2019/2020,11617,CITY-CARSON,0.0000
2019/2020,11617,COMMNTY COLLEGE,0.0272
2019/2020,11617,COUNTY,0.0000
2019/2020,11617,GENERAL,1.0000
2019/2020,11617,METRO WATER DIST,0.0035
2019/2020,11617,UNIFIED SCHOOLS,0.1255
2019/2020,11618,CITY-CARSON,0.0000
2019/2020,11618,COMMNTY COLLEGE,0.0272
2019/2020,11618,COUNTY,0.0000
2019/2020,11618,GENERAL,1.0000
2019/2020,11618,METRO WATER DIST,0.0035
2019/2020,11618,UNIFIED SCHOOLS,0.1255
2019/2020,11619,COMMNTY COLLEGE,0.0272
2019/2020,11619,COUNTY,0.0000
2019/2020,11619,GENERAL,1.0000
2019/2020,11619,METRO WATER DIST,0.0035
2019/2020,11619,UNIFIED SCHOOLS,0.1255
2019/2020,01162,COMMNTY COLLEGE,0.0272
2019/2020,01162,COUNTY,0.0000
2019/2020,01162,GENERAL,1.0000
2019/2020,01162,METRO WATER DIST,0.0035
2019/2020,01162,UNIFIED SCHOOLS,0.1255
2019/2020,11620,CITY-SANTA CLARI,0.0000
2019/2020,11620,COMMNTY COLLEGE,0.0295
2019/2020,11620,COUNTY,0.0000
2019/2020,11620,ELEM SCHOOLS,0.0388
2019/2020,11620,GENERAL,1.0000
2019/2020,11620,HIGH SCHOOLS,0.0549
2019/2020,11620,SPECIAL WATER,0.0706
2019/2020,11626,COMMNTY COLLEGE,0.0472
2019/2020,11626,COUNTY,0.0000
2019/2020,11626,ELEM SCHOOLS,0.0706
2019/2020,11626,GENERAL,1.0000
2019/2020,11626,HIGH SCHOOLS,0.0219
2019/2020,11626,WATER DISTRICT,0.2182
2019/2020,11627,COMMNTY COLLEGE,0.0472
2019/2020,11627,COUNTY,0.0000
2019/2020,11627,ELEM SCHOOLS,0.0706
2019/2020,11627,GENERAL,1.0000
2019/2020,11627,HIGH SCHOOLS,0.0219
2019/2020,11627,WATER DISTRICT,0.2182
2019/2020,11628,CITY-CALABASAS T,0.0000
2019/2020,11628,COMMNTY COLLEGE,0.0272
2019/2020,11628,COUNTY,0.0000
2019/2020,11628,GENERAL,1.0000
2019/2020,11628,METRO WATER DIST,0.0035
2019/2020,11628,UNIFIED SCHOOLS,0.0756
2019/2020,11629,COMMNTY COLLEGE,0.0478
2019/2020,11629,COUNTY,0.0000
2019/2020,11629,GENERAL,1.0000
2019/2020,11629,METRO WATER DIST,0.0035
2019/2020,01217,UNIFIED SCHOOLS,0.1255
2019/2020,12176,CITY-SANTA CLARI,0.0000
2019/2020,12176,COMMNTY COLLEGE,0.0295
2019/2020,12176,COUNTY,0.0000
2019/2020,12176,ELEM SCHOOLS,0.0544
2019/2020,12176,GENERAL,1.0000
2019/2020,12176,HIGH SCHOOLS,0.0549
2019/2020,12176,SPECIAL WATER,0.0706
2019/2020,12177,CITY-LAKEWOOD TD,0.0000
2019/2020,12177,COMMNTY COLLEGE,0.0445
2019/2020,12177,COUNTY,0.0000
2019/2020,12177,GENERAL,1.0000
2019/2020,12177,METRO WATER DIST,0.0035
2019/2020,12177,UNIFIED SCHOOLS,0.0819
2019/2020,12178,CITY-LAKEWOOD TD,0.0000
2019/2020,12178,COMMNTY COLLEGE,0.0445
2019/2020,12178,COUNTY,0.0000
2019/2020,12178,GENERAL,1.0000
2019/2020,12178,METRO WATER DIST,0.0035
2019/2020,12178,UNIFIED SCHOOLS,0.0504
2019/2020,12179,CITY-LAKEWOOD TD,0.0000
2019/2020,12179,COMMNTY COLLEGE,0.0445
2019/2020,12179,COUNTY,0.0000
2019/2020,12179,GENERAL,1.0000
2019/2020,12179,METRO WATER DIST,0.0035
2019/2020,12179,UNIFIED SCHOOLS,0.0819
2019/2020,01218,CITY CARSON,0.0000
2019/2020,01218,COMMNTY COLLEGE,0.0272
2019/2020,01218,COUNTY,0.0000
2019/2020,01218,GENERAL,1.0000
2019/2020,01218,METRO WATER DIST,0.0035
2019/2020,01218,UNIFIED SCHOOLS,0.1255
2019/2020,12180,CITY-LAKEWOOD TD,0.0000
2019/2020,12180,COMMNTY COLLEGE,0.0445
2019/2020,12180,COUNTY,0.0000
2019/2020,12180,GENERAL,1.0000
2019/2020,12180,METRO WATER DIST,0.0035
2019/2020,12180,UNIFIED SCHOOLS,0.0819
2019/2020,12181,CITY-LAKEWOOD TD,0.0000
2019/2020,12181,COMMNTY COLLEGE,0.0631
2019/2020,12181,COUNTY,0.0000
2019/2020,12181,GENERAL,1.0000
2019/2020,12181,METRO WATER DIST,0.0035
2019/2020,12181,UNIFIED SCHOOLS,0.1433
2019/2020,12182,CITY-LAKEWOOD TD,0.0000
2019/2020,12182,COMMNTY COLLEGE,0.0631
2019/2020,12182,COUNTY,0.0000
2019/2020,12182,GENERAL,1.0000
2019/2020,12182,METRO WATER DIST,0.0035
2019/2020,12182,UNIFIED SCHOOLS,0.1433
2019/2020,12183,CITY-LAKEWOOD TD,0.0000
2019/2020,12183,COMMNTY COLLEGE,0.0469
2019/2020,12183,COUNTY,0.0000
2019/2020,12183,GENERAL,1.0000
2019/2020,12183,METRO WATER DIST,0.0035
2019/2020,12183,UNIFIED SCHOOLS,0.2209
2019/2020,12184,CITY-GLENDORA,0.0000
2019/2020,12184,COMMNTY COLLEGE,0.0217
2019/2020,12184,COUNTY,0.0000
2019/2020,12184,GENERAL,1.0000
2019/2020,12184,METRO WATER DIST,0.0035
2019/2020,12184,UNIFIED SCHOOLS,0.0623
2019/2020,12185,CITY-GLENDORA,0.0000
2019/2020,12185,COMMNTY COLLEGE,0.0217
2019/2020,12185,COUNTY,0.0000
2019/2020,12185,GENERAL,1.0000
2019/2020,12185,METRO WATER DIST,0.0035
2019/2020,12185,UNIFIED SCHOOLS,0.0623
2019/2020,12187,CITY-SAN DIMAS,0.0000
2019/2020,12187,COMMNTY COLLEGE,0.0478
2019/2020,12187,COUNTY,0.0000
2019/2020,12187,GENERAL,1.0000
2019/2020,12187,METRO WATER DIST,0.0035
2019/2020,12187,UNIFIED SCHOOLS,0.0874
2019/2020,12188,CITY-SAN DIMAS,0.0000
2019/2020,12188,COMMNTY COLLEGE,0.0478
2019/2020,12188,COUNTY,0.0000
2019/2020,12188,GENERAL,1.0000
2019/2020,12188,METRO WATER DIST,0.0035
2019/2020,12188,UNIFIED SCHOOLS,0.0787
2019/2020,12189,CITY-GLENDORA,0.0000
2019/2020,12189,COMMNTY COLLEGE,0.0217
2019/2020,12189,COUNTY,0.0000
2019/2020,12189,GENERAL,1.0000
2019/2020,12189,METRO WATER DIST,0.0035
2019/2020,12189,UNIFIED SCHOOLS,0.0623
2019/2020,01219,COMMNTY COLLEGE,0.0272
2019/2020,01219,COUNTY,0.0000
2019/2020,01219,GENERAL,1.0000
2019/2020,01219,METRO WATER DIST,0.0035
2019/2020,01219,UNIFIED SCHOOLS,0.1255
2019/2020,12190,CITY-LOS ANGELES,0.0181
2019/2020,12190,COMMNTY COLLEGE,0.0272
2019/2020,12190,COUNTY,0.0000
2019/2020,12190,GENERAL,1.0000
2019/2020,12190,METRO WATER DIST,0.0035
2019/2020,12190,UNIFIED SCHOOLS,0.1255
2019/2020,12682,CITY-VERNON,0.0000
2019/2020,12682,COMMNTY COLLEGE,0.0272
2019/2020,12682,COUNTY,0.0000
2019/2020,12682,GENERAL,1.0000
2019/2020,12682,METRO WATER DIST,0.0035
2019/2020,12682,UNIFIED SCHOOLS,0.1255
2019/2020,12683,CITY-VERNON,0.0000
2019/2020,12683,COMMNTY COLLEGE,0.0272
2019/2020,12683,COUNTY,0.0000
2019/2020,12683,GENERAL,1.0000
2019/2020,12683,METRO WATER DIST,0.0035
2019/2020,12683,UNIFIED SCHOOLS,0.1255
2019/2020,12685,CITY-CLAREMONT,0.0085
2019/2020,12685,COMMNTY COLLEGE,0.0217
2019/2020,12685,COUNTY,0.0000
2019/2020,12685,GENERAL,1.0000
2019/2020,12685,METRO WATER DIST,0.0035
