doc_seq_no,expenditure_type,gub_account_type,gub_elec_type,page_no,expense_id,detail_id,doc_stmnt_year,doc_type_desc,com_legal_name,common_name,cfr_com_id,com_type,schedule_desc,exp_desc,purpose,extra_desc,f_name,lname_or_org,address,city,state,zip,exp_date,amount,state_loc,supp_opp,can_or_ballot,,county,debt_payment,vend_name,vend_addr,vend_city,vend_state,vend_zip,gotv_ink_ind,fundraiser,RUNTIME: 04-07-2022 07:37:39
518506,1B, , ,0,28723,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHAMBER POLITICAL ACTION COMMITTEE,MICHIGAN CHAMBER POLITICAL ACTION CO,372,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT CONTRIBUTION,,,CTE DAN LAUWERS SENATE              ,12401 SPEAKER RD.,BROCKWAY            ,MI,48097-0000,11/29/21,300,,,DAN LAUWERS,STATE SENATE 25TH,ST. CLAIR           ,,,,,,,,,
518506,1B, , ,0,28724,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHAMBER POLITICAL ACTION COMMITTEE,MICHIGAN CHAMBER POLITICAL ACTION CO,372,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT CONTRIBUTION,,,FIGHTING FOR MICHIGAN FUND          ,19199 RIDGEVIEW LANE,LAKE ANN            ,MI,49650-0000,11/29/21,150,,,,,,,,,,,,,,
518506,1B, , ,0,28725,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHAMBER POLITICAL ACTION COMMITTEE,MICHIGAN CHAMBER POLITICAL ACTION CO,372,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT CONTRIBUTION,,,CTE ED MCBROOM                      ,N470 THALER DR,VULCAN              ,MI,49892-0000,12/6/21,250,,,ED MCBROOM,STATE SENATE 38TH,DICKINSON           ,,,,,,,,,
518506,1B, , ,0,28726,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHAMBER POLITICAL ACTION COMMITTEE,MICHIGAN CHAMBER POLITICAL ACTION CO,372,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT CONTRIBUTION,,,CTE ANDREW BEELER                   ,PO BOX 611124,PORT HURON          ,MI,48061-0000,12/6/21,150,,,ANDREW BEELER,STATE REPRESENTATIVE 83RD,.                   ,,,,,,,,,
518506,1B, , ,0,28728,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHAMBER POLITICAL ACTION COMMITTEE,MICHIGAN CHAMBER POLITICAL ACTION CO,372,IND,DIRECT,BANK CHARGES,BANK FEES,,,CAPITOL NATIONAL BANK               ,200 N. WASHINGTON SQUARE,LANSING             ,MI,48933-0000,12/31/21,608,,,,,,,,,,,,,,
518506,1B, , ,0,28729,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHAMBER POLITICAL ACTION COMMITTEE,MICHIGAN CHAMBER POLITICAL ACTION CO,372,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT CONTRIBUTION,,,ALBERT MAJORITY FUND                ,PO BOX 163,LOWELL              ,MI,49331-0000,10/27/21,150,,,,,,,,,,,,,,
518510,1B, , ,0,5449,0,2022,ANNUAL CS,BENZIE COUNTY DEMOCRATIC COMMITTEE,BENZIE COUNTY DEMOCRATIC COMMITTEE,2391,COU,DIRECT,CHARITABLE CONTRIBUTIONS,DONATION,,,FRIENDS OF DANA NESSEL              ,PO BOX 11141,LANSING             ,MI,48901-0000,12/2/21,425,,,DANA NESSEL,ATTORNEY GENERAL,.                   ,,,,,,,,,
518510,1B, , ,0,5450,0,2022,ANNUAL CS,BENZIE COUNTY DEMOCRATIC COMMITTEE,BENZIE COUNTY DEMOCRATIC COMMITTEE,2391,COU,DIRECT,CHARITABLE CONTRIBUTIONS,DONATION,,,JOCELYN BENSON FOR SOS              ,PO BOX 21468,DETROIT             ,MI,48221-0000,12/2/21,425,,,JOCELYN BENSON,SECRETARY OF STATE,.                   ,,,,,,,,,
518510,1B, , ,0,5451,0,2022,ANNUAL CS,BENZIE COUNTY DEMOCRATIC COMMITTEE,BENZIE COUNTY DEMOCRATIC COMMITTEE,2391,COU,DIRECT,CHARITABLE CONTRIBUTIONS,DONATION,,,GRETCHEN WHITMER FOR GOVERNOR       ,PO BOX 15282,LANSING             ,MI,48901-0000,12/2/21,425,,,GRETCHEN WHITMER,GOVERNOR,.                   ,,,,,,,,,
518510,1B, , ,0,5452,0,2022,ANNUAL CS,BENZIE COUNTY DEMOCRATIC COMMITTEE,BENZIE COUNTY DEMOCRATIC COMMITTEE,2391,COU,DIRECT,COMPUTER COSTS,FEES,,,ACT BLUE                            ,P.O.BOX 441146,SOMERVILLE          ,MA,02144-0000,12/31/21,381.6,,,,,,,,,,,,,,
518510,1B, , ,0,5453,0,2022,ANNUAL CS,BENZIE COUNTY DEMOCRATIC COMMITTEE,BENZIE COUNTY DEMOCRATIC COMMITTEE,2391,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,TRANSFER FROM CAMPAIGN TO ADMIN ACCOUNT,,,HONOR BANK                          ,P.O.BOX 67,HONOR               ,MI,49640-0000,12/31/21,17400,,,,,,,,,,,,,,
518517,1B, , ,0,311233902,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,EVENT TICKET,,,KARA HOPE FOR STATE REPRESENTATIVE  ,PO BOX 21002,LANSING             ,MI,48909-1002,10/24/21,100,,,,,,,,,,,,,,
518517,1B, , ,0,311233920,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,EVENT SPACE FEE,,,MICHIGAN BEER & WINE WHOLESALERS ASS,332 TOWNSEND ST,LANSING             ,MI,48933-2012,10/25/21,75,,,,,,,,,,,,,X,
518517,1B, , ,0,311235140,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,NGP MONTHLY FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,11/2/21,250,,,,,,,,,,,,,,
518517,1B, , ,0,311235141,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,CREDIT CARD FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,11/1/21,31.59,,,,,,,,,,,,,,
518517,1B, , ,0,311235142,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,CREDIT CARD FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,12/2/21,22.5,,,,,,,,,,,,,,
518517,1B, , ,0,311235143,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,NGP MONTHLY FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,12/2/21,250,,,,,,,,,,,,,,
518517,1B, , ,0,311235144,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,VIRTUAL MEETING PLATFORM,,,ZOOM VIDEO COMMUNICATIONS INC       ,55 ALMADEN BLVD FL 6,SAN JOSE            ,CA,95113-1608,11/8/21,15.89,,,,,,,,,,,,,,
518517,1B, , ,0,311235145,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,CREDIT CARD FEE,,,VANTIV WORLDPAY                     ,8500 GOVERNORS HILL DR,SYMMES TWP          ,OH,45249-1384,11/9/21,5.88,,,,,,,,,,,,,,
518517,1B, , ,0,311236280,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,VIRTUAL MEETING PLATFORM,,,ZOOM VIDEO COMMUNICATIONS INC       ,55 ALMADEN BLVD FL 6,SAN JOSE            ,CA,95113-1608,12/8/21,15.89,,,,,,,,,,,,,,
518517,1B, , ,0,311236281,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,CREDIT CARD FEE,,,VANTIV WORLDPAY                     ,8500 GOVERNORS HILL DR,SYMMES TWP          ,OH,45249-1384,12/9/21,6.42,,,,,,,,,,,,,,
518517,1B, , ,0,311238476,0,2022,ANNUAL CS,COMMITTEE TO ELECT YOUSEF RABHI,COMMITTEE TO ELECT YOUSEF RABHI,517312,CAN,DIRECT,,CONTRIBUTION,,,MICHIGAN HOUSE DEMOCRATIC FUND      ,PO BOX 16193,LANSING             ,MI,48901-6193,12/31/21,5000,,,,,,,,,,,,,,
518522,1B, , ,0,311233903,0,2022,JANUARY QUARTERLY CS,LIBERTY AND JUSTICE FOR ALL,LIBERTY AND JUSTICE FOR ALL,518122,IND,DIRECT,,CONTRIBUTION,,,KARA HOPE FOR STATE REPRESENTATIVE  ,PO BOX 21002,LANSING             ,MI,48909-1002,10/24/21,500,2,,KARA HOPE,STATE REPRESENTATIVE 67,INGHAM              ,,,,,,,,,
518522,1B, , ,0,311233904,0,2022,JANUARY QUARTERLY CS,LIBERTY AND JUSTICE FOR ALL,LIBERTY AND JUSTICE FOR ALL,518122,IND,DIRECT,,CONTRIBUTION,,,MARY CAVANAUGH                      ,13511 SARASOTA,REDFORD             ,MI,48239-4510,10/24/21,300,1,,MARY CAVANAUGH,STATE REPRESENTATIVE 10,WAYNE               ,,,,,,,,,
518522,1B, , ,0,311235146,0,2022,JANUARY QUARTERLY CS,LIBERTY AND JUSTICE FOR ALL,LIBERTY AND JUSTICE FOR ALL,518122,IND,DIRECT,,CREDIT CARD FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,11/1/21,22.5,,,,,,,,,,,,,,
518522,1B, , ,0,311235147,0,2022,JANUARY QUARTERLY CS,LIBERTY AND JUSTICE FOR ALL,LIBERTY AND JUSTICE FOR ALL,518122,IND,DIRECT,,NGP MONTHLY FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,11/3/21,160,,,,,,,,,,,,,,
518522,1B, , ,0,311235148,0,2022,JANUARY QUARTERLY CS,LIBERTY AND JUSTICE FOR ALL,LIBERTY AND JUSTICE FOR ALL,518122,IND,DIRECT,,CREDIT CARD FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,12/2/21,22.5,,,,,,,,,,,,,,
518522,1B, , ,0,311235149,0,2022,JANUARY QUARTERLY CS,LIBERTY AND JUSTICE FOR ALL,LIBERTY AND JUSTICE FOR ALL,518122,IND,DIRECT,,NGP MONTHLY FEE,,,NGPVAN                              ,1101 15TH ST NW STE 500,WASHINGTON          ,DC,20005-5006,12/3/21,160,,,,,,,,,,,,,,
518525,1B, , ,0,135,0,2022,JANUARY QUARTERLY CS,AMERICAN ELECTRIC POWER COMPANY-MI COMM FOR RESPONSIBLE GOVERNMENT,AMERICAN ELECTRIC POWER COMPANY-MI C,509363,IND,DIRECT,,2022 GENERAL,,,COMMITTEE TO ELECT JOE BELLINO      ,1285 HOLLYWOOD DR,MONROE              ,MI,48162-0000,11/1/21,500,,1,JOSEPH BELLINO,STATE REPRESENTATIVE 017,MONROE              ,,,,,,,,,
518525,1B, , ,0,136,0,2022,JANUARY QUARTERLY CS,AMERICAN ELECTRIC POWER COMPANY-MI COMM FOR RESPONSIBLE GOVERNMENT,AMERICAN ELECTRIC POWER COMPANY-MI C,509363,IND,DIRECT,,2022 GENERAL,,,COMMITTEE TO ELECT PAULINE WENDZEL  ,PO BOX 811,COLOMA              ,MI,49038-0000,11/1/21,500,,1,PAULINE WENDZEL,STATE REPRESENTATIVE 079,BERRIEN             ,,,,,,,,,
518529,1B, , ,0,5708,0,2022,ANNUAL CS,CLARE COUNTY REPUBLICAN PARTY,CLARE COUNTY REPUBLICAN PARTY,503355,COU,DIRECT,FOOD EXPENSES,FOOD AND FLOWERS FOR LINCOLN DAYS,,,JOSHUA'S HOUSE                      ,508 E 5TH ST PO BOX 405,CLARE               ,MI,48617-0000,6/3/21,644,,,,,,,,,,,,,,
518529,1B, , ,0,5709,0,2022,ANNUAL CS,CLARE COUNTY REPUBLICAN PARTY,CLARE COUNTY REPUBLICAN PARTY,503355,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,CHEMICAL BANK                       ,127 2ND ST,HARRISON            ,MI,48625-0000,11/3/21,1.53,,,,,,,,,,,,,,
518529,1B, , ,0,5710,0,2022,ANNUAL CS,CLARE COUNTY REPUBLICAN PARTY,CLARE COUNTY REPUBLICAN PARTY,503355,COU,DIRECT,COMPUTER COSTS,WEBHOSTING,,EMMAH               ,COKER                               ,511 WILCOX PKWY,CLARE               ,MI,48617-0000,12/13/21,179.88,,,,,,,,,,,,,,
518532,1B, , ,0,4263,0,2022,JANUARY QUARTERLY CS,HOLCIM AND AGGREGATE INDUSTRIES MICHIGAN POLITICAL ACTION COMMITTEE,HOLCIM AND AGGREGATE INDUSTRIES MICH,506759,POL,DIRECT,BANK CHARGES,BANK FEE,,,PNC BANK                            ,1050 CONNECTICUT AVENUE NW,WASHINGTON          ,DC,20036-0000,12/31/21,25,,,,,,,,,,,,,,
518533,1B, , ,0,8635,0,2022,JANUARY QUARTERLY CS,MICHIGAN ASSOCIATION OF SCHOOL SOCIAL WORKERS,MI ASSN OF SCHOOL SOCIAL MASSW PAC,510326,IND,DIRECT,EQUIPMENT LEASE OR PURCHASE,REIMBURSEMENT-SQUARE CHIP READER FOR PAC,,,CAPITOL SERVICES INC.               ,110 W. MICHIGAN AVE. STE. 700,LANSING             ,MI,48933-0000,11/9/21,62.54,,,,,,,,,,,,,,
518533,1B, , ,0,8636,0,2022,JANUARY QUARTERLY CS,MICHIGAN ASSOCIATION OF SCHOOL SOCIAL WORKERS,MI ASSN OF SCHOOL SOCIAL MASSW PAC,510326,IND,DIRECT,DIRECT CONTRIBUTIONS,TICKET PURCHASE,,,DAYNA POLEHANKI FOR STATE SEN.      ,P.O. BOX 51843,LIVONIA             ,MI,48151-0000,12/2/21,250,,,DAYNA POLEHANKI,STATE SENATE 7,WAYNE               ,,,,,,,,,
518533,1B, , ,0,8638,0,2022,JANUARY QUARTERLY CS,MICHIGAN ASSOCIATION OF SCHOOL SOCIAL WORKERS,MI ASSN OF SCHOOL SOCIAL MASSW PAC,510326,IND,DIRECT,TICKET PURCHASES,TICKET PURCHASE,,,BAYER FOR MI                        ,17928 DUNBLAINE AVE.,BEVERLY HILLS       ,MI,48025-0000,12/2/21,250,,,,,,,,,,,,,,
518534,1B, , ,0,7179,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,EQUIPMENT LEASE OR PURCHASE,BOUGHT NEW PHONE,,,VERIZON WIRELESS                    ,PO BOX 21074,TULSA               ,OK,74121-0000,1/2/21,676.24,,,,,,,,,,,,,,
518534,1B, , ,0,7180,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,1099,,,INTUIT INC.                         ,5601 HEADQUARTERS DR.,PLANO               ,TX,75024-0000,1/4/21,12.99,,,,,,,,,,,,,,
518534,1B, , ,0,7181,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,"CONSULTATION, RESEARCH",LEGAL GUIDANCE,,,RESTORE FREEDOM                     ,7194 MICHAEL DR,HUDSOMVILLE         ,MI,49426-0000,1/1/21,2112.5,,,,,,,,,,,,,,
518534,1B, , ,0,7183,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,ELECTRIC USAGE QUAD OFFICE,,,RODNEY KILPATRICK                   ,3427 E.CHAVEZ RD,CUSTER              ,MI,49405-0000,1/19/21,314.8,,,,,,,,,,,,,,
518534,1B, , ,0,7184,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,DOMAIN,,,DOMAIN LISTINGS                     ,P.O. BOX 19607,LAS VEGAS           ,NV,89132-0000,1/19/21,228,,,,,,,,,,,,,,
518534,1B, , ,0,7186,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,ZOOM,,,ZOOM                                ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,1/19/21,15.89,,,,,,,,,,,,,,
518534,1B, , ,0,7187,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,OFFICE SUPPLIES,,LAURETTE            ,DEBOER                              ,5565 136TH AVE,HOLLAND             ,MI,49424-0000,1/19/21,405.04,,,,,,,,,,,,,,
518534,1B, , ,0,7188,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,INTERNET/PHONE,,,SPECTRUM/CHARTER COMMUNICATION      ,PO BOX 3019,MILWAUKEE           ,WI,53201-0000,1/28/21,195.41,,,,,,,,,,,,,,
518534,1B, , ,0,7189,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,INTERNET,,,SPECTRUM/CHARTER COMMUNICATION      ,PO BOX 3019,MILWAUKEE           ,WI,53201-0000,2/22/21,96.98,,,,,,,,,,,,,,
518534,1B, , ,0,7190,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,STORAGE,,,ZEELAND SELF STORAGE                ,231 N CENTENNIAL ST,ZEELAND             ,MI,49464-0000,2/7/21,513,,,,,,,,,,,,,,
518534,1B, , ,0,7191,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,DATABASE PROGRAM,,,NATIONBUILDER                       ,520 S GRAND AVE,LOS ANGELES         ,CA,90071-0000,3/29/21,2294.4,,,,,,,,,,,,,,
518534,1B, , ,0,7192,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,INTERNET,,,SPECTRUM/CHARTER COMMUNICATION      ,PO BOX 3019,MILWAUKEE           ,WI,53201-0000,3/22/21,96.98,,,,,,,,,,,,,,
518534,1B, , ,0,7193,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,1/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7194,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,ZOOM UPCHARGE,,,ZOOM                                ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,1/20/21,53,,,,,,,,,,,,,,
518534,1B, , ,0,7196,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,COMPUTER,,,SPECTRUM/CHARTER COMMUNICATION      ,PO BOX 3019,MILWAUKEE           ,WI,53201-0000,5/24/21,96.98,,,,,,,,,,,,,,
518534,1B, , ,0,7197,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,FOOD EXPENSES,FOOD FOR VOLUNTEERS,,TAMMY               ,MURRAY- HERBER                      ,14857 WOODSIDE TRL,GRAND HAVEN         ,MI,49417-0000,4/19/21,104.41,,,,,,,,,,,,,,
518534,1B, , ,0,7197,7199,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,SUPP,FOOD EXPENSES,FOOD FOR VOLUNTEERS,,,JIMMY JOHNS                         ,59 W WASHINGTON,ZEELAND             ,MI,49464-0000,10/2/20,104.41,,,,,,,,,,,,,,
518534,1B, , ,0,7200,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,COMPUTER COSTS,INTERNET,,,SPECTRUM/CHARTER COMMUNICATION      ,PO BOX 3019,MILWAUKEE           ,WI,53201-0000,4/22/21,96.98,,,,,,,,,,,,,,
518534,1B, , ,0,7201,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,FLAGPOLE BASE,,,AMAZON INC.                         ,P.O. BOX 81226,SEATTLE             ,WA,98108-0000,4/28/21,27.51,,,,,,,,,,,,,,
518534,1B, , ,0,7202,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,VOLUNTEER GIFT,,,SALT & PEPPER                       ,11539 EAST LAKEWOOD,HOLLAND             ,MI,49424-0000,5/18/21,50,,,,,,,,,,,,,,
518534,1B, , ,0,7204,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,VOLUNTEER GIFT,,,CRAZY HORSE                         ,2027 NORTH PARK DR,HOLLAND             ,MI,49424-0000,5/18/21,50,,,,,,,,,,,,,,
518534,1B, , ,0,7206,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,PARADE FEE,,,ALLENDALE CHAMBER OF COMMERCE       ,5425 LAKE MICHIGAN DR,ALLENDALE           ,MI,49401-0000,6/19/21,5,,,,,,,,,,,,,,
518534,1B, , ,0,7207,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,PRINTER CARTRIDGES,,,SAMS CLUB                           ,2190 N PARK DR,HOLLAND             ,MI,49424-0000,6/21/21,191.82,,,,,,,,,,,,,,
518534,1B, , ,0,7208,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,2/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7209,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,3/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7210,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,4/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7212,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,5/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7213,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,6/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7214,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,7/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7215,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,8/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7216,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,9/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7217,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,10/1/21,700,,,,,,,,,,,,,,
518534,1B, , ,0,7218,0,2022,ANNUAL CS,OTTAWA COUNTY REPUBLICAN COMMITTEE,OTTAWA COUNTY REPUBLICAN COMMITTEE,1576,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SNYDER PROPERTIES LLC               ,59 W. WASHINGTON,ZEELAND             ,MI,49464-0000,11/1/21,700,,,,,,,,,,,,,,
