dish,phonetic,korean,slug,thumbnail,image_url
Soybean sprout side dish,Kongnamul-muchim,콩나물무침,kongnamul-muchim,2010/04/kongnamulmuchim_plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-aPB44vTnaht4L9klgPvminDc.png?st=2024-10-14T16%3A49%3A33Z&se=2024-10-14T18%3A49%3A33Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A23%3A26Z&ske=2024-10-15T00%3A23%3A26Z&sks=b&skv=2024-08-04&sig=PbYQO2vFiat9dERzp93T00oFm9QUA7vcBaSSVb%2BMZYY%3D
Seasoned raw beef,Yukhoe,육회,yukhoe,2010/04/seasoned-rawbeef-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-gFXyMD8xikOY23tDOqgx9mBz.png?st=2024-10-14T16%3A49%3A51Z&se=2024-10-14T18%3A49%3A51Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A31%3A06Z&ske=2024-10-14T23%3A31%3A06Z&sks=b&skv=2024-08-04&sig=8z%2BHA3hyjm%2BbeYKF%2B1U3ZVFs6adErS5H2FwbDbWTl/Q%3D
Ground soybean stew,Kongbiji-jjigae,콩비지찌개,kongbiji-jjigae,2010/02/kongbijijjigae-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-YshwKipkaCAO8Rabezqa2XVs.png?st=2024-10-14T16%3A50%3A11Z&se=2024-10-14T18%3A50%3A11Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A22%3A27Z&ske=2024-10-14T23%3A22%3A27Z&sks=b&skv=2024-08-04&sig=CMas4bqX/847oFFlzp4adGv2S6fH3ycpoZSdlIqD1Zk%3D
Mung bean jelly side dishes,Cheongpomuk-muchim,청포묵무침,cheongpomuk-muchim,2010/01/bigplate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-BofN6SZZpQeMRc5a0LRwOyL3.png?st=2024-10-14T16%3A50%3A29Z&se=2024-10-14T18%3A50%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A27%3A06Z&ske=2024-10-14T23%3A27%3A06Z&sks=b&skv=2024-08-04&sig=TyO9VnIuMhwSWaEWQJ%2BzQ1OyweNSXe9CjAwHiKWnokw%3D
Soybean paste soup with cabbage,Baechu-doenjangguk,배추된장국,baechu-doenjang-guk,2024/02/cabbage-doenjangguk-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-zc9Q0PbQjVftat2vJqp1r04P.png?st=2024-10-14T16%3A50%3A49Z&se=2024-10-14T18%3A50%3A49Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A53%3A47Z&ske=2024-10-14T23%3A53%3A47Z&sks=b&skv=2024-08-04&sig=psgYdhia8Q0UHSI6YnDs8LowrAVFYU6swfcKafAsojU%3D
Pan fried tofu with spicy sauce,Dububuchim-yangnyeomjang,두부부침양념장,dububuchim-yangnyeomjang,2009/09/dububuchim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-5fz1eCXNSFrnIMWZItALll5i.png?st=2024-10-14T16%3A51%3A16Z&se=2024-10-14T18%3A51%3A16Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A19%3A19Z&ske=2024-10-14T23%3A19%3A19Z&sks=b&skv=2024-08-04&sig=zRJn882V8B49fSRSmEAxEENKtwDxNJfTn0xQpcZPpe4%3D
Cucumber pickles,Oijangajji,오이장아찌,oijangajji,2009/08/oijangajjimuchim2-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-9bEGFJkAewn6BnJvTrwWsDGY.png?st=2024-10-14T16%3A51%3A35Z&se=2024-10-14T18%3A51%3A35Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A52%3A55Z&ske=2024-10-14T23%3A52%3A55Z&sks=b&skv=2024-08-04&sig=hnQK1sQAW5ExEX9JqaRPnvkOBgDn50QrNKkQ3Mm5M3w%3D
Perilla leaf kimchi,Kkaenip-kimchi,깻잎김치,kkaennip-kimchi,2009/08/kimchi-in-container-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-tyYbTsCUMq87LKJtXVV9c8ds.png?st=2024-10-14T16%3A51%3A52Z&se=2024-10-14T18%3A51%3A52Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A52%3A47Z&ske=2024-10-14T23%3A52%3A47Z&sks=b&skv=2024-08-04&sig=BjCYY1Pl6cuAglQvlmKf48S%2Blyi7x0jX6KUU04Jsb8Y%3D
Perilla leaf pickles,Kkaennip-jangajji,깻잎장아찌,kkaennip-jangajji,2009/08/pickle-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-m7hZreNZG2ytzGG8YOgkfNNh.png?st=2024-10-14T16%3A52%3A09Z&se=2024-10-14T18%3A52%3A09Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A05%3A26Z&ske=2024-10-15T00%3A05%3A26Z&sks=b&skv=2024-08-04&sig=NO0tXeI3LUW4KZNgHOtXKHCHbHDw3xi88kaJI6o7uY4%3D
Braised beef with eggs & peppers in soy sauce ,Jangjorim,장조림,jangjorim-with-eggs,2013/04/jangjorim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-LI3fyLI0kNRaF1kIUTbMfHBH.png?st=2024-10-14T16%3A52%3A31Z&se=2024-10-14T18%3A52%3A31Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A19%3A34Z&ske=2024-10-14T23%3A19%3A34Z&sks=b&skv=2024-08-04&sig=a9bQs/jlznC2ldSYzGxAPcL6Y/QjxKyPmuHixpeQAfU%3D
Broccoli pickles,Brokoli pikeul,"브로콜리 피클, 브로콜리 장아찌",broccoli-pickles,2009/05/jar-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-GvpLCRBvvN7IX9dmI20GQYAW.png?st=2024-10-14T16%3A52%3A51Z&se=2024-10-14T18%3A52%3A51Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A38%3A47Z&ske=2024-10-14T23%3A38%3A47Z&sks=b&skv=2024-08-04&sig=QetbhkQjzA7z7N2Cz%2BCFTctOSt1sVaB0r0JHcRfKRDU%3D
Spicy stir-fried fish cakes,Eomuk-bokkeum,어묵볶음,uhmook-bokkeum,2009/04/eomukbokkeum_plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-8GKAs6Kt37GTKVsqIEuKHwC6.png?st=2024-10-14T16%3A53%3A08Z&se=2024-10-14T18%3A53%3A08Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A47%3A59Z&ske=2024-10-14T23%3A47%3A59Z&sks=b&skv=2024-08-04&sig=dE/WecjGZRgS5xUSZ6DxS45z2IMNVH8FGFja4gKk/D0%3D
Non spicy soybean sprout soup,An-maeun kongnamulguk,안매운 콩나물국,an-maeun-kongnamulguk,2009/03/kongnamulgook-notspicy-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-qwleBL2oyqp0Ijd8rS1VxDRI.png?st=2024-10-14T16%3A53%3A26Z&se=2024-10-14T18%3A53%3A26Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T02%3A43%3A32Z&ske=2024-10-15T02%3A43%3A32Z&sks=b&skv=2024-08-04&sig=VNKt991CtOYrCqjkQVlzs2l7M3lnKY6NQK7C4OpxKvM%3D
Soybean sprout soup,Kongnamulguk,콩나물국,kongnamulguk,2009/03/kongnamulguk-tube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-BiR493Sc9oZ1LEDUrjE4dCB0.png?st=2024-10-14T16%3A53%3A41Z&se=2024-10-14T18%3A53%3A41Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A21%3A53Z&ske=2024-10-14T23%3A21%3A53Z&sks=b&skv=2024-08-04&sig=xY2%2BWOuqJ%2BbtdU3lQCWP0lwvwn4NjMxSRRcjoEK4fak%3D
Cooked radish side dish,Muwoonamul,"무우나물, 무나물",muwoonamul,2009/01/muwoonamul-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-cR1Iala2WaPihkRSQjYiW7nZ.png?st=2024-10-14T16%3A54%3A04Z&se=2024-10-14T18%3A54%3A04Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A28%3A57Z&ske=2024-10-14T23%3A28%3A57Z&sks=b&skv=2024-08-04&sig=NXkV2Tmhi4O1DWi6I7EAuuSoKINCPB07gRyo5L/gTMo%3D
Spicy mixed-up seafood noodle soup,Jjamppong,짬뽕,jjamppong,2008/11/jjamppong-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-d43sO8XvscXWzbfuCXZdB7gt.png?st=2024-10-14T16%3A54%3A27Z&se=2024-10-14T18%3A54%3A27Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A57%3A08Z&ske=2024-10-14T23%3A57%3A08Z&sks=b&skv=2024-08-04&sig=1/oZJ2VMwxuCxSts2bH0WQIdeaESGrarPXJoCjAGbvY%3D
Eggplant sidedish,Gaji-namul,가지나물,gaji-namul,2008/10/gajinamul1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-jPcE9LyqgqXsCQWz7aYm73sc.png?st=2024-10-14T16%3A54%3A44Z&se=2024-10-14T18%3A54%3A44Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A01%3A03Z&ske=2024-10-15T00%3A01%3A03Z&sks=b&skv=2024-08-04&sig=dsFw8EAjFCdHHdoP1ZWhrUkXGmlm9own/T5NjOO3YPU%3D
Spicy fish stew,Maeuntang,매운탕,maeuntang,2008/09/maeuntang-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-diUiePi4a2LNt6bgnIAuamyu.png?st=2024-10-14T16%3A55%3A03Z&se=2024-10-14T18%3A55%3A03Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A44%3A22Z&ske=2024-10-14T23%3A44%3A22Z&sks=b&skv=2024-08-04&sig=Opr%2Bbq52vKNOyym403uKUp4jJMpZzuN0GHIaPAs%2Bwno%3D
Braised beef short ribs,Galbi-jjim,갈비찜,galbi-jjim,2008/09/galbijjim-scaled-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-0wsN4x1TZ8tHu9Ayc5xHD03Y.png?st=2024-10-14T16%3A55%3A23Z&se=2024-10-14T18%3A55%3A23Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A32%3A10Z&ske=2024-10-15T01%3A32%3A10Z&sks=b&skv=2024-08-04&sig=phlHWTB0BtFalp5lUCvIcbW429YhAgIRqpc6nMuCp1c%3D
Cold cucumber soup side dish,Oi-naengguk,오이냉국,oi-naengguk,2008/08/oi-naengguk-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-t9he2H5LXz8dbJhiISFq1xe9.png?st=2024-10-14T16%3A55%3A46Z&se=2024-10-14T18%3A55%3A46Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A24%3A06Z&ske=2024-10-14T23%3A24%3A06Z&sks=b&skv=2024-08-04&sig=lix0tWkWqjwiL/bFUocz%2B/qiIrpKqxcVbS1L%2B68Fjh8%3D
Steamed egg side dish,Gyeranjjim,계란찜,gyeranjjim,2008/07/gyeranjjim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-zT9iUQREoVbG4Jx3Hq69kAlx.png?st=2024-10-14T16%3A56%3A02Z&se=2024-10-14T18%3A56%3A02Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A22%3A27Z&ske=2024-10-14T23%3A22%3A27Z&sks=b&skv=2024-08-04&sig=6hV%2Bd12l51wtO7aX9Salg6uvKycp7RFLFDZC%2BPHF7Wk%3D
Rolled omelette,Gyeran-mari,계란말이,gyeran-mari,2008/07/gyeranmari-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-RHm0nQN4a86qNZZUC3SafxTd.png?st=2024-10-14T16%3A56%3A18Z&se=2024-10-14T18%3A56%3A18Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A37%3A38Z&ske=2024-10-15T00%3A37%3A38Z&sks=b&skv=2024-08-04&sig=VbqRC27dIOTWigd3BaACjULKWHK8ok1KbQGwZamGsC8%3D
Stir-fried dried anchovies and peanuts ,Myeolchi-ttangkong-bokkeum,멸치땅콩볶음,myeolchi-bokkeum,2008/06/myeolchi-bokkeum-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Pfu9tXIKq86722vNGjGSpHEW.png?st=2024-10-14T16%3A56%3A48Z&se=2024-10-14T18%3A56%3A48Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A14%3A51Z&ske=2024-10-15T01%3A14%3A51Z&sks=b&skv=2024-08-04&sig=3v/W/w9H82/4/nM0/w1zfBo9ANWgnQC8zqFt/9%2BIYM8%3D
Young summer radish water kimchi,Yeolmu mulkimchi,열무 물김치,yeolmu-mulkimchi,2008/05/yeolmukimchi-bowl-728922-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-stbJBAfgHswU8O5OkBbPrXlF.png?st=2024-10-14T16%3A57%3A05Z&se=2024-10-14T18%3A57%3A05Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A59%3A22Z&ske=2024-10-14T23%3A59%3A22Z&sks=b&skv=2024-08-04&sig=M2xc1U766o57EwglGzdv/mAesNTNsxdvQ5t2p5D1rfA%3D
Stir-fried shredded potato ,Gamjachae-bokkeum,감자채볶음,gamjachae-bokkeum,2008/04/potatosidedish-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-00Y7cQ8cIHBwjIyNUOEDqw6M.png?st=2024-10-14T16%3A57%3A26Z&se=2024-10-14T18%3A57%3A26Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A23%3A04Z&ske=2024-10-14T23%3A23%3A04Z&sks=b&skv=2024-08-04&sig=kxyYyenCAv1PNeay2SAXa/63ieyRlKzSFB%2BWYppt404%3D
Potato & soy sauce side dish,Gamja-bokkeum,감자조림,gamja-bokkeum,2008/04/gamjaweb-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-fDsKWjtfATJWDls0Bxvtb9iT.png?st=2024-10-14T16%3A57%3A46Z&se=2024-10-14T18%3A57%3A46Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A29%3A17Z&ske=2024-10-15T00%3A29%3A17Z&sks=b&skv=2024-08-04&sig=ZygzFw0Qw8O7GIFQETxa0nROmrjkSd%2BLNFzD3WvRC2M%3D
Easy bulgogi,Mak-bulgogi,막불고기,easy-bulgogi,2008/03/easybulgogi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-8L7NPPhCQmAPi8n277V5W7AV.png?st=2024-10-14T16%3A58%3A04Z&se=2024-10-14T18%3A58%3A04Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A26%3A34Z&ske=2024-10-15T00%3A26%3A34Z&sks=b&skv=2024-08-04&sig=d7UOHpB2w9C7jKQyjfn0z4rYmSAYCBdmWChuNEItkMk%3D
Spicy soft tofu stew with seafood,Haemul sundubu-jjigae,해물 순두부찌개,haemul-sundubu-jjigae,2008/02/sundubujjigae-seafood-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-0c7ZaAZRagrJxtePurUviBtL.png?st=2024-10-14T16%3A58%3A25Z&se=2024-10-14T18%3A58%3A25Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A22%3A35Z&ske=2024-10-14T23%3A22%3A35Z&sks=b&skv=2024-08-04&sig=kex1d77zRnLvELK8LqOWVgNjJ7759K6/RK/NsKdxch8%3D
Braised soybeans,Kongjorim,콩조림,kongjorim,2008/02/kongjorimweb-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-i8BNBdSB5mUIKAwykPsL4gJ3.png?st=2024-10-14T16%3A58%3A48Z&se=2024-10-14T18%3A58%3A48Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A15%3A48Z&ske=2024-10-15T00%3A15%3A48Z&sks=b&skv=2024-08-04&sig=Erg82lsMRn1U8A3xNhhF3kyR%2BsqI7pb1HU64jCDEdRs%3D
Chive pancake,Buchujeon,부추전,buchujeon,2008/02/buchujeon-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-AWR0rpRiyuk3eL6XLzJDSq5C.png?st=2024-10-14T16%3A59%3A10Z&se=2024-10-14T18%3A59%3A10Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A36%3A05Z&ske=2024-10-14T23%3A36%3A05Z&sks=b&skv=2024-08-04&sig=kWPfmIYWqbfuaWETVJQSjEsaWQwIkMX6B14tlUAsKYE%3D
Spicy stuffed cucumber kimchi,Oisobagi kimchi,오이소박이 김치,oisobagi-kimchi,2008/01/oisobagi6-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-V2Hqdpx2IRekX6ywSd2CuocR.png?st=2024-10-14T16%3A59%3A33Z&se=2024-10-14T18%3A59%3A33Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A11%3A31Z&ske=2024-10-15T00%3A11%3A31Z&sks=b&skv=2024-08-04&sig=Ywa6QwsfwgntVTXx3SyzOPIi5FYDHPUkTgDyK2/5lkk%3D
Sweet & sour seaweed salad,Miyeok-muchim,미역무침,miyeok-muchim,2007/12/miyeok-naengchae-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-AUAdvZrxNc8S7O2qvaIGcUIN.png?st=2024-10-14T16%3A59%3A50Z&se=2024-10-14T18%3A59%3A50Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A56%3A10Z&ske=2024-10-14T23%3A56%3A10Z&sks=b&skv=2024-08-04&sig=2oOwKmL6CGxOnkUrnj4TH0htY5OJiexpYwI7%2B8HpKhU%3D
Seaweed soup with beef,Soegogi miyeokguk,쇠고기 미역국,miyeokguk,2007/12/miyeokguk-soup-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-kCgaCLlC4w4xKonbVJrEs0n0.png?st=2024-10-14T17%3A00%3A08Z&se=2024-10-14T19%3A00%3A08Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A54%3A33Z&ske=2024-10-14T23%3A54%3A33Z&sks=b&skv=2024-08-04&sig=vb6/SXEU1deSw3%2BmlYuwi4Ct4RzxxqTUcX5e0suruT0%3D
