hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
Enloe Medical Center,Short Term,050039,2021-02-05,Butte,007,255.0,24.0,6.0,10.0,0.58,16.0,218.0,0.07,Greater Sacramento
Orchard Hospital,Critical Access Hospitals,051311,2021-02-05,Butte,007,24.0,4.0,0.0,2.0,0.5,1.0,13.0,0.08,Greater Sacramento
Mark Twain Medical Center,Critical Access Hospitals,051332,2021-02-05,Calaveras,009,50.0,12.0,1.0,10.0,0.17,4.0,10.0,0.4,San Joaquin Valley
Colusa Medical Center,Short Term,050783,2021-02-05,Colusa,011,63.0,5.0,0.0,5.0,0.0,5.0,25.0,0.2,Greater Sacramento
Contra Costa Regional Medical Center,Short Term,050276,2021-02-05,Contra Costa,013,167.0,18.0,2.0,7.0,0.61,11.0,117.0,0.09,Bay Area
Kaiser Foundation Hospital - Antioch,Short Term,050760,2021-02-05,Contra Costa,013,103.0,11.0,7.0,1.0,0.91,26.0,94.0,0.28,Bay Area
John Muir Medical Center - Concord Campus,Short Term,050496,2021-02-05,Contra Costa,013,224.0,36.0,9.0,6.0,0.83,27.0,175.0,0.15,Bay Area
Sutter Delta Medical Center,Short Term,050523,2021-02-05,Contra Costa,013,148.0,12.0,5.0,1.0,0.92,21.0,82.0,0.26,Bay Area
San Ramon Regional Medical Center,Short Term,050689,2021-02-05,Contra Costa,013,56.0,12.0,3.0,5.0,0.58,14.0,55.0,0.25,Bay Area
Kaiser Foundation Hospital - Walnut Creek,Short Term,050072,2021-02-05,Contra Costa,013,194.0,23.0,9.0,2.0,0.91,24.0,176.0,0.14,Bay Area
John Muir Medical Center - Walnut Creek Campus,Short Term,050180,2021-02-05,Contra Costa,013,330.0,59.0,6.0,10.0,0.83,20.0,224.0,0.09,Bay Area
Sutter Coast Hospital,Short Term,050417,2021-02-05,Del Norte,015,51.0,6.0,0.0,2.0,0.67,1.0,26.0,0.04,Northern California
Marshall Medical Center,Short Term,050254,2021-02-05,El Dorado,017,111.0,9.0,0.0,4.0,0.56,5.0,56.0,0.09,Greater Sacramento
Barton Memorial Hospital,Short Term,050352,2021-02-05,El Dorado,017,79.0,8.0,0.0,6.0,0.25,0.0,24.0,0.0,Greater Sacramento
Clovis Community Medical Center,Short Term,050492,2021-02-05,Fresno,019,228.0,32.0,17.0,3.0,0.91,73.0,215.0,0.34,San Joaquin Valley
Valley Children'S Hospital,Childrens Hospitals,053300,2021-02-05,Fresno,019,201.0,4.0,3.0,0.0,1.0,19.0,198.0,0.1,San Joaquin Valley
Fresno Heart And Surgical Hospital,Short Term,050732,2021-02-05,Fresno,019,57.0,9.0,0.0,1.0,0.89,1.0,47.0,0.02,San Joaquin Valley
Saint Agnes Medical Center,Short Term,050093,2021-02-05,Fresno,019,313.0,45.0,30.0,1.0,0.98,105.0,299.0,0.35,San Joaquin Valley
Fresno Surgical Hospital,Short Term,050708,2021-02-05,Fresno,019,14.0,0.0,0.0,0.0,,0.0,11.0,0.0,San Joaquin Valley
Kaiser Foundation Hospital - Fresno,Short Term,050710,2021-02-05,Fresno,019,148.0,16.0,12.0,0.0,1.0,51.0,135.0,0.38,San Joaquin Valley
Community Regional Medical Center,Short Term,050060,2021-02-05,Fresno,019,668.0,85.0,35.0,4.0,0.95,144.0,570.0,0.25,San Joaquin Valley
Adventist Health Reedley,Short Term,050192,2021-02-05,Fresno,019,31.0,0.0,0.0,0.0,,1.0,21.0,0.05,San Joaquin Valley
Glenn Medical Center,Critical Access Hospitals,051306,2021-02-05,Glenn,021,47.0,0.0,0.0,0.0,,0.0,28.0,0.0,Northern California
Mad River Community Hospital,Short Term,050028,2021-02-05,Humboldt,023,42.0,6.0,1.0,4.0,0.33,4.0,19.0,0.21,Northern California
Providence St Joseph Hospital,Short Term,050006,2021-02-05,Humboldt,023,182.0,18.0,3.0,2.0,0.89,12.0,115.0,0.1,Northern California
Jerold Phelps Community Hospital,Critical Access Hospitals,051309,2021-02-05,Humboldt,023,8.0,0.0,0.0,0.0,,0.0,4.0,0.0,Northern California
Providence Redwood Memorial Hospital,Critical Access Hospitals,051318,2021-02-05,Humboldt,023,43.0,4.0,1.0,1.0,0.75,1.0,18.0,0.06,Northern California
El Centro Regional Medical Center,Short Term,050045,2021-02-05,Imperial,025,128.0,19.0,12.0,1.0,0.95,24.0,88.0,0.27,Southern California
Pioneers Memorial Healthcare District,Short Term,050342,2021-02-05,Imperial,025,120.0,12.0,11.0,1.0,0.92,16.0,54.0,0.3,Southern California
Northern Inyo Hospital,Critical Access Hospitals,051324,2021-02-05,Inyo,027,25.0,2.0,1.0,1.0,0.5,4.0,11.0,0.36,Southern California
Good Samaritan Hospital,Short Term,050257,2021-02-05,Kern,029,39.0,4.0,0.0,4.0,0.0,7.0,15.0,0.47,San Joaquin Valley
Adventist Health Bakersfield,Short Term,050455,2021-02-05,Kern,029,287.0,44.0,9.0,8.0,0.82,90.0,237.0,0.38,San Joaquin Valley
Adventist Health Tehachapi Valley,Critical Access Hospitals,051301,2021-02-05,Kern,029,31.0,8.0,1.0,6.0,0.25,4.0,16.0,0.25,San Joaquin Valley
Bakersfield Heart Hospital,Short Term,050724,2021-02-05,Kern,029,47.0,10.0,3.0,0.0,1.0,11.0,44.0,0.25,San Joaquin Valley
Ridgecrest Regional Hospital,Critical Access Hospitals,051333,2021-02-05,Kern,029,26.0,4.0,2.0,0.0,1.0,6.0,23.0,0.26,San Joaquin Valley
Bakersfield Memorial Hospital,Short Term,050036,2021-02-05,Kern,029,305.0,25.0,9.0,4.0,0.84,46.0,183.0,0.25,San Joaquin Valley
Adventist Health Delano,Short Term,050608,2021-02-05,Kern,029,30.0,7.0,0.0,1.0,0.86,17.0,27.0,0.63,San Joaquin Valley
Mercy Hospital,Short Term,050295,2021-02-05,Kern,029,253.0,28.0,24.0,5.0,0.82,67.0,156.0,0.43,San Joaquin Valley
Kern Medical Center,Short Term,050315,2021-02-05,Kern,029,220.0,27.0,5.0,0.0,1.0,12.0,157.0,0.08,San Joaquin Valley
Kern Valley Healthcare District,Critical Access Hospitals,051314,2021-02-05,Kern,029,10.0,0.0,0.0,0.0,,1.0,6.0,0.17,San Joaquin Valley
Adventist Health Hanford,Short Term,050121,2021-02-05,Kings,031,161.0,24.0,11.0,4.0,0.83,73.0,145.0,0.5,San Joaquin Valley
Adventist Health Clearlake,Critical Access Hospitals,051317,2021-02-05,Lake,033,37.0,4.0,0.0,1.0,0.75,2.0,12.0,0.17,Northern California
Sutter LAkeside Hospital,Critical Access Hospitals,051329,2021-02-05,Lake,033,25.0,4.0,0.0,1.0,0.75,2.0,17.0,0.12,Northern California
Banner LAssen Medical Center,Critical Access Hospitals,051320,2021-02-05,Lassen,035,32.0,0.0,0.0,0.0,,2.0,8.0,0.25,Northern California
Monterey Park Hospital,Short Term,050736,2021-02-05,Los Angeles,037,99.0,5.0,4.0,1.0,0.8,23.0,62.0,0.37,Southern California
Providence Holy Cross Medical Center,Short Term,050278,2021-02-05,Los Angeles,037,311.0,43.0,25.0,1.0,0.98,103.0,271.0,0.38,Southern California
Hollywood Presbyterian Medical Center,Short Term,050063,2021-02-05,Los Angeles,037,302.0,24.0,10.0,4.0,0.83,49.0,183.0,0.27,Southern California
Encino Hospital Medical Center,Short Term,050158,2021-02-05,Los Angeles,037,62.0,4.0,3.0,1.0,0.75,7.0,58.0,0.12,Southern California
Palmdale Regional Medical Center,Short Term,050204,2021-02-05,Los Angeles,037,184.0,24.0,15.0,3.0,0.88,63.0,131.0,0.48,Southern California
Pomona Valley Hospital Medical Center,Short Term,050231,2021-02-05,Los Angeles,037,440.0,67.0,26.0,4.0,0.94,70.0,273.0,0.26,Southern California
Methodist Hospital of Southern Ca,Short Term,050238,2021-02-05,Los Angeles,037,271.0,29.0,10.0,2.0,0.93,55.0,193.0,0.28,Southern California
Ronald Reagan U C L A Medical Center,Short Term,050262,2021-02-05,Los Angeles,037,460.0,112.0,28.0,9.0,0.92,72.0,409.0,0.18,Southern California
Beverly Hospital,Short Term,050350,2021-02-05,Los Angeles,037,182.0,25.0,15.0,3.0,0.88,49.0,129.0,0.38,Southern California
Memorial Hospital of Gardena,Short Term,050468,2021-02-05,Los Angeles,037,185.0,23.0,23.0,0.0,1.0,39.0,162.0,0.24,Southern California
College Medical Center,Short Term,050776,2021-02-05,Los Angeles,037,234.0,8.0,5.0,1.0,0.88,18.0,182.0,0.1,Southern California
Glendale Mem Hospital & Health Center,Short Term,050058,2021-02-05,Los Angeles,037,334.0,24.0,17.0,0.0,1.0,64.0,148.0,0.43,Southern California
"L A Downtown Medical Center, Llc",Short Term,050763,2021-02-05,Los Angeles,037,113.0,12.0,3.0,0.0,1.0,26.0,107.0,0.24,Southern California
Casa Colina Hospital,Short Term,050782,2021-02-05,Los Angeles,037,99.0,6.0,0.0,4.0,0.33,2.0,82.0,0.02,Southern California
Catalina Island Medical Center,Critical Access Hospitals,051307,2021-02-05,Los Angeles,037,12.0,0.0,0.0,0.0,,0.0,5.0,0.0,Southern California
Kindred Hospital Paramount,Long Term,052046,2021-02-05,Los Angeles,037,177.0,12.0,1.0,0.0,1.0,2.0,98.0,0.02,Southern California
Monrovia Memorial Hospital,Long Term,052054,2021-02-05,Los Angeles,037,49.0,4.0,0.0,0.0,1.0,1.0,13.0,0.08,Southern California
Henry Mayo Newhall  Hospital,Short Term,050624,2021-02-05,Los Angeles,037,377.0,34.0,16.0,1.0,0.97,55.0,211.0,0.26,Southern California
Community Hospital of Huntington Park,Short Term,050091,2021-02-05,Los Angeles,037,65.0,9.0,7.0,0.0,1.0,20.0,46.0,0.43,Southern California
Centinela Hospital Medical Center,Short Term,050739,2021-02-05,Los Angeles,037,321.0,61.0,28.0,0.0,1.0,68.0,235.0,0.29,Southern California
Memorial Care Miller Children'S &  Women'S Hosp Lb,Childrens Hospitals,053309,2021-02-05,Los Angeles,037,233.0,0.0,0.0,0.0,,9.0,124.0,0.07,Southern California
Usc Verdugo Hills Hospital,Short Term,050124,2021-02-05,Los Angeles,037,116.0,12.0,7.0,1.0,0.92,33.0,88.0,0.38,Southern California
California Hospital Medical Center LA,Short Term,050149,2021-02-05,Los Angeles,037,341.0,40.0,17.0,13.0,0.68,74.0,223.0,0.33,Southern California
San Gabriel Valley Medical Center,Short Term,050132,2021-02-05,Los Angeles,037,122.0,15.0,11.0,0.0,1.0,43.0,97.0,0.44,Southern California
Kaiser Foundation Hospital - Downey,Short Term,050139,2021-02-05,Los Angeles,037,367.0,39.0,34.0,0.0,1.0,119.0,230.0,0.52,Southern California
Antelope Valley Hospital,Short Term,050056,2021-02-05,Los Angeles,037,212.0,29.0,8.0,2.0,0.93,56.0,199.0,0.28,Southern California
Glendale Adventist Medical Center,Short Term,050239,2021-02-05,Los Angeles,037,281.0,45.0,37.0,1.0,0.98,113.0,250.0,0.45,Southern California
Huntington Memorial Hospital,Short Term,050438,2021-02-05,Los Angeles,037,767.0,73.0,22.0,37.0,0.49,119.0,373.0,0.32,Southern California
Lakewood Regional Medical Center,Short Term,050581,2021-02-05,Los Angeles,037,167.0,52.0,28.0,9.0,0.83,65.0,153.0,0.42,Southern California
Long Beach Memorial Medical Center,Short Term,050485,2021-02-05,Los Angeles,037,470.0,103.0,59.0,6.0,0.94,96.0,312.0,0.31,Southern California
Cedars-Sinai Medical Center,Short Term,050625,2021-02-05,Los Angeles,037,860.0,104.0,32.0,-16.0,1.15,112.0,750.0,0.15,Southern California
Lac/Rancho Los Amigos National Rehabilitation  Ctr,Short Term,050717,2021-02-05,Los Angeles,037,169.0,8.0,4.0,0.0,1.0,38.0,150.0,0.25,Southern California
Whittier Hospital Medical Center,Short Term,050735,2021-02-05,Los Angeles,037,180.0,22.0,17.0,0.0,1.0,45.0,121.0,0.37,Southern California
Garfield Medical Center,Short Term,050737,2021-02-05,Los Angeles,037,210.0,22.0,12.0,2.0,0.91,50.0,139.0,0.36,Southern California
Kaiser Foundation Hospital - South Bay,Short Term,050411,2021-02-05,Los Angeles,037,232.0,22.0,13.0,0.0,1.0,68.0,185.0,0.37,Southern California
Kaiser Foundation Hospital - Los Angeles,Short Term,050138,2021-02-05,Los Angeles,037,469.0,89.0,29.0,28.0,0.69,107.0,341.0,0.31,Southern California
Providence-Cedars Sinai Tarzana Medical Center,Short Term,050761,2021-02-05,Los Angeles,037,178.0,19.0,5.0,0.0,1.0,37.0,137.0,0.27,Southern California
Pih Health Hospital-Whittier,Short Term,050169,2021-02-05,Los Angeles,037,431.0,51.0,24.0,13.0,0.75,102.0,287.0,0.36,Southern California
Pacifica Hospital of The Valley,Short Term,050378,2021-02-05,Los Angeles,037,134.0,13.0,3.0,0.0,1.0,43.0,85.0,0.51,Southern California
Providence Saint John'S Health Center,Short Term,050290,2021-02-05,Los Angeles,037,206.0,23.0,13.0,1.0,0.96,40.0,153.0,0.26,Southern California
Lac/Harbor-Ucla Med Center,Short Term,050376,2021-02-05,Los Angeles,037,365.0,50.0,23.0,3.0,0.94,65.0,285.0,0.23,Southern California
Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,Short Term,050112,2021-02-05,Los Angeles,037,296.0,22.0,10.0,4.0,0.82,35.0,205.0,0.17,Southern California
Valley Presbyterian Hospital,Short Term,050126,2021-02-05,Los Angeles,037,360.0,30.0,17.0,8.0,0.73,60.0,196.0,0.31,Southern California
Torrance Memorial Medical Center,Short Term,050351,2021-02-05,Los Angeles,037,348.0,58.0,22.0,10.0,0.83,92.0,300.0,0.31,Southern California
Good Samaritan Hospital,Short Term,050471,2021-02-05,Los Angeles,037,270.0,53.0,20.0,15.0,0.72,71.0,210.0,0.34,Southern California
Pih Hospital - Downey,Short Term,050393,2021-02-05,Los Angeles,037,142.0,26.0,12.0,8.0,0.69,64.0,106.0,0.6,Southern California
West Hills Hospital & Medical Center,Short Term,050481,2021-02-05,Los Angeles,037,261.0,33.0,15.0,6.0,0.82,42.0,121.0,0.35,Southern California
Kaiser Foundation Hospital - West LA,Short Term,050561,2021-02-05,Los Angeles,037,219.0,30.0,16.0,3.0,0.9,48.0,144.0,0.33,Southern California
San Dimas Community Hospital,Short Term,050588,2021-02-05,Los Angeles,037,160.0,17.0,16.0,0.0,1.0,28.0,50.0,0.56,Southern California
East Los Angeles Doctors Hospital,Short Term,050641,2021-02-05,Los Angeles,037,102.0,10.0,8.0,1.0,0.9,23.0,36.0,0.64,Southern California
Keck Hospital of Usc,Short Term,050696,2021-02-05,Los Angeles,037,401.0,78.0,20.0,4.0,0.95,53.0,225.0,0.24,Southern California
Mission Community Hospital,Short Term,050704,2021-02-05,Los Angeles,037,237.0,26.0,17.0,10.0,0.62,41.0,153.0,0.27,Southern California
Coast Plaza Hospital,Short Term,050771,2021-02-05,Los Angeles,037,72.0,7.0,7.0,0.0,1.0,21.0,38.0,0.55,Southern California
White Memorial Medical Center,Short Term,050103,2021-02-05,Los Angeles,037,312.0,30.0,15.0,2.0,0.93,88.0,257.0,0.34,Southern California
Sherman Oaks Hospital,Short Term,050755,2021-02-05,Los Angeles,037,109.0,14.0,4.0,2.0,0.86,17.0,80.0,0.21,Southern California
Docs Surgical Hospital,Short Term,050785,2021-02-05,Los Angeles,037,7.0,0.0,0.0,0.0,,0.0,2.0,0.0,Southern California
Kindred Hospital - Los Angeles,Long Term,052032,2021-02-05,Los Angeles,037,86.0,5.0,0.0,0.0,1.0,0.0,76.0,0.0,Southern California
Kindred Hospital -- LA Mirada,Long Term,052038,2021-02-05,Los Angeles,037,197.0,19.0,3.0,2.0,0.89,24.0,151.0,0.16,Southern California
Kindred Hospital South Bay,Long Term,052050,2021-02-05,Los Angeles,037,59.0,9.0,5.0,0.0,1.0,23.0,56.0,0.41,Southern California
Greater El Monte Community Hospital,Short Term,050738,2021-02-05,Los Angeles,037,87.0,14.0,8.0,0.0,1.0,21.0,49.0,0.43,Southern California
Saint Francis Medical Center,Short Term,050104,2021-02-05,Los Angeles,037,303.0,33.0,24.0,1.0,0.97,90.0,271.0,0.33,Southern California
Olympia Medical Center,Short Term,050742,2021-02-05,Los Angeles,037,110.0,12.0,4.0,4.0,0.67,17.0,51.0,0.33,Southern California
Children'S Hosp of Los Angeles,Childrens Hospitals,053302,2021-02-05,Los Angeles,037,392.0,0.0,0.0,0.0,,25.0,321.0,0.08,Southern California
Northridge Hospital Medical Center,Short Term,050116,2021-02-05,Los Angeles,037,297.0,43.0,29.0,3.0,0.93,67.0,220.0,0.3,Southern California
City of Hope Helford Clinical Research Hospital,Short Term,050146,2021-02-05,Los Angeles,037,233.0,18.0,3.0,2.0,0.89,19.0,216.0,0.09,Southern California
Southern California Hospital At Hollywood,Short Term,050135,2021-02-05,Los Angeles,037,439.0,34.0,12.0,11.0,0.68,48.0,218.0,0.22,Southern California
Kaiser Foundation Hospital - Panorama City,Short Term,050137,2021-02-05,Los Angeles,037,231.0,26.0,19.0,0.0,1.0,67.0,158.0,0.42,Southern California
Lac/Olive View-Ucla Medical Center,Short Term,050040,2021-02-05,Los Angeles,037,243.0,33.0,16.0,5.0,0.85,40.0,201.0,0.2,Southern California
Providence Little Company of Mary Med Ctr Torrance,Short Term,050353,2021-02-05,Los Angeles,037,275.0,26.0,14.0,2.0,0.92,72.0,221.0,0.33,Southern California
Emanate Health Foothill Presbyterian Hospital,Short Term,050597,2021-02-05,Los Angeles,037,110.0,20.0,12.0,0.0,1.0,38.0,89.0,0.43,Southern California
Usc Kenneth Norris Jr Cancer Hospital,Short Term,050660,2021-02-05,Los Angeles,037,60.0,2.0,0.0,0.0,1.0,0.0,36.0,0.0,Southern California
Los Angeles Community Hospital,Short Term,050663,2021-02-05,Los Angeles,037,191.0,19.0,7.0,8.0,0.58,44.0,125.0,0.35,Southern California
Kaiser Foundation Hospital - Woodland Hills,Short Term,050677,2021-02-05,Los Angeles,037,224.0,19.0,13.0,0.0,1.0,44.0,129.0,0.34,Southern California
Lac+Usc Medical Center,Short Term,050373,2021-02-05,Los Angeles,037,656.0,113.0,45.0,12.0,0.89,146.0,515.0,0.28,Southern California
Cedar-Sinai Marina Del Rey Hospital,Short Term,050740,2021-02-05,Los Angeles,037,88.0,16.0,4.0,5.0,0.69,28.0,76.0,0.37,Southern California
"Martin Luther King, Jr. Community Hospital",Short Term,050779,2021-02-05,Los Angeles,037,236.0,32.0,22.0,0.0,1.0,84.0,170.0,0.49,Southern California
Emanate Health Inter-Community Hospital,Short Term,050382,2021-02-05,Los Angeles,037,545.0,86.0,26.0,3.0,0.97,144.0,388.0,0.37,Southern California
Kindred Hospital Baldwin Park,Long Term,052045,2021-02-05,Los Angeles,037,91.0,8.0,0.0,0.0,1.0,0.0,82.0,0.0,Southern California
Kaiser Foundation Hospital - Baldwin Park,Short Term,050723,2021-02-05,Los Angeles,037,231.0,21.0,9.0,0.0,1.0,80.0,172.0,0.47,Southern California
Barlow Respiratory Hospital,Long Term,052031,2021-02-05,Los Angeles,037,80.0,6.0,0.0,5.0,0.17,32.0,77.0,0.42,Southern California
Alhambra Hospital Medical Center,Short Term,050281,2021-02-05,Los Angeles,037,101.0,12.0,7.0,1.0,0.92,25.0,64.0,0.39,Southern California
Providence Saint Joseph Medical Ctr,Short Term,050235,2021-02-05,Los Angeles,037,298.0,55.0,29.0,2.0,0.96,73.0,230.0,0.32,Southern California
Providence Little Co of Mary Med Ctr San Pedro,Short Term,050078,2021-02-05,Los Angeles,037,101.0,16.0,9.0,1.0,0.94,27.0,78.0,0.35,Southern California
"West Covina Medical Center, Inc",Short Term,050096,2021-02-05,Los Angeles,037,13.0,0.0,0.0,0.0,,0.0,2.0,0.0,Southern California
St Mary Medical Center,Short Term,050191,2021-02-05,Los Angeles,037,406.0,60.0,9.0,20.0,0.67,24.0,191.0,0.13,Southern California
Madera Community Hospital,Short Term,050568,2021-02-05,Madera,039,80.0,10.0,8.0,0.0,1.0,30.0,55.0,0.55,San Joaquin Valley
Marinhealth Medical Center,Short Term,050360,2021-02-05,Marin,041,165.0,19.0,2.0,10.0,0.47,10.0,122.0,0.08,Bay Area
Novato Community Hospital,Short Term,050131,2021-02-05,Marin,041,38.0,6.0,2.0,3.0,0.5,3.0,25.0,0.12,Bay Area
Kaiser Foundation Hospital,Short Term,050510,2021-02-05,Marin,041,62.0,6.0,3.0,0.0,1.0,9.0,57.0,0.16,Bay Area
Kentfield Hospital,Long Term,052043,2021-02-05,Marin,041,64.0,0.0,0.0,0.0,,0.0,51.0,0.0,Bay Area
John C Fremont Healthcare District,Critical Access Hospitals,051304,2021-02-05,Mariposa,043,14.0,0.0,0.0,0.0,,1.0,8.0,0.12,San Joaquin Valley
Adventist Health Mendocino Coast,Critical Access Hospitals,051325,2021-02-05,Mendocino,045,19.0,4.0,0.0,3.0,0.25,0.0,11.0,0.0,Northern California
Adventist Health Howard Memorial,Critical Access Hospitals,051310,2021-02-05,Mendocino,045,25.0,4.0,1.0,1.0,0.75,1.0,19.0,0.05,Northern California
Adventist Health Ukiah Valley,Short Term,050301,2021-02-05,Mendocino,045,49.0,7.0,2.0,1.0,0.86,9.0,41.0,0.22,Northern California
Memorial Hospital Los Banos,Short Term,050528,2021-02-05,Merced,047,41.0,4.0,4.0,-1.0,1.25,8.0,23.0,0.35,San Joaquin Valley
Mercy Medical Center,Short Term,050444,2021-02-05,Merced,047,234.0,20.0,15.0,2.0,0.9,32.0,143.0,0.22,San Joaquin Valley
Modoc Medical Center,Critical Access Hospitals,051330,2021-02-05,Modoc,049,9.0,0.0,0.0,0.0,,1.0,4.0,0.25,Northern California
Mammoth Hospital,Critical Access Hospitals,051303,2021-02-05,Mono,051,17.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,Southern California
Natividad Medical Center,Short Term,050248,2021-02-05,Monterey,053,168.0,15.0,6.0,3.0,0.8,36.0,137.0,0.26,Bay Area
Salinas Valley Memorial Hospital,Short Term,050334,2021-02-05,Monterey,053,260.0,18.0,7.0,5.0,0.72,35.0,127.0,0.28,Bay Area
Community Hospital of The Monterey Peninsula,Short Term,050145,2021-02-05,Monterey,053,288.0,26.0,4.0,9.0,0.65,28.0,169.0,0.17,Bay Area
George L Mee Memorial Hospital,Critical Access Hospitals,051336,2021-02-05,Monterey,053,17.0,0.0,0.0,0.0,,2.0,7.0,0.29,Bay Area
Providence Queen of The Valley Medical Center,Short Term,050009,2021-02-05,Napa,055,155.0,11.0,2.0,4.0,0.64,10.0,69.0,0.14,Bay Area
Adventist Health St Helena,Short Term,050013,2021-02-05,Napa,055,62.0,12.0,1.0,0.0,1.0,3.0,49.0,0.06,Bay Area
Tahoe Forest Hospital,Critical Access Hospitals,051328,2021-02-05,Nevada,057,25.0,6.0,0.0,3.0,0.5,0.0,13.0,0.0,Greater Sacramento
Sierra Nevada Memorial Hospital,Short Term,050150,2021-02-05,Nevada,057,108.0,8.0,1.0,2.0,0.75,10.0,58.0,0.17,Greater Sacramento
Anaheim Global Medical Center,Short Term,050744,2021-02-05,Orange,059,189.0,22.0,6.0,10.0,0.55,15.0,112.0,0.13,Southern California
Fountain Valley Regional Hospital & Medical Center,Short Term,050570,2021-02-05,Orange,059,235.0,41.0,21.0,0.0,1.0,86.0,224.0,0.38,Southern California
Orange County Global Medical Center,Short Term,050746,2021-02-05,Orange,059,280.0,39.0,14.0,7.0,0.82,36.0,158.0,0.23,Southern California
Hoag Memorial Hospital Presbyterian,Short Term,050224,2021-02-05,Orange,059,403.0,62.0,34.0,15.0,0.76,79.0,376.0,0.21,Southern California
West Anaheim Medical Center,Short Term,050426,2021-02-05,Orange,059,150.0,17.0,17.0,0.0,1.0,39.0,116.0,0.34,Southern California
Huntington Beach Hospital,Short Term,050526,2021-02-05,Orange,059,74.0,15.0,7.0,1.0,0.93,14.0,50.0,0.28,Southern California
Ahmc Anaheim Regional Medical Center,Short Term,050226,2021-02-05,Orange,059,261.0,18.0,13.0,0.0,1.0,45.0,105.0,0.43,Southern California
College Hospital Costa Mesa,Short Term,050543,2021-02-05,Orange,059,139.0,0.0,0.0,0.0,,5.0,121.0,0.04,Southern California
