title,day,start,end,format,zip_code,address,virtual,details,tags,type,url
Language Of The Heart,Friday,10:30PM,12:00AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8849
Helping Others Big Book Study,Sunday,6:00PM,,Person,90008,"4058 S Victoria Ave  Los Angeles, CA 90008",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8852
Easier Way Group Book Study,Monday,8:00PM,9:00PM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,This meeting is at a Church,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8867
Design 4 Living Step Study,Friday,12:00PM,1:00PM,Person,90036,"6333 W 3rd St  Los Angeles, CA 90036",,This meeting is upstairs on the East Patio Fl 2 Community Room. Bring your 12 & 12.,12 Steps & 12 Traditions; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8870
Children Of Chaos Step Study,Tuesday,8:00PM,9:00PM,Person,90026,"1559 Echo Park Ave  Los Angeles, CA 90026",,This meeting is in a Restaurant,Open,Men,https://lacoaa.org/meeting-details.php?id=8888
As Bill Sees It,Monday,4:00PM,5:30PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8895
Whatever,Tuesday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8896
Big Book Study #4,Saturday,8:00AM,9:30AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8897
Happy All The Time,Saturday,6:30PM,8:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8898
Big Book Study # 5,Saturday,10:00AM,11:30PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8899
Joe & Charlie Big Book Study,Monday,10:00AM,11:30AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8900
Joe & Charlie Big Book Study,Tuesday,10:00AM,11:30AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8901
Joe & Charlie Big Book Study,Wednesday,10:00AM,11:30AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8902
Joe & Charlie Big Book Study,Thursday,10:00AM,11:30AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8903
Joe & Charlie Big Book Study,Friday,10:00AM,11:30AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8904
A Desire To Stop,Wednesday,2:30PM,3:30PM,Person,90095,"220 Westwood Plaza  Los Angeles, CA 90095",,,Big Book; Meditation,No Types Set,https://lacoaa.org/meeting-details.php?id=8915
Big Book Study,Thursday,7:00PM,8:00PM,Person,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8943
Winner'S Circle Attitude Adjustment,Saturday,7:30AM,8:30AM,Hybrid,91007,"24-2 S Baldwin Ave Baldwin / Gate 7 Arcadia, CA 91007",ID: 749 998 131PH: (669) 900-6833PW: 092132,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8951
Eagle Rock & A Hard Place,Tuesday,7:30PM,8:30PM,Person,90041,"1649 Yosemite Dr  Los Angeles, CA 90041",,,Meditation,No Types Set,https://lacoaa.org/meeting-details.php?id=8953
Attitude Adjustment,Sunday,7:30AM,8:30AM,Person,91024,"24 W Laurel Ave  Sierra Madre, CA 91024",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8970
Reliance Not Defiance,Wednesday,7:00PM,,Person,91011,"808 Foothill Blvd  La Canada Flintridge, CA 91011",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=8972
Fun With Problems Spk/Part,Friday,7:30PM,8:30PM,Person,90272,"15821 W Sunset Blvd  Pacific Palisades, CA 90272",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8974
Glassell Park As Bill Sees It,Saturday,8:00PM,9:00PM,Person,90065,"3708 N Eagle Rock Blvd  Los Angeles, CA 90065",,,As Bill Sees It; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8978
A Good Way To Start,Friday,12:00PM,1:00PM,Person,90041,"1649 Yosemite Dr  Los Angeles, CA 90041",,This meeting is at a Church. Masks required.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8981
Just The Black Print Book Study,Sunday,6:00PM,7:00PM,Hybrid,90290,"269 Old Topanga Canyon Rd  Topanga, CA 90290",ID: PH: 1(669) 900-9128PW: No password needed,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8992
Westwood Feedback,Thursday,7:30PM,8:30PM,Person,90024,"10822 Wilshire Blvd  Los Angeles, CA 90024",,"This meeting is in a Church downstairs, the parking lot entrance is behind the church, enter via Ashton.",Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8993
Beginners And Winners,Saturday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=8995
One Step At A Time,Wednesday,7:00PM,8:00PM,Person,90405,"3301 Pico Blvd  Santa Monica, CA 90405",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9006
Womens Step Study,Thursday,5:00PM,6:00PM,Person,90254,"2521 Valley Dr  Hermosa Beach, CA 90254",,,Big Book; Discussion; Open,NewcomerWomenYoung People,https://lacoaa.org/meeting-details.php?id=9010
Alcoholics In Action,Sunday,7:00PM,8:00PM,Person,91104,"520 E Orange Grove Blvd  Pasadena, CA 91104",,,Birthday; Discussion; Open; Speaker,Young People,https://lacoaa.org/meeting-details.php?id=9051
The Broad Highway,Tuesday,12:00PM,,Person,90041,"1649 Yosemite Dr  Los Angeles, CA 90041",,This meeting is at a Church.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9053
Sober Sunday,Sunday,9:00AM,,Person,91204,"123 W Windsor Rd  Glendale, CA 91204",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9058
As The Road Narrows,Sunday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9069
There Is A Solution,Thursday,6:00PM,7:30PM,Person,91101,"585 E Colorado Blvd  Pasadena, CA 91101",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=9074
Midday Matinee Group,Tuesday,12:00PM,1:00PM,Person,90036,"6333 W 3rd St  Los Angeles, CA 90036",,"Farmer's Market  This meeting is upstairs on the East Patio Fl 2 (Community Room adjacent). Until further notice, masks are recommended.",As Bill Sees It; Discussion; Literature; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9076
Big Book Discussion,Saturday,10:00AM,11:00AM,Hybrid,90027,"4607 Prospect Ave  Los Angeles, CA 90027",ID: 5280644214PH: (669) 900-9128PW: 210580,"One-hour book study with round robin sharing. This meeting is at a Church; entry is on Rodney Dr., north of Prospect. Church requires all meeting attendees to wear a mask entering, exiting, and within the hallways of the building, so please arrive with a mask on. These requirements are strictly enforced by the Church and the meeting. We lose the space if we don't comply.",Big Book; Closed; Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=9088
Happy Joyous & Free,Sunday,6:15AM,7:15AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9093
Our Common Welfare,Wednesday,7:30AM,8:30AM,Person,90036,"575 S Fairfax Ave  Los Angeles, CA 90036",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9114
Progress Not Perfection,Wednesday,8:30AM,9:30AM,Person,90041,"1649 Yosemite Dr  Los Angeles, CA 90041",,This meeting is at a Church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9127
Pacoima Participation,Tuesday,12:00PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9140
Pacoima Participation,Wednesday,12:00PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9141
Pacoima Participation,Thursday,12:00PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9142
Pacoima Participation Book Study,Friday,12:00PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9143
Pacoima 12 & 12 Book Study,Saturday,11:00AM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9144
Elm Street,Friday,7:30PM,8:30PM,Person,90291,"2516 Lincoln Blvd  Venice, CA 90291",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9150
The Books Club,Thursday,7:00PM,8:00PM,Hybrid,91403,"5060 Van Nuys Blvd Bldg B Library Sherman Oaks, CA 91403",ID: 824 7204 6502PH: PW: spidz,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9157
Mending Fences,Thursday,7:00PM,8:00PM,Person,91106,"997 E Walnut St  Pasadena, CA 91106",,This meeting is in a Gym behind the Church.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9160
Sunday Night Speak Easy,Sunday,8:00PM,9:00PM,Person,91001,"3025 N Lincoln Ave  Altadena, CA 91001",,This meeting is held in a Center.,Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9170
Live And Let Live Lgbtq,Sunday,6:30PM,7:30PM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,No Formats Set,LGBTQ,https://lacoaa.org/meeting-details.php?id=9171
I Share,Friday,7:00PM,,Person,90210,"504 N Camden Dr  Beverly Hills, CA 90210",,This meeting is at a Church,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9211
High Noon In Pacific Palisades,Wednesday,12:00PM,1:00PM,Person,90272,"941 Temescal Canyon Blvd  Pacific Palisades, CA 90272",,"This meeting meets in a theatre. All are welcome. There is a parking lot, but if it is full there is street parking available.",Open; Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=9215
Focus On The Steps,Thursday,6:30PM,7:30PM,Person,91007,"226 Colorado Blvd  Arcadia, CA 91007",,This meeting is in the Fireside Room behind the church.,12 Steps & 12 Traditions; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=9217
Basic Tools Men'S Stag,Sunday,8:00PM,,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,This meeting is at a Church. Men's Stag meets at 8 pm on Sunday nights. 7 minute lead followed by cross-talk participation.,Closed; Cross Talk Permitted; Discussion,Men,https://lacoaa.org/meeting-details.php?id=9229
Miracle Mondays,Monday,7:15PM,8:15PM,Person,90038,"6720 Melrose Ave  Los Angeles, CA 90038",,This meeting is in a church.,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=9231
Rebellion Dogs Step Study Men'S Stag,Wednesday,7:30PM,8:30PM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,12 Steps & 12 Traditions; Open,Men,https://lacoaa.org/meeting-details.php?id=9521
