id,raw_code,name,clean_code,slug
1549,4.54.030CSC,"","",454030csc
1550,66.28LAMC,"","",6628lamc
1660,626.8(A)3PC,"","",""
1551,1209CCP,CIVIL CONTEMPT,1209CCP,civil-contempt-1
1552,24603(A)VC,ILLEGAL STOP LAMPS,24603(A)VC,illegal-stop-lamps
1553,314.1PCEOD,"INDECENT EXPOSURE,ILL ENTRY OCCUPY DWEL",314.1PCEOD,indecent-exposureill-entry-occupy-dwel-1
1554,403PC,DISTURBANCE OF PUBLIC MEETING/ASSEMBLY,403PC,disturbance-of-public-meetingassembly
1555,476(A)PC,PASSING COUNTERFEIT NOTES,476(A)PC,passing-counterfeit-notes
1556,266(I)PC,"","",266ipc
1557,290.015PC,"","",290015pc
1558,602(K)(1)PC,REFUSE TO LEAVE POSTED LAND,602(K)(1)PC,refuse-to-leave-posted-land
1559,653H(A)2PC,TRANSPORT MISAPPR RECORD MUSIC FOR MONE,653H(A)2PC,transport-misappr-record-music-for-mone
1560,647(J)(2)PC,"","",647j2pc
1561,30474(A)RT,"","",30474art
1562,11364(1)HS,POSS SPECIF CONT SUBS PARAPHERNALIA,11364(1)HS,poss-specif-cont-subs-paraphernalia
1563,23152(D)VC,DRIVING COMMERCIAL VEH W/.04 BLOOD/ALCO,23152(D)VC,driving-commercial-veh-w04-bloodalco
1564,4600PC,DAMAGE JAIL/PRISON,4600PC,damage-jailprison
1565,10801(A)VC,"","",10801avc
1566,269(A)PC,"","",269apc
1567,7583.3(A)BP,FAIL CARRY SEC GUARD REGISTRATION CARD,7583.3(A)BP,fail-carry-sec-guard-registration-card
1568,225001VC,"","",225001vc
1569,12500AVC,"","",12500avc
1570,4200BLA,"","",4200bla
1571,41.33,"","",4133
1572,245(D)(2)PC,ADW ON PO/FIREMAN W/SEMIAUTOMATIC,245(D)(2)PC,adw-on-pofireman-wsemiautomatic
1573,469PC,MAKE/USE/POSSESS/DUPLICATE PUBLIC BLD K,469PC,makeusepossessduplicate-public-bld-k
1574,23109.1VC,"","",231091vc
1575,11550(A)VC,"","",11550avc
1576,23111VC,THROW LIGHTED SUBSTANCE FROM VEH ON HWY,23111VC,throw-lighted-substance-from-veh-on-hwy
1577,11352.1BHS,DISP/ETC DANG DRUG/DEVICE,11352.1BHS,dispetc-dang-drugdevice
1578,289(I)PC,PENETRATION W/VICTIM<16 YRS BY PERSON >,289(I)PC,penetration-wvictim16-yrs-by-person
1579,41.18DLAMC,"","",4118dlamc
1580,17.04.330LO,"","",1704330lo
1581,290.011FPC,"","",290011fpc
1582,1203.2 PC,"","",12032-pc
1583,273.6(A)1PC,FAIL TO OBEY RESTRAINING ORDER,273.6(A)1PC,fail-to-obey-restraining-order
1584,290.011BPC,"","",290011bpc
1585,219.2PC,THROW/SHOOT OBJ AT PASSENGR TRAIN,219.2PC,throwshoot-obj-at-passengr-train
1586,524PC,ATTEMPTED EXTORTION,524PC,attempted-extortion
1587,4573PCDRG,"","",4573pcdrg
1735,314(1)F3PC,"","",""
1590,14107WI,MED ASSIST: FRAUDULENT/FALSE INFO OBT A,14107WI,med-assist-fraudulentfalse-info-obt-a
1591,266HPCUND,"","",266hpcund
1592,979PC,BENCH WARRANT/FAIL TO APPEAR,979PC,bench-warrantfail-to-appear
1593,A11377HS,ATTEMPT POSSESS CONTROLLED SUBSTANCE,A11377HS,attempt-possess-controlled-substance
1594,416(A)PC,REFUSE TO DISPERSE,416(A)PC,refuse-to-disperse-1
1595,245((A)(1)PC,"","",245a1pc
1596,23123VC,"","",23123vc
1597,12512BP,PURCHASER REPRESENTING GREATER WEIGHT,12512BP,purchaser-representing-greater-weight
1598,565 PC,"","",565-pc
1599,303(A)PC,"","",303apc
1600,311.4(C)PC,USE MINR ASSIST MAKE FILM - NON-COMM US,311.4(C)PC,use-minr-assist-make-film-non-comm-us
1601,273.6CPC,"","",2736cpc
1602,22435.2FPC,"","",224352fpc
1603,148(A)1PC,"","",148a1pc
1604,640(B)(1)XPC,"","",640b1xpc
1605,119(C)BP,USE/DISPLAY ANOTHER'S REAL ESTATE LICEN,119(C)BP,usedisplay-anothers-real-estate-licen
1606,4000A1VC,"","",4000a1vc
1607,4000.A1VC,"","",4000a1vc
1608,11375(C)12HS,"","",11375c12hs
1609,12.48.020MB,"","",1248020mb
1610,290.015(A)PC,"","",290015apc
1611,4501.5PC,BATTERY BY PRISONER,4501.5PC,battery-by-prisoner
1612,A262(A)1PC,"ATTEMPT SPOUSAL RAPE,FORCE/VIOL/FEAR/ET",A262(A)1PC,attempt-spousal-rapeforceviolfearet
1613,14107B4BWI,"","",14107b4bwi
1614,12024.2ABP,"","",120242abp
1615,519(1)(A)PC,"","",5191apc
1616,220(B)PC,"","",220bpc
1617,243.4(A),"","",2434a
1618,2800.2(A)PC,"","",28002apc
1619,647(I)PCLWC,"","",647ipclwc
1620,1800(A)IC,"","",1800aic
1621,1814IC,"","",1814ic
1622,1871.4(A)1IS,"","",18714a1is
1623,23112AVC,"","",23112avc
1624,530(A)PC,"","",530apc
1625,4148BP,UNLAWFUL HYPODERMIC NEEDLE/SYRINGE,4148BP,unlawful-hypodermic-needlesyringe
1626,23109CVC,"","",23109cvc
1627,1332(E)PC,MATERIAL WITNESS/FAILURE TO APPEAR,1332(E)PC,material-witnessfailure-to-appear
1628,647(J)(3)PC,"","",647j3pc
1629,594.1(D)PC,UNLAWFUL POSSESSION SPRAY PAINT,594.1(D)PC,unlawful-possession-spray-paint
1630,X2021(A)PC,"","",x2021apc
1631,21106(B)VC,CROS IN XWALK:PROHIB SIGN,21106(B)VC,cros-in-xwalkprohib-sign
1632,4550.2PC,RESCUE PRISONR CONVICT NON-CAPITL OFFEN,4550.2PC,rescue-prisonr-convict-non-capitl-offen
1633,USC 1326,"","",usc-1326
1634,12031(A)2BPC,"","",12031a2bpc
1635,A472PC,ATT-FORGERY/COUNTERFEIT PUBLC/CORP SEAL,A472PC,att-forgerycounterfeit-publccorp-seal
1636,484(E)1PC,"","",484e1pc
1637,653(X)(B)PC,"","",653xbpc
1638,653(Z)PC,"","",653zpc
1639,11363HS,PLANT/CULTIVATE/PROCESS/ETC PEYOTE,11363HS,plantcultivateprocessetc-peyote
1640,166(A)(9)PC,"","",""
1641,6071RT,"","",""
1642,A288(C)1PC,"","",""
1643,640(C)PC,"","",""
1644,290(A)1PC,"","",""
1645,10751(A)VC,"","",""
1646,597.7(A)PC,"","",""
1647,CAMC,"","",""
1648,100007AD,"","",""
1649,14610.1AVC,"","",""
1650,632(A)PC,"","",""
1651,640PC,"","",""
1652,286(C)(2)PC,"","",""
1653,640(A)PC,"","",""
1654,18 3184US,"","",""
1655,237.5(A)PC,"","",""
1656,288A(C)1PC,"","",""
1657,11377(B)1HS,"","",""
1658,146012AVC,"","",""
1659,853.7(A)VC,"","",""
1661,502C(1)APC,"","",""
1662,290.011APCT,"","",""
1663,USC 8 1325,"","",""
1664,288.4(B)PC,"","",""
1665,3.36.280SC,"","",""
1666,290.018BPC,"","",""
1667,290.018GPC,"","",""
1668,537(C)(2)PC,"","",""
1669,368(A)PCEA,"","",""
1670,459(D)PCAUTO,"","",""
1671,484(F)PC,"","",""
1672,311.3(A)PC,"","",""
1673,41.27CLAMC,"","",""
1674,1550.3PC,"","",""
1675,6344D4LA,"","",""
1676,A459PCRES,"","",""
1677,12072(A)2PC,"","",""
1678,5.08.300ASC,"","",""
1679,A10851(A)VC,"","",""
1680,14601.5BVC,"","",""
1681,24153(A)VC,"","",""
1682,415.5(A)1PC,"","",""
1683,666 PC,"","",""
1684,286(F)PC,"","",""
1685,302(A)PC,"","",""
1686,300(D)WI,"","",""
1687,538DPC,"","",""
1688,2118.5UI,"","",""
1689,602(T)PC,"","",""
1690,11380(A)HS,"","",""
1691,23105(A)VC,"","",""
1692,594.1(A)PC,"","",""
1693,594(B)(1)PCN,"","",""
1694,21658AVC,"","",""
1695,290.013APC,"","",""
1696,11880(A)IC,"","",""
1697,269(A)(5)PC,"","",""
1698,3.12.350,"","",""
1699,646.9(C)PC,"","",""
1700,266EPC,"","",""
1701,288A(C)(1)PC,"","",""
1702,243.2PC,"","",""
1703,470 PC,"","",""
1704,X1350(A)HS,"","",""
1705,12021(G)2PC,"","",""
1706,211PCRFD,"","",""
1707,288A(C)2APC,"","",""
1708,300(A)WI,"","",""
1709,18 3606US,"","",""
1710,10 885US,"","",""
1711,594B(2)APC,"","",""
1712,6425(A)LB,"","",""
1713,3056PCPC,"","",""
1714,148.4(A)1PC,"","",""
1715,A245(A)(1)PC,"","",""
1716,484(E)CPC,"","",""
1717,9884.8BP,"","",""
1718,4133DW,"","",""
1719,452(A)PC,"","",""
1720,1332(A)PC,"","",""
1721,12021(B)PC,"","",""
1722,A236PC,"","",""
1723,490PC,"","",""
1724,11359(A)HS,"","",""
1725,502(C)(2)PC,"","",""
1726,22520.5A1VC,"","",""
1727,337PC,"","",""
1728,666(B)PC,"","",""
1729,245(A)1 PC,"","",""
1730,647(H)1PC,"","",""
1731,11483WI,"","",""
1732,1952,"","",""
1733,290.01(B)PC,"","",""
1734,166(A)9PC,"","",""
1736,3.36.280,"","",""
1737,408095SC,"","",""
1738,13.18.010LO,"","",""
1739,12035(B)1PC,"","",""
1740,1767.1(A)WI,"","",""
1741,X1352(A)HS,"","",""
1742,4059BP,"","",""
1743,10803(A)VC,"","",""
1744,12022.7PC,"","",""
1745,374CPC,"","",""
1746,2000FG,"","",""
1747,290.011CPC,"","",""
1748,626.9(I)PC,"","",""
1749,11370(A)HS,"","",""
1750,12031(A)2APC,"","",""
1751,X14010HS,"","",""
1752,C187(A)PC,"","",""
1753,368(C)PCEA,"","",""
1754,269(A)(4)PC,"","",""
1755,417.26(A)PC,"","",""
1756,487(B)(3)PC1,"","",""
1757,12403.7A5PC,"","",""
1758,653Z(A)PC,"","",""
1759,459,"","",""
1760,290.018DPC,"","",""
1761,12025APC,"","",""
1762,21804(A)VC,"","",""
1763,X1378HS,"","",""
1764,211PCRSD,"","",""
1765,IRMC,"","",""
1766,484F(C)PC,"","",""
1767,11353.5HS,"","",""
1768,4463(C)VC,"","",""
1769,4142BP,"","",""
1770,594B2BPC,"","",""
1771,6601.3WIC,"","",""
1772,266APC,"","",""
1773,11350(B)HS,"","",""
1774,43(E)(1)PC,"","",""
1775,1767.3WIC,"","",""
1776,368(E)PCDP,"","",""
1777,22405(A)VC,"","",""
1778,X11PC,"","",""
1779,X2500(A)VC,"","",""
1780,2052BP,"","",""
1781,399.5(A)PC,"","",""
1782,368(F)PC,"","",""
1783,40302(C)VC,"","",""
1784,368(A)PCDP,"","",""
1785,A245(C)PC,"","",""
1786,538D(B)2PC,"","",""
1787,X47(B)PC,"","",""
1788,22100(A)VC,"","",""
1789,594(B)B4PC,"","",""
1790,288A(F)PC,"","",""
1791,653MPC,"","",""
1792,484I(A)PC,"","",""
1793,6452(C)RT,"","",""
1794,9884.6(A)BP,"","",""
1795,114290HS,"","",""
1796,272(B)(1)PC,"","",""
1797,118.1PC,"","",""
1798,290.018HPC,"","",""
1799,A451.5(A)PC,"","",""
1800,4335(A)BP,"","",""
1801,288(B)(1)PCC,"","",""
1802,289(B)PC,"","",""
1803,399(B)PC,"","",""
1804,262(A)(5)PC,"","",""
1805,33211.6CPR,"","",""
1806,10.64.025,"","",""
1807,602OPC,"","",""
1808,22400(A)VC,"","",""
1809,166(A)(4)PCC,"","",""
1810,12023PC,"","",""
1811,269(A)(2)PC,"","",""
1812,479PC,"","",""
1813,11714(C)VC,"","",""
1814,11150HS,"","",""
1815,12021(A)(1)P,"","",""
1816,10980C2WI,"","",""
1817,13302PC,"","",""
1818,XX508(A)VC,"","",""
1819,A487(D)(1)PC,"","",""
1820,653WPC,"","",""
1821,5202VC,"","",""
1822,12031A2EPC,"","",""
1823,23114(E)VC,"","",""
1824,N500(A)VC,"","",""
1825,368DPC,"","",""
1826,57.55(A)LA,"","",""
1827,A487PC,"","",""
1828,11364.7AHS,"","",""
1829,602(1)PC,"","",""
1830,537(A)1PC,"","",""
1831,A12500(A)VC,"","",""
1832,ARMC,"","",""
1833,41.47.2,"","",""
1834,13441BP,"","",""
1835,148.1(D)PC,"","",""
1836,12520PC,"","",""
1837,X530.5D2PC,"","",""
1838,308.2(A)PC,"","",""
1839,243(A)(1)PC,"","",""
1840,538EPC,"","",""
1841,11377(B)2HS,"","",""
1842,X30474(A)RT,"","",""
1843,X12072(A)PC,"","",""
1844,A261(1)PC,"","",""
1845,18 3808US,"","",""
1846,602.1PC,"","",""
1847,120290HS,"","",""
1848,17.12.320 3,"","",""
1849,A264.1PC,"","",""
1850,499B.1(B)PC,"","",""
1851,478PC,"","",""
1852,368(E)PCEA,"","",""
1853,487HPC,"","",""
1854,484H(A)PC,"","",""
1855,555.2PC,"","",""
1856,11550(B)HS,"","",""
1857,550(B)(3)PC,"","",""
1858,27001VC,"","",""
1859,626.2PC,"","",""
1860,23152(A)VC M,"","",""
1861,12422PC,"","",""
1862,487(D)(1)PCC,"","",""
1863,A261.5(D)PC,"","",""
1864,25110CC,"","",""
1865,530.5(C)PC,"","",""
1866,600.5(A)PC,"","",""
1867,640.2(A)PC,"","",""
1868,63.44B14LA,"","",""
1869,273(D)PC,"","",""
1870,8 13256US,"","",""
1871,A368(D)PC,"","",""
1872,A266I(A)PC,"","",""
1873,X1364HS,"","",""
1874,550(A)(6)PC,"","",""
1875,5.08.110DSC,"","",""
1876,C594(A)PC,"","",""
1877,11371HS,"","",""
1878,7592.3BP,"","",""
1879,2815VC,"","",""
1880,18 3182 US,"","",""
1881,290.012BPC,"","",""
1882,A136.1A1PC,"","",""
1883,290(A)1CVPC,"","",""
1884,14601.3VC,"","",""
1885,5371PUC,"","",""
1886,35551(A)VC,"","",""
1887,374.8(B)PC,"","",""
1888,113920(A)HS,"","",""
1889,21201(D)1VC,"","",""
1890,288A(I)PC,"","",""
1891,550(A)(2)PC,"","",""
1892,11056(F)HS,"","",""
1893,21201(D)VC,"","",""
1894,487FPC,"","",""
1895,653Y(A)PC,"","",""
1896,22101(D)VC,"","",""
1897,21960VC,"","",""
1898,24400A1VC,"","",""
1899,11800VC,"","",""
1900,X66PC,"","",""
1901,236.1(C)PC,"","",""
1902,5 18IG,"","",""
1903,1377(A)HS,"","",""
1904,6126BP,"","",""
1905,212.5(B)PC,"","",""
1906,666(A)PC,"","",""
1907,22974.3A3BP,"","",""
1908,81326US,"","",""
1909,34620(A)VC,"","",""
1910,A460(B)PC,"","",""
1911,4602,"","",""
1912,22658(A)VC,"","",""
1913,10980(B)WI,"","",""
1914,654.1PC,"","",""
1915,498(B)(4)PC,"","",""
1916,148(B)PC,"","",""
1917,6126(B)BP,"","",""
1918,12673HS,"","",""
1919,374.3H1PC,"","",""
1920,602(B)PC,"","",""
1921,T,"","",""
1922,55.10LA,"","",""
1923,288(A)B2PC,"","",""
1924,288(A)(G)PC,"","",""
1925,11383.7B1HS,"","",""
1926,18.48.370LG,"","",""
1927,374.2(A)PC,"","",""
1928,12031A2F,"","",""
1929,12023(A)PC,"","",""
1930,269(A)(3)PC,"","",""
1931,498PC,"","",""
1932,12022(B)PC,"","",""
1933,368(C)(1)PC,"","",""
1934,10852(A)VC,"","",""
1935,9.20.140(C),"","",""
1936,266HBPC,"","",""
1937,117555HS,"","",""
1939,487(B)(2)PC,"","",""
1940,487.1PCTFMV,"","",""
1941,103.205.1(B),"","",""
1942,XX56PC,"","",""
1943,18 1201US,"","",""
1944,243(E)(1)PCP,"","",""
1945,602(E)PC,"","",""
1946,11350(A)1HS,"","",""
1947,12025(B)7PC,"","",""
1948,9.22.010LG,"","",""
1949,12031APC,"","",""
1950,12025(B)6BPC,"","",""
1951,647.6(B)PC,"","",""
1952,484(A)PCSHP,"","",""
1953,5350BP,"","",""
1954,12020(A)3PC,"","",""
1955,4325(A)BP,"","",""
1956,X87(A)PC,"","",""
1957,396(B)PC,"","",""
1958,A487.3PCGTA,"","",""
1959,38316VC,"","",""
1960,11379.6(A)HS,"","",""
1961,4.08.097SC,"","",""
1962,4532(A)PC,"","",""
1963,1029A2US,"","",""
1964,23223AVC,"","",""
1965,313.1(A)PC,"","",""
1966,BGMC,"","",""
1967,23224BVC,"","",""
1968,2800.2PC,"","",""
1969,290.018(G)PC,"","",""
1970,14.04.030(Z),"","",""
1971,2556BP,"","",""
1972,12021A1PC,"","",""
1973,5.08.320HSC,"","",""
1974,71.02(A)LAMC,"","",""
1975,12.04.190MP,"","",""
1976,303PC,"","",""
1977,602(O)2PC,"","",""
1978,597(B)1PC,"","",""
1979,530.5(A)3PC,"","",""
1980,USC3146,"","",""
1981,18 3146US,"","",""
1982,4118(D)LAMC,"","",""
1983,273DPC,"","",""
1984,2053BP,"","",""
1985,647(J)3PC,"","",""
1986,A262(A)2PC,"","",""
1987,41.59(B)1PC,"","",""
1988,653(W)BPC,"","",""
1989,529.2PC,"","",""
1990,67.5(A)PC,"","",""
1991,136.1(C)2PC,"","",""
1992,16025(A)VC,"","",""
1993,12072(A)4PC,"","",""
1994,653.22(A)PCC,"","",""
1995,640.6(A)PC,"","",""
1996,AVMC,"","",""
1997,A262(A)(1)PC,"","",""
1998,11350(A)HSH,"","",""
1999,647(K)3APC,"","",""
2000,41.59(B)(1),"","",""
2001,290.014PC,"","",""
2002,407PC,"","",""
2003,484,"","",""
2004,USC 3652,"","",""
2005,11177.1PC,"","",""
2006,12025A(1)PC,"","",""
2007,481.1(B)PC,"","",""
2008,USC 3653,"","",""
2009,55.10(B)LA,"","",""
2010,11162.5AHS,"","",""
2011,12025A3PC,"","",""
2012,25189.5CHS,"","",""
2013,23109BVCESC,"","",""
2014,11054WI,"","",""
2015,22106VC,"","",""
2016,451(D)1PC,"","",""
2017,594(B)4APC,"","",""
2018,4463(A)PC,"","",""
2019,33211.6BPRC,"","",""
2020,640(B)8PC,"","",""
2021,186.26(A)PC,"","",""
2022,273.6(C)2PC,"","",""
2023,11366.5(A)HS,"","",""
2024,4463(A)(1)PC,"","",""
2025,12031(2)BPC,"","",""
2026,481.1(A)PC,"","",""
2027,A459PCCOM,"","",""
2028,347(B)PC,"","",""
2029,594(B)(1)PCQ,"","",""
2030,A11351.5HS,"","",""
2031,9884.11BP,"","",""
2032,266HPC,"","",""
2033,241(C)PC,"","",""
2034,41.43BP,"","",""
2035,30480RX,"","",""
2036,653H(D)PC,"","",""
2037,243(C)2PC,"","",""
2038,6071GRT,"","",""
2039,300(A)WIC,"","",""
2040,149PC,"","",""
2041,273.6(C)3PC,"","",""
2042,A524PC,"","",""
2043,A261(A)4PC,"","",""
2044,457.1(H)PC,"","",""
2045,417.4(A)PC,"","",""
2046,146012(A)VC,"","",""
2047,1823FC,"","",""
2048,67.5PC,"","",""
2049,9884.6BP,"","",""
2050,4000A1XVC,"","",""
2051,A11379HS,"","",""
2052,5133PU,"","",""
2053,1X601.1AVC,"","",""
2054,1052(A)FG,"","",""
2055,600(B)PC,"","",""
2056,11364.7BHS,"","",""
2057,14601.3(A)VC,"","",""
2058,594B(2)(A)PC,"","",""
2059,21663VC,"","",""
2060,10851(A)PC,"","",""
2061,USC1326US,"","",""
2062,1029(B)(2)PC,"","",""
2063,18 1029A2US,"","",""
2064,22349VC,"","",""
2065,626.9F2BPC,"","",""
2066,647HPC,"","",""
2067,602.7PC,"","",""
2068,502(C)(4)PC,"","",""
2069,466.6(A)PC,"","",""
2070,4390.1BP,"","",""
2071,636.5PC,"","",""
2072,246.3(B)PC,"","",""
2073,594(B)(4)BPC,"","",""
2074,136.1(B)3PC,"","",""
2075,594B2PC,"","",""
2076,594.4(A)PC,"","",""
2077,499(A)PC,"","",""
2078,41.47.2LA,"","",""
2079,216555VC,"","",""
2080,12651(B)PC,"","",""
2081,2734(A)PC,"","",""
2082,5.08.110(D),"","",""
2083,266I(A)(2)PC,"","",""
2084,499DPC,"","",""
2085,9.20.060GL,"","",""
2086,CODEUS,"","",""
2087,840PC,"","",""
2088,23136(A)VC,"","",""
2089,1326 US,"","",""
2090,48293(A)EC,"","",""
2091,135PC,"","",""
2092,21703VC,"","",""
2093,148(A)(1)PCF,"","",""
2094,SSMC,"","",""
2095,9884.9(A)BP,"","",""
2096,288.2(B)PC,"","",""
2097,4.08.095PC,"","",""
2098,244.5(C)PC,"","",""
2099,11364AHS,"","",""
2100,"","","",""
2101,537APC,"","",""
2102,12220(B)PC,"","",""
2103,12280(C)PC,"","",""
2104,311.2(A)PC,"","",""
2105,594(B)(1)PC),"","",""
2106,1203.2(A)VC,"","",""
2107,RMMC,"","",""
2108,594.3PC,"","",""
2109,23247(E)VC,"","",""
2110,186.22PC,"","",""
2111,114175HS,"","",""
2112,103.107.1BP,"","",""
2113,103.107.1LA,"","",""
2114,2012FG,"","",""
2115,261.5PC,"","",""
2116,594.1(E)PC,"","",""
2117,41.27,"","",""
2118,4124(A)LAMC,"","",""
2119,1368PC,"","",""
2120,171.5PC,"","",""
2121,LPMC,"","",""
2122,597F(A)PC,"","",""
2123,8103(F)1WI,"","",""
2124,12500(A)VCC,"","",""
2125,22101DVC,"","",""
2126,290.13(A)PC,"","",""
2127,41.47LA,"","",""
2128,288.7BPC,"","",""
2129,7153.5RX,"","",""
2130,USC8 1325,"","",""
2131,12403.7A8PC,"","",""
2132,4.08.091(B),"","",""
2133,148(A)(1)PCQ,"","",""
2134,368(C)PCDP,"","",""
2135,171.5(C)2PC,"","",""
2136,056PC,"","",""
2137,A451(B)PC,"","",""
2138,182(A)(5)PC,"","",""
2139,4.04.170SC,"","",""
2140,519PC,"","",""
2141,499(B)PC,"","",""
2142,266HBPCUND,"","",""
2143,289(C)PC,"","",""
2144,242PCBFS,"","",""
2145,12022(A)1PC,"","",""
2146,SFMC,"","",""
2147,5204(A)VC,"","",""
2148,490.5PC,"","",""
2149,A289(A)PC,"","",""
2150,5.08.32HSC,"","",""
2151,A243(E)1PC,"","",""
2152,USC TITLE 8,"","",""
2153,647PC,"","",""
2154,41.27(C)PC,"","",""
2155,2245OAVC,"","",""
2156,A261.5PC,"","",""
2157,273.6(A)3PC,"","",""
2158,290(A)CVPC,"","",""
2159,212.5PC,"","",""
2160,45.4.2TM,"","",""
2161,417(A)1PC,"","",""
2162,70(A)PC,"","",""
2163,602(I)PC,"","",""
2164,532PC,"","",""
2165,23402BP,"","",""
2166,496APC,"","",""
2167,48293(A)ED,"","",""
2168,3.12.330SC,"","",""
2169,146(B)PC,"","",""
2170,146AB(2)PC,"","",""
2171,487(3)(C)PC,"","",""
2172,4103DW,"","",""
2173,22348(B)VC,"","",""
2174,21655.8VC,"","",""
2175,33211.6PR,"","",""
2176,148.6(A)1PC,"","",""
2177,487(D)1PC,"","",""
2178,171B(A)2PC,"","",""
2179,3.24.110A11,"","",""
2180,3.12.370SC,"","",""
2181,484EPC,"","",""
2182,422.6(A)PC,"","",""
2183,266H(B)(2)PC,"","",""
2184,11180HS,"","",""
2185,27150(A)VC,"","",""
2186,1203.3PC,"","",""
2187,11594HS,"","",""
2188,25657(A)BP,"","",""
2189,484H(B)PC,"","",""
2190,374DPC,"","",""
2191,LC1701.10(A),"","",""
2192,530.5(C)3P,"","",""
2193,530.5,"","",""
2194,4532(A)2PC,"","",""
2195,453(A)PC,"","",""
2196,11383.7(B)HS,"","",""
2197,1767.3(A)PC,"","",""
2198,A211APC,"","",""
2199,139(A)PC,"","",""
2200,42400(A)HS,"","",""
2201,137(A)PC,"","",""
2202,12403.7PCGS,"","",""
2203,537E(A)3PC,"","",""
2204,647(K)(1)PC,"","",""
2205,12220PC,"","",""
2206,A14601.2AVC,"","",""
2207,A496PC,"","",""
2208,2566ABP,"","",""
2209,278APC,"","",""
2210,18 922(G)US,"","",""
2211,18 371US,"","",""
2212,48262EC,"","",""
2213,487CPC,"","",""
2214,A591PC,"","",""
2215,290BPC,"","",""
2216,7027.3BP,"","",""
2217,USC751,"","",""
2218,368(B)PCEA,"","",""
2219,476APC,"","",""
2220,602(O)(1)PC,"","",""
2221,245(A)1,"","",""
2222,4060BPC,"","",""
2223,242PCBPO,"","",""
2224,212.5(C)PC,"","",""
2225,11366.8BHS,"","",""
2226,33211.6APR,"","",""
2227,597B(A)PC,"","",""
2228,18 1349US,"","",""
2229,SANCC,"","",""
2230,18 1956(H)US,"","",""
2231,853.7PCC,"","",""
2232,X1550(A)HS,"","",""
2233,550(B)(2)PC,"","",""
2234,67.5(B)PC,"","",""
2235,666.5PC,"","",""
2236,602(K)(3)PC,"","",""
2237,620.5(A)PC,"","",""
2238,640(B)(2)PC,"","",""
2239,640(C)(1)PC,"","",""
2240,266IBPCUND,"","",""
2241,266IBPCOVR,"","",""
2242,187PC,"","",""
2243,7857(D)FG,"","",""
2244,2101(A)1UI,"","",""
2245,266FPC,"","",""
2246,23110AVC,"","",""
2247,X4601.2AVC,"","",""
2248,1702LC,"","",""
2249,1703.3(A)LC,"","",""
2250,18 751US,"","",""
2251,146011(A)PC,"","",""
2252,A288APC,"","",""
2253,18 911US,"","",""
2254,484.1(A)PC,"","",""
2255,9.08.260C,"","",""
2256,23226VC,"","",""
2257,5.18PC,"","",""
2258,3691(B)PC,"","",""
2259,12031(C)PC,"","",""
2260,853.5(A)PC,"","",""
2261,11713.4VC,"","",""
2262,626.10(A)1P,"","",""
2263,7583.3(B)BP,"","",""
2264,192.5(C)PC,"","",""
2265,626.10PC,"","",""
2266,12020(A)4 PC,"","",""
2267,484(A) PC,"","",""
799,4573.6PC,POSS NARC/DRUG/ALCOHOL/DRUG PARAPH:JAIL/PRIS,4573.6PC,poss-narcdrugalcoholdrug-paraphjail
1938,4573.8PC,JAIL/PRIS,"",""
2268,247(A)PC,"","",""
2269,246.3APC,"","",""
2270,531PC,"","",""
2271,11351.5 HS,"","",""
2272,245(A)(2)PCF,"","",""
2273,XX500(A)VC,"","",""
2274,30.31.010(A,"","",""
2275,25351BP,"","",""
2276,24409(A)VC,"","",""
2277,374.4PC,"","",""
2278,422P.C.,"","",""
2279,11713(H)VC,"","",""
2280,640(D)PC,"","",""
2281,166(A)(2)PC,"","",""
2282,538E(B)2PC,"","",""
2283,25540(A)CC,"","",""
2284,415.5(A)PC,"","",""
2285,USC TITLE 1,"","",""
2286,647CPC,"","",""
2287,498(B)PC,"","",""
2288,588APC,"","",""
2289,A487H(A)PC,"","",""
2290,347BPC,"","",""
2291,4461(D)VC,"","",""
2292,22350(A)VC,"","",""
2293,5901(A)VC,"","",""
2294,3455(A)PC,"","",""
2295,266(H)PC,"","",""
2296,A11355HS,"","",""
2297,3455(A)(4)P,"","",""
2298,112(A)PC,"","",""
2299,24400VC,"","",""
2300,10981(C)2WI,"","",""
2301,653W(A) PC,"","",""
2302,11357(C)PC,"","",""
2303,647(J)3APC,"","",""
2304,640(D)(1)PC,"","",""
2305,203.2PC,"","",""
2306,6344B14ALAM,"","",""
2307,11383.7AHS,"","",""
2308,18 1028A5US,"","",""
2309,3455(A)(4)PC,"","",""
2310,261(1)PC,"","",""
2311,L41.24(C),"","",""
2312,118APC,"","",""
2313,X45(A)(1)PC,"","",""
2314,330.1(A)PC,"","",""
2315,2818VC,"","",""
2316,11378.5PC,"","",""
2317,273A(A),"","",""
2318,21310PC,"","",""
2319,38320(A)VC,"","",""
2320,30305(A)1PC,"","",""
2321,20910PC,"","",""
2322,3455(A)4PC,"","",""
2323,729(A)BP,"","",""
2324,243.4 PC,"","",""
2325,602WITRU,"","",""
2326,18 472US,"","",""
2327,12551PC,"","",""
2328,243(D) PC,"","",""
2329,11357(B)PC,"","",""
2330,21510(B)PC,"","",""
2331,25400(A)2PC,"","",""
2332,537(B)PC,"","",""
2333,25850(C)PC,"","",""
2334,8036FG,"","",""
2335,29800(A)1PC,"","",""
2336,33215PC,"","",""
2337,21810PC,"","",""
2338,20410PC,"","",""
