ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
319,1/10/18,Denison,TX,Grayson College,33.7556593,-96.536658,College or University,Unintentional discharge,No one shot,0,0,"A criminal justice club student picked up a loaded gun, belonging to an advisor, which the student thought was an unloaded training weapon. She then shot at a wall target, unintentionally firing a bullet, which went through the wall and broke a window. The advisor was a licensed peace officer permitted to carry a firearm on campus.",KXII News,http://bit.ly/2BdyQfH,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
320,1/15/18,Marshall,TX,Wiley College,32.5448714,-94.3674184,College or University,Attack on others,No one shot,0,0,"A vehicle thought to be occupied by two people drove into the parking lot at Wiley College. Gunshots were fired, one of which hit the window of a residence hall. None of the three people inside were injured. The driver left the scene before police could arrive.",KTBS,https://bit.ly/2GXIIxT,,,,,2021-02-24T19:31:59.000Z,2022-02-06T21:56:03.000Z
321,1/16/18,Montpelier,VT,Montpelier High School,44.2600593,-72.5753869,High School,Legal Intervention,Death,1,0,"A man, 32, was confronted by police on the school’s athletic fields after a suspected robbery of a credit union earlier in the day. During a 50-minute negotiation, he made threatening statements and declined to surrender his weapon, a BB gun authorities took for a handgun. The man was shot seven times — nine officers fired more than a dozen bullets — and died at a hospital from rifle wounds to his torso. Prosecutors later ruled that the use of deadly force was justified.",Burlington Free Press,https://bfpne.ws/2laV78e,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
322,1/20/18,Winston-Salem,NC,Wake Forest University,36.0998596,-80.244216,College or University,Attack on others,Death,1,0,"A student at Winston-Salem State University, 21, was attending a sorority party at Wake Forest University when he got into an argument with another person. The argument escalated, the other person fired shots, and the student was critically hit. The shooter then left the campus. The shooter was later arrested in August at a home in Charlotte. He has been charged with murder, possession of a stolen firearm, and carrying a concealed gun.",Fox 8,https://bit.ly/2HwVapw,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
323,1/22/18,New Orleans,LA,The NET Charter High School: Gentilly,29.9510658,-90.0715323,High School,Attack on others,No one shot,0,0,"An unknown person in a pickup truck drove past The NET Charter High School and fired shots at students standing in the campus parking lot.  An unidentified boy, 14, was injured with an abrasion, though police said that it was not a gunshot wound. Police also discovered that another student had gunshot residue on his hands, while a third was carrying live ammunition and was later arrested. They are continuing to investigate the situation. ",Nola/The Times-Picayune,http://bit.ly/2n6VOks,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
324,1/22/18,Italy,TX,Italy High School,32.1840381,-96.8847194,High School,Attack on others,Injury,0,1,"A 16-year-old male student opened fire in the cafeteria at Italy High School, hitting a 15-year-old girl in the neck and abdomen. After taking aim at a second student and missing, the boy was confronted by a school staff member. He was apprehended before he could leave the campus. The injured student was airlifted to an area hospital. Police announced that they are continuing to investigate.",The Washington Post,http://wapo.st/2n4NO2u,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
325,1/23/18,Benton,KY,Marshall County High School,36.8572781,-88.350315,High School,Attack on others,Death,2,14,"A 15-year-old male student opened fire on other students at Marshall County High School, shooting continuously as people attempted to flee. One student, 15, was killed at the scene, while another student, also 15, died a short time later at a hospital. Preliminary reports suggest that 14 other students were also shot, some sustaining critical injuries. An additional four people sustained other injuries as they tried to escape. Police have not yet released the name of the shooter, who was apprehended, and are continuing to investigate.",NBC News,http://nbcnews.to/2F8pO6e,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
326,1/25/18,Mobile,AL,Murphy High School,30.6953657,-88.0398912,High School,Other,No one shot,0,0,"A disagreement between two 16-year-old students escalated when one pulled out a handgun. School administrators noticed the weapon and tried to calm him; the boy then fled across campus. He was pursued by staff until he fired the gun four or five times into the air. Nobody was injured. The shooter was taken into custody and charged for multiple offenses, including possession of a weapon on school property.",Fox 10,http://bit.ly/2GgSKtX,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
327,1/26/18,Dearborn,MI,Dearborn High School,42.3222599,-83.1763145,High School,Attack on others,No one shot,0,0,"Two individuals became involved in an altercation during a basketball game at Dearborn High School. School officials removed them from the building, but one of the individuals was then shot at from a moving vehicle in the parking lot. No injuries were reported.",WXYZ Detroit,http://bit.ly/2rPyaxK,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
328,1/31/18,Philadelphia,PA,Lincoln High School,39.9525839,-75.1652215,High School,Attack on others,Death,1,0,"A fight began in the school parking lot outside a basketball game, and the school went into lockdown after shots were fired. A 32-year-old male was transported by private vehicle to Nazareth Hospital with two gunshot wounds in his leg. He was transferred by helicopter to another hospital, but died from his injuries. Police announced that they are searching for an adult male suspect.",NBC 10,https://bit.ly/2qsyWgV,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
329,2/1/18,Los Angeles,CA,Salvador B. Castro Middle School,34.0522342,-118.2436849,Middle School,Unintentional discharge,Injury,0,2,A 12-year-old female student unintentionally discharged a handgun in a school classroom. A 15-year-old boy was shot in the head and a 15-year-old girl was shot in the wrist. Police arrested the female shooter and charged her with negligent discharge of a firearm. The source of the gun and why she had it on school grounds remains under investigation.,Los Angeles Times,http://lat.ms/2DVe9Y7,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
330,2/5/18,Maplewood,MN,Harmony Learning Center,44.9530215,-92.9952153,K-12,Unintentional discharge,No one shot,0,0,"A school liaison officer was sitting on a bench talking with some students when a third-grader pressed the trigger on the officer's holstered weapon, causing it to fire and strike the floor. The holster was equipped with a trigger guard designed to prevent such unintentional discharges, so the department is reviewing the circumstances surrounding the event. ",Twin Cities Pioneer Press,http://bit.ly/2FS5dTU,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
331,2/5/18,Oxon Hill,MD,Oxon Hill High School,38.8033178,-76.9897278,High School,Attack on others,Injury,0,1,"A 17-year-old male student got into an argument in the school parking lot and was shot twice in the chest. He walked into the school building, seeking help, and was transported to the hospital in a critical condition. Police said a preliminary investigation suggested robbery was the motive. They charged two people, 17 and 18, with attempted murder. They claim there was a 3rd unidentified person in the vehicle that pulled the trigger.",NBC Washington,http://bit.ly/2Ecqyv0,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
332,2/8/18,New York,NY,The Metropolitan High School,40.7127753,-74.0059728,High School,Unknown,No one shot,0,0,"A 17 year-old male student fired a gun, hitting the floor of a classroom. No injuries were reported, and police took the student in custody for questioning.",ABC 7,http://7ny.tv/2nZBDET,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
333,2/14/18,Parkland,FL,Marjory Stoneman Douglas High School,26.3107774,-80.2532249,High School,Attack on others,Death,17,17,"Armed with an AR-15 assault rifle, a man, 19, returned to the school that had expelled him the year before for disciplinary reasons. He opened fire, killing at least 17 children and adults. At least an additional 17 were also injured during the attack. The shooter blended himself into the student crowd to escape; he was taken into custody an hour later. Authorities charged him with 17 counts of first-degree murder and 17 counts of attempted first-degree murder.",The New York Times,http://nyti.ms/2CohqxA,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
334,2/15/18,Coconut Creek,FL,North Broward Preparatory School,26.2517482,-80.1789351,K-12,Unintentional discharge,Injury,0,1,"A sound thought to be a gunshot put North Broward Preparatory School on lockdown. During the investigation of what turned out to be a false alarm, a Broward Sheriff’s Office deputy unintentionally discharged his firearm, injuring his leg. The deputy was treated at the scene.",CBS Miami,http://cbsloc.al/2HiaPIF,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
335,2/20/18,Massillon,OH,Jackson Memorial Middle School,40.7967244,-81.5215093,Middle School,Other,Death,1,0,"A boy, 13, wrote an eight-step plan for a school shooting that indicated he had an admiration for the Columbine shooters. He concealed a semiautomatic rifle beneath his clothes and caught the bus to school. He entered a bathroom, removed the rifle, and stepped out into a hallway brandishing it. He then re-entered the bathroom, where a student saw the firearm and left to notify staff. The boy shot himself fatally with the rifle. No other people were injured. Police found ""distractionary devices"" in his backpack and about 80 rounds of ammunition. ",News 5 Cleveland,http://bit.ly/2CR4ZdX,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
336,2/23/18,Hammond,LA,Southeastern Louisiana University,30.5043583,-90.4611995,College or University,Attack on others,Injury,0,2,"A fight broke out in the early hours of the morning near a university assembly hall where sporting events are routinely held. Shots were fired, and two student athletes sustained non-life threatening injuries. Authorities later arrested two other people, neither of them students, and announced they would both be charged with attempted murder. ",The Times-Picayune,http://bit.ly/2CKhPKG,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
337,2/24/18,Savannah,GA,Savannah State University,32.0808989,-81.091203,College or University,Attack on others,Death,1,0,"Gunshots were fired near University Commons, and a 20-year-old former student was hit multiple times. The campus was placed on lockdown for approximately two hours while police investigated the incident. They arrested a suspect and charged him with carrying a weapon in school safety zones, and possession of a firearm during commission or attempt to commit certain felonies. The victim was taken to a hospital but later died as a result of his injuries. ",WSAV,https://bit.ly/2HiwzH3,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
338,2/26/18,Tacoma,WA,Oakland High School,47.2528768,-122.4442906,High School,Unknown,No one shot,0,0,"At least two male students were in a school bathroom when a gun fired, sending a single bullet through the floor into a room below. A 14-year-old girl, who was in the room the bullet entered, collected the round and handed it to a teacher as the school was evacuated. Two students were subsequently arrested, one of them a 19 year-old who was booked for unlawfully possessing a firearm, reckless endangerment, and possessing a weapon on school property.",The News Tribune,http://bit.ly/2F6UhFj,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
