License No ,Name,Address,City,State,Zip,Expires,WC Carrier,WC Exp Date,Bond Issuer,Bond Eff Date
TA000245059,"MADAMOISELLE, INC.  dba MADAMOISELLE TALENT AGENCY","24328 VERMONT AVE., #309",HARBOR CITY,CA,90710,1/11/18,,,THE HARTFORD FIRE INSURANCE COMPANY,8/17/06
TA000245293,"BILL HOLLINGSHEAD PRODUCTIONS, INC.",1010 ANDERSON RD.,DAVIS,CA,95616,6/26/20,,,The Gray Casualty & Surety Company,3/23/18
TA000245512,THOMAS H. CHASIN  dba THOMAS CHASIN AGENCY,"8281 MELROSE AVE., #202",LOS ANGELES,CA,90046,5/16/18,,,SURETEC INSURANCE COMPANY,8/1/17
TA000245543,northagenda llc  dba quartz talent agency,8118 irvine ave.,north hollywood,CA,91605,7/26/18,,,western,6/2/17
TA000245667,Ashley Marie Dalton  dba Agency for Creative Talen,1311 N Mansfield Ave A,Los Angeles,CA,90028,9/1/18,,,AEGIS SECURITY INSURANCE COMPANY,5/17/17
TA000245730,"THE HOLLRED AGENCY, INC.","5514 WILSHIRE BLVD., 1ST FLOOR",LOS ANGELES,CA,90036,10/23/18,,,HARTFORD FIRE INSURANCE COMPANY,4/11/17
TA000245773,BELINDA A. IRONS  dba SF TOP MODELS & TALENT AGENC,2261 MARKET STREET,SAN FRANCISCO,CA,94114,3/11/18,,,STATE FARM FIRE AND CASUALTY COMPANY,2/26/06
TA000246018,"DFA California, LLC  dba The Dragonfly Agency",6666 Lexington Avenue,Los Angeles,CA,90038,4/19/18,,,Hartford Fire Insurance Company,5/15/18
TA000246108,"IMG Models LA, LLC","700 N. San Vicente Blvd, Suite G-600, Sixth Floor",Los Angeles,CA,90069,1/9/20,Fireman's Fun,8/10/19,Argonaut,1/11/17
TA000246185,KCW Consulting Group,1122 2nd Street,Hermosa Beach,CA,90254,12/31/17,,,WESTERN SURETY COMPANY,5/25/17
TA000246218,DECAYETTE TALENT AGENCY LLC,"260 South Beverly Drive, Suite 205",Beverly Hills,CA,90212,5/1/20,,,Western,5/1/19
TA000246373,Tanya La Salle Caravelli  dba La Salle Talent,26565 West Agoura Rd. Su. 200,Calabasas,CA,91302,5/8/18,,,A1Surety,11/13/17
TA000246496,"Mix Models, Inc.",2660 Townsgate Road Suite 400,Westlake Village,CA,91361,4/26/20,,,Grey Casualty,4/27/19
TA000247077,Dalena T  Hoang  dba Model and Talent Management,"2200 Eastridge Loop, #1004-B",San Jose,CA,95122,8/26/19,,,Surety Soluti,1/23/18
TA000248324,"Limelight Talent, Inc.","8149 SANTA MONICA BLVD., UNIT 287",LOS ANGELES,CA,90046,2/12/20,,,State Farm Fire and Casualty Company,12/27/13
TA000248324,"Limelight Talent, Inc.","8149 SANTA MONICA BLVD., UNIT 287",LOS ANGELES,CA,90046,2/12/21,,,State Farm,12/27/13
TA000248483,"Hyperion Talent Agency, LLC","8383 Wilshire Blvd., Suite 702",Beverly Hills,CA,90211,6/8/20,Sequoia Insur,9/1/19,Western Suret,6/30/17
TA000248557,"SKAM ARTIST, INC.",1616 Vista Del Mar St,Los Angeles,CA,90028,9/14/20,NY Marine Gen,10/10/19,The Hartford Fire Insurance,11/19/07
TA000248752,ROBERTSON/TAYLOR AGENCY LLC,"11500 W. OLYMPIC BLVD., STE. 400",LOS ANGELES,CA,90064,2/26/20,,,Philadelphia,6/15/18
TA000248781,"NANCY CHAIDEZ AGENCY & ASSOCIATES, INC.","6340 COLDWATER CANYON AVE., UNIT 214",NORTH HOLLYWOOD,CA,91606,3/5/19,,,Hartford fire insurance,9/14/12
TA000249006,"AMT ARTISTS, INC.","15260 VENTURA BLVD., #1200",SHERMAN OAKS,CA,91403,6/17/20,AmGUARD Insurance Company,12/1/19,Western Surety Company,1/1/14
TA000249063,DAIRY A. VERAS REEVES  dba UNIVERSAL TALENT AGENCY,"4221 WILSHIRE BLVD., STE. 290-17",LOS ANGELES,CA,90010,3/4/18,,,THE HARTFORD FIRE INSURANCE COMPANY,3/5/18
TA000249067,MICHAEL JAMES WALLACH  dba MICHAEL WALLACH MANAGEM,"908 Granville Avenue, Suite 300",Los Angeles,CA,90049,9/17/20,,,State Farm,1/4/19
TA000249233,Panache Booking LLC,4516 1/2 Eagle Rock Blvd,Los Angeles,CA,90041,11/30/20,AP Intego,2/5/20,Western Suret,6/13/17
TA000249274,"JENNIFER POWELL, INC.","16000 Ventura Boulevard, #900",Encino,CA,91436,2/13/20,Hartford Insurance Company of the Midwest,2/1/20,International Fidelity,3/26/19
TA000249529,"THE VIP CONNECT, INC.",15206 VENTURA BLVD. #210,SHERMAN OAKS,CA,91403,9/13/20,,,United Casual,12/20/18
TA000249631,Prestigious Models Inc  dba Image Powerhouse Agenc,11101 Condor Avenue,Fountain Valley,CA,92708,5/29/20,,,International,3/1/19
TA000249647,Jessica Lange  dba The Rosenstein Agency,5455 Wilshire Blvd. STE. 2020,Los Angeles,CA,90036,9/19/18,,,Western S.C.,8/23/17
TA000249935,"ACTIVITY, INC.","4705 LAUREL CANYON BLVD., STE. 203",STUDIO CITY,CA,91607,6/12/20,AmTrust,1/15/20,Surety 1,3/7/19
TA000249963,TRITON TALENT AGENCY,11328 MAGNOLIA BLVD.,NORTH HOLLYWOOD,CA,91601,4/24/18,,,HARTFORD FIRE INSURANCE COMPANY,5/3/16
TA000250067,"THE SELLMAN GROUP, INC.",926 S. ORANGE GROVE AVE.,LOS ANGELES,CA,90036,7/31/18,,,CNA SURETY,8/20/04
TA000250080,GWYN FOXX  dba GFTA GWYN FOXX TALENT AGENCY,2600 W. Olive Ave,BURBANK,CA,91505,7/26/18,,,HARTFORD FIRE INSURANCE,7/7/17
TA000250299,"ASTERINO ENTERTAINMENT AGENCY, LLC",9595 Wilshire Boulevard 9th Floor,Beverly Hills,CA,90212,6/7/19,,,Hartford,6/25/18
TA000250308,Steven Tsepelis  dba Steve Tsepelis,3619 E 1st St Apt #5,Long Beach,CA,90803,1/2/19,,,Western Surety,7/17/18
TA000250535,Folklore Inc. a/k/a Fli Artists  dba FLi Artists,11321 Iowa Avenue Suite#6,Los Angeles,CA,90025,4/4/20,,,Western Suret,5/24/18
TA000250730,SOLID TALENT INC.,"11012 Ventura Boulevard, Unit G",Studio City,CA,91604,5/28/20,State Fund,9/1/20,Western Suret,12/11/18
TA000250733,"Ford Models, Inc.","11 E. 26th St., 14th Floor",New York,NY,10010,1/22/18,WC-10-15-361-01,2/1/18,Hartford Fore Insurance Company,7/20/17
TA000250773,Brown Family Enterprises LLC  dba Power Artists Ag,"1901 Avenue of the Stars, Ste. 200",Century City,CA,90067,3/4/19,,,Western Suret,7/12/17
TA000250981,"United Talent Agency, LLC",9336-46 Civic Center Drive,Beverly Hill,CA,90210,7/31/20,,,Vigilant Insurance Company,3/18/18
TA000251112,ROBERT EMMANUEL DEPPE  dba Beverly Hecht Agency,"12100 WILSHIRE BLVD., SUITE 800",LOS ANGELES,CA,90025,9/7/20,,,Aegis,4/30/19
TA000251390,Ayinde Banjoko  dba Blue Steel,515 13th Street,Modesto,CA,95355,7/7/20,,,Surety Bonds,4/1/19
TA000251549,INNOVATIVE ARTISTS COMEDY DIVISION LLC,1505 10TH ST,SANTA MONICA,CA,90401,7/26/20,Everest Nat'l,7/1/19,The Hartford,9/22/17
TA000251771,Closeup Models and Talent LLC,"5455 Wilshire blvd, Suite 2020",Los Angeles,CA,90036,7/6/20,,,The Hanover,12/1/18
TA000251810,"World Premier Agency, LLC",1015 12th St. Suite 10,Modesto,CA,95354,7/21/20,,,The Hartford Fire Insurance company,8/21/15
TA000251896,"CREATIVE VENTURES AGENCY, LLC","520 South Sepulveda Boulevard, Suite 303",Los Angeles,CA,90049,11/26/19,,,Western Surety Company,12/28/17
TA000251909,True Til Death,8320 Fountain Ave. Apt. C,West Hollywood,CA,90069,1/25/18,,,SuretyBonds.c,7/12/17
TA000252177,"BMG TALENT GROUP, INC.","5455 WILSHIRE BOULEVARD, SUITE 900",LOS ANGELES,CA,90036,10/17/20,Wesco Ins.,12/1/19,The Hartford,12/1/19
TA000252202,"MOXIE MODEL AND TALENT, LLC","111 W. OCEAN BLVD., SUITE 400",LONG BEACH,CA,90802,5/25/18,,,Aegis Security Insurance Company,6/24/17
TA000252841,Tabitha Kit Johnson  dba Kit International Talent,201 Riverside Ave #1,Roseville,CA,95678,8/22/20,,,Philadelphia,8/23/17
TA000252945,"NEWMARK MODELS, INC.",5700 Melrose Ave #201,Los Angeles,CA,90038,9/19/20,Hiscox,7/30/20,Tokio Marine,10/11/19
TA000252947,"Natural Talent, Inc.","20265 Ventura Blvd., #D",Woodland Hills,CA,91364,10/28/20,,,Platte River,10/6/19
TA000253145,Alive In Motion Incorporated  dba Thrive Artists A,1601 North Gower Street,Los Angeles,CA,90028,6/7/19,,,Surety Bonds,5/22/18
TA000253255,INNOVATIVE ARTISTS,1505 10th Street,Santa Monica,CA,90401,8/19/20,Everest Nat'l,7/1/20,Hartford,10/1/17
TA000253307,ROBERT BEARD  dba GALAXY ENTERTAINMENT,"8484 WILSHIRE BLVD., #515",BEVERLY HILLS,CA,90211,10/25/17,,,WESTERN SURETY COMPANY,8/2/17
TA000253399,Angel Howansky  dba Eure Entertainment Agency,40942 Rise Ct,Palmdale,CA,93551,5/30/20,,,Western Surety Company,8/1/18
TA000253493,The Blackwell Files LLC,"3178 17th Street, Studio 3",San Francisco,CA,94110,10/4/20,RLI Surety,3/8/20,RLI Insurance Company,3/16/16
TA000253629,Marc Blake  dba Domremy Talent,6112 E Lowe Avenue,Fresno,CA,93727,8/9/18,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,8/28/17
TA000253849,"Bachelor & Associates Consulting, LLC  dba Bach Ta","3800 Braham Blvd, Suite 315",Los Angeles,CA,90068,7/27/19,,,Persons Suret,1/3/18
TA000253872,If Management Inc,"152 West 57th Street, Floor 19",New York,NY,10019,10/24/19,,,Hartford Fire Insurance Company,12/19/06
TA000254669,Evolved Talent Agency LLC,"1801 Century Park East, FL 25",Los Angeles,CA,90067,9/21/20,AP Intego,3/1/20,ACIC,9/18/18
TA000254695,Lisa Christensen  dba The Livingston Agency,730 Arizona Ave.,Santa Monica,CA,90401,7/27/20,,,Hanover,9/18/18
TA000254784,"Baron Entertainment, Inc.",13848 Ventura Blvd. Suite A,Sherman Oaks,CA,91423,11/30/18,Insurica,12/6/17,Tokio Marine,12/2/16
TA000255021,"90210 TALENT, INC.","16430 VENTURA BLVD., STE. 200",ENCINO,CA,91436,5/26/20,,,The Hartford Fire Insurance company,8/1/15
TA000255218,"Paddle Out People, LLC",13212 Anawood Way,Westminster,CA,92683,6/19/19,,,American Contractors Indemnity,8/31/18
TA000255371,"HENDERSON REPRESENTS, INC.",11846 VENTURA BLVD.,STUDIO CITY,CA,91604,5/24/19,Sequoia Insurance Company,4/21/19,U.S. Specialty,11/28/16
TA000255550,"Brandon Louis Management, LLC",915 N. La Brea Ave #641,West Hollywood,CA,90038,8/28/20,,,Western Surety,7/24/19
TA000255819,"Beth Bohn Management, Inc.",2420 Lake View Avenue,Los Angeles,CA,90039,11/6/20,,,Old Republic,11/21/17
TA000255836,"INNOVATIVE ARTISTS COMMERCIAL AND VOICEOVER, INC.",1505 10TH ST,SANTA MONICA,CA,90401,9/20/20,Everest Nat'l,7/1/20,Hartford,10/1/17
TA000256151,JAMES SPEARS,"1800 CENTURY PARK EAST, STE. 1000",LOS ANGELES,CA,90067,7/5/18,,,HARTFORD FIRE INSURANCE COMPANY,7/20/17
TA000256160,"REFRESH TALENT AGENCY, INC.",24632 LA PLATA,LAGUNA NIGUEL,CA,92677,5/23/20,,,Liberty Mutual,5/29/19
TA000256168,"ATEI COMPANY, INC.  dba TEI ENTERTAINMENT  dba THA",3820 E. LA PALMA AVENUE,ANAHEIM,CA,92807,10/18/19,,,Western,2/7/11
TA000256220,"Blackboard Production, LLC","11848 Kiowa ave, apt PH6",Los Angeles,CA,90049,2/17/18,,,AEGIS SECURITY INSURANCE COMPANY,10/3/17
TA000256379,Margaux Models LLC  dba Margaux Models,210 Santa Monica Blvd. #306,Santa Monica,CA,90401,11/18/20,Technology Insurance Co.,7/10/20,A1 Surety Bond,2/21/19
TA000256502,"The Talent Agancy, Inc.",7507 Sunset Blvd. Suite 201,Los Angeles,CA,90046,6/12/18,,,Aegis,6/12/17
TA000256898,Power Talent Group  dba Power Talent Agency,13900 Marquesas Way Suite #5402,Marina Del Rey,CA,90292,4/18/18,,,Hartford Fire,5/18/17
TA000257041,LACREA LLC,530 S Hewitt St Unit 155,Los Angeles,CA,90013,9/28/18,,,Western,9/14/17
TA000257295,"PACIFIC TALENT & MODELS, INC.","1600 ROSECRANS AVE., MEDIA CENTER, 4TH FLOOR",MANHATTAN BEACH,CA,90266,4/24/20,,,The Hanover Insurance,7/5/18
TA000257449,CHRISTINE BERNARD  dba ERIS TALENT AGENCY,"9595 WILSHIRE BLVD., SUITE 900",BEVERLY HILLS,CA,90212,12/6/17,,,WESTERN SURETY COMPANY,9/11/17
TA000257620,"FLICK EAST & WEST TALENTS, INC.",9057 NEMO ST,WEST HOLLYWOOD,CA,90069,7/28/20,SCIF,9/1/19,Surety1,3/11/18
TA000257647,"SHAMON FREITAS & COMPANY, INC.  dba SHAMON FREITAS",3916 OREGON ST.,SAN DIEGO,CA,92104,6/13/20,State Fund,9/1/19,The Gray Insu,7/10/18
TA000258072,XCEL TALENT AGENCY LLC,3525 PIEDMONT ROAD NE BUILDING 7 SUITE 300,ATLANTA,GA,30305,10/25/19,,,AEGIS,9/15/18
TA000258346,BBA Talent Inc.,3500 W. Olive Avenue Suite 300,Burbank,CA,91505,12/29/19,Traveler's,6/6/19,The Surety Co,8/5/18
TA000258346,BBA Talent Inc.,3500 W. Olive Avenue Suite 300,Burbank,CA,91505,12/29/20,Sequoia Insur,6/6/20,Surety 1,8/5/19
TA000258371,Debbie Britt  dba Cornerstone Talent Management,16501 Ventura Blvd. Ste. 400,Encino,CA,91436,5/23/20,,,Aegis,11/15/18
TA000258395,Andrea Barton  dba STARLIGHT AGENCY,8484 wilshire blvd #515,Beverly Hills,CA,90211,6/14/19,,,surety1,2/3/18
TA000258457,"Artists Management Agency, Inc.",738 S Ogden Drive #302,Los Angeles,CA,90036,7/19/19,,,Western Surety Company,9/29/17
TA000259112,ALLIVE ENTERTAINMENT LLC  dba ALLIVE AGENCY,324 S. BEVERLY DR STE. 546,BEVERLY HILLS,CA,90212,8/9/19,,,Western Surety Company,9/14/17
TA000259129,"JACK LIPPMAN AGENCY, INC.  dba JLA (JACK LIPPMAN A",9151 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,6/13/19,,,Western Surety Company,3/22/02
TA000259176,"The Acoustic Spot, LLC",228 S. Cedros Unit C,Solana Beach,CA,92075,12/21/19,Victory Comp,12/7/19,Absolute LLC,3/3/18
TA000259379,Kira Pullen  dba UNLIMITED POSSIBILITIES MUSIC & T,9350 Moonbeam Ave Ste 5,Panorama City,CA,91402,9/7/18,,,WESTERN SURETY COMPANY,2/1/17
TA000259436,CARISSA MITCHELL  dba Mitchell & Associates Talent,"18356 OXNARD ST., #7",TARZANA,CA,91356,6/8/20,,,The Hartford Fire,8/7/17
TA000260062,"YUKA ENTERPRISES, LLC",642 N. ROBERTSON BLVD.,WEST HOLLYWOOD,CA,90069,2/4/20,,,Western Surety company,9/19/17
TA000260085,"AMERICAN MEDIA ARTISTS, INC.",4830 ENCINO AVE.,ENCINO,CA,91316,9/3/18,,,AEGIS SECURITY INSURANCE COMPANY,9/7/17
TA000260089,"Adult Talent Managers, LLC",22020 Clarendon St. #300,Woodland Hills,CA,91367,12/13/19,Paychex,3/1/19,Sure Tec,4/1/17
TA000260089,"Adult Talent Managers, LLC",22020 Clarendon St. #300,Woodland Hills,CA,91367,12/13/20,Travelers,3/1/20,SureTec,4/1/17
TA000260224,"YG Entertainment USA, Inc.",741 Crenshaw Blvd.,Los Angeles,CA,90005,3/25/19,State Compensation Insurance Fund,3/13/19,Philadelphia Indemnity Insurance Company,9/15/17
TA000260301,"RSA Talent Management, LLC",1000 N. Reese Place,Burbank,CA,91506,5/28/20,,,Western Surety,10/2/19
TA000260302,"C Talent, LLC","1149 N. Gower St., Ste. 251B",Los Angeles,CA,90038,8/13/18,Employers Preferred Insurance company,1/1/19,SureTec Insur,10/18/17
TA000260584,MELODY LOMBOY AND THOMAS E. LOWE  dba L & L Talent,655 Deep Valley Drive #325A,Rolling Hills Estates,CA,90274,1/9/20,,,State Farm,8/23/18
TA000260591,SPIN ARTIST AGENCY,"8335 W SUNSET BLVD., STE. 200",LOS ANGELES,CA,90069,6/25/18,PROSPECT COMPANY,9/12/18,NATIONWIDE MUTUAL INSURANCE COMPANY,11/16/14
TA000260606,"ORGANIC TALENT, LLC","1016 Wilcox Avenue, #9",Los Angeles,CA,90038,5/18/19,,,EDWARD JONES,8/2/17
TA000260688,"Electra Star Modeling Agency, LLC","9229 SUNSET BLVD,  Suite 415,",West Hollywood,CA,90069,2/18/19,,,SURETEC INSURANCE COMPANY,1/31/18
TA000260728,B'NAI MARIE TALENT AGENCY,"27240 Turnberry Lane, Suite 200",Valencia,CA,91355,4/10/18,,,U.S Specialty Insurance Company,11/28/17
TA000260887,Vince Spadea  dba Vince Models,100 N. Doheny Dr. Suite 104,Los Angeles,CA,90048,7/18/19,,,International Fidelity Insurance Company,10/24/17
TA000260937,"SIX O'CLOCK STUDIOS, LLC",13636 Ventura Blvd #238,Sherman Oaks,CA,91423,2/12/20,,,AEGIS,2/18/19
TA000261186,Stephen D. Linett,"1901 Avenue of the Stars, Suite 1100",Los Angeles,CA,90067,6/22/20,Hanover,2/18/20,Hartford,9/26/12
TA000261212,Steven C. Bernier  dba Street Dreams Productions,3911 Harrison Street,Oakland,CA,94611,6/4/20,,,Western Suret,11/9/17
TA000261215,Christopher Maggiore  dba artists worldwide,3660 wilshire blvd #1134,los angeles,CA,90010,2/2/20,,,hcc surety,9/16/18
TA000261506,Shauntiel Lindsey  dba Shauntiel Lindsey Talent Ag,8484 Wilshire Blvd Suite 515,Beverly Hills,CA,90210,11/22/20,,,Western,3/12/18
TA000261959,"MP LOS ANGELES, LLC",7250 Melrose Avenue Suite 4,Los Angeles,CA,90046,12/17/19,Great Divide,6/10/19,SuretyBonds,12/27/19
TA000262101,Ron Termeforoosh  dba Siona Entertainment,"14724 Ventura Blvd, PH",Sherman Oaks,CA,91403,1/31/20,,,CNA Surety,2/28/18
TA000262101,Ron Termeforoosh  dba Siona Entertainment,"14724 Ventura Blvd, PH",Sherman Oaks,CA,91403,1/31/21,,,CNA Surety,2/28/19
TA000262224,Green and Green Talent Group,"6363 Wilshire Boulevard, Apt. 400",Los Angeles,CA,90048,2/11/20,SCIF,12/27/19,The Hanover Insurance Company,2/10/19
TA000262313,Michael Richard Lewis  dba Michael Lewis & Associa,"2506 Fifth Street, Suite 100",Santa Monica,CA,90405,12/8/20,,,Surety1,10/1/19
TA000262339,Actors and Artists Agency LLC,116911 Devonshire Street,Granada Hills,CA,91344,6/3/20,,,Western Surety Company,6/6/19
TA000262368,Beotis Creative LLC,"8950 W Olympic Blvd, STE 293",Beverly Hills,CA,90211,5/7/20,,,The Hartford,1/1/19
TA000262658,National Models LA LLC  dba National Talent LA,22809 Pacific Coast Highway Suite 210,Malibu,CA,90265,9/21/20,Employers,6/23/20,Cal-Society,1/1/19
TA000262694,Christine Bernard  dba Eris Talent Agency,9595 Wilshire Blvd. Suite 900,Beverly Hills,CA,90212,12/6/18,,,Western Surety Company,9/11/17
TA000262856,"CIRCLE TALENT AGENCY, LLC","5900 WILSHIRE BLVD, SUITE 2200",LOS ANGELES,CA,90036,1/17/19,NY MARINE & G,4/13/19,JR OLSEN,4/1/17
TA000263508,Howard L. Sapper  dba Extrordinaire Media,752 Broadway,Sonoma,CA,95476,10/20/18,,,Hartford Fire Insurance Co.,5/1/17
TA000263757,David Davinci,"5000 Birch Street, West Tower, Suite 3000",Newport Beach,CA,92660,9/29/20,,,Hartford,8/30/18
TA000263862,"Eleven Talent Agency, Inc.","121 West Lexington Drive, Suite 258",Glendale,CA,91203,6/22/18,,,Old Republic Surety Company,6/28/16
TA000264061,Resolute Talent Agency,500 S Grand Ave Ste 2300,Los Angeles,CA,90071,12/18/19,,,Merchants Bonding company,2/1/18
TA000264107,Models Inc Talent Agency,264 Spring St.,Pleasanton,CA,94566,11/15/20,Employers Pre,3/13/20,Surety1,10/9/19
TA000264185,"The Jumbo Shrimp Circus,, Inc",20315 Baltar St,Winnetka,CA,91306,3/27/18,,,Nationwide,12/15/17
TA000264332,Kevin Brent Harvey  dba Hollywood Music in Media A,7646 Kester Avenue,Van Nuys,CA,91405,4/26/18,,,American Contractors Indemnity,1/4/18
TA000264334,Kevin Brent Harvey  dba KBH Entertainment  dba Hol,7646 Kester Ave.,Van Nuys,CA,91405,4/26/19,,,ACIC,1/2/18
TA000264336,Sheneka Majors  dba Major Multimedia,"501 W. Broadway Suite 800, 8th Floor",San Diego,CA,92101,10/23/20,,,Hartford,12/1/18
TA000264356,The Haole LLC  dba Trinity Artists International,1901 Avenue of The Stars #202,Los Angeles,CA,90067,5/8/20,,,Surety1,1/10/19
TA000264428,"Nomad Management Los Angeles, LLC","8430 Santa Monica Boulevard, Suite 204",West Hollywood,CA,90069,10/30/20,Chubb Indemni,1/1/20,Old Republic,12/18/19
TA000264674,LIAISON ARTISTS LLC,2343 3rd Street #299,San Francisco,CA,94107,7/19/20,One Beacon,5/18/20,Old Republic,1/15/14
TA000264726,310 Artists Agency,3500 W Olive Ave #300,Burbank,CA,91505,1/10/20,,,Aegis Security Company,1/10/19
TA000264807,King's Queens Entertainment,858 Westbourne Dr #8,West Hollywood,CA,90069,8/3/18,,,Surety Bonds,12/15/17
TA000265022,Melody Mcclendon  dba Stylish Confessions Modeling,27240 Turnberry lane,Valencia,CA,91355,5/19/18,,,Sample bond,1/18/18
TA000265107,"Alchemy By Faust, LLC",1375 Cole Road,Aromas,CA,95004,10/10/20,,,State Farm,10/5/18
TA000265178,Tiffany Richer  dba RPM Talent,"2600 W.Olive Ave., 5th Floor",Burbank,CA,91505,1/23/20,,,The Hanover I,7/1/18
TA000265783,MURTHA SKOURAS AGENCY,"1025 COLORADO AVE., Suite B",SANTA MONICA,CA,90401,2/5/20,NY MARINE,12/1/19,The Hartford,2/6/18
TA000265805,SAINT AGENCY INC,"925 N. La Brea Ave,, 4th floor",Los Angeles,CA,90038,1/2/20,,,The Hartford Fire,1/11/19
TA000265918,"Boudoir Agency, LLC.",1600 Rosecrans Ave. Media Center 4th Floor,Manhattan Beach,CA,90266,1/4/20,,,Surety Bonds,12/3/18
TA000266011,"Ford Models, Inc.","11 E. 26th St., 14th Floor",New York,NY,10010,1/22/20,Indemnity Insurance Company,10/1/19,Hartford Fire Insurance,3/12/19
TA000266105,Get Heavy Talent Agency & Events LLC,26072 Merit Circle #115,Laguna Hills,CA,92653,10/22/20,,,Aegis Security,1/15/19
TA000266245,bicoastal models and talent inc,8228 sunset blvd suite 313,West Hollywood,CA,90046,12/26/19,state fund,11/22/19,Western,2/23/17
TA000266290,fkjlas;kfjas,djflkasdfj;l,Oakland,CA,94512,2/16/20,,,gdfgdffd,3/6/19
TA000266773,The Mirisch Agency,8840 Wilshire Blvd Suite 100,Beverly Hills,CA,90211,1/22/20,New York Marine & General Insurance,7/9/19,The Hartford,3/10/18
TA000266804,CINDY ROMANO MODELING & TALENT AGENCY,"73-101 Highway 111, #7",Palm Desert,CA,92260,6/24/20,,,F&D,4/30/19
TA000266889,"Affinity Models & Talent, Inc.  dba Affinity Artis",5455 Wilshire Blvd #1010,Los Angeles,CA,90036,2/24/20,,,Western Surety,2/20/17
TA000267156,David Shapira & Associates Inc.,193 N. Robertson Blvd,Beverly Hils,CA,90211,3/1/20,State Fund,5/2/19,Washington International Insurance,6/13/16
TA000267169,Ikais Entertainment,4085 West 138th Street Apt C,Hawthorne,CA,90250,1/7/19,,,Surety Bonds,2/13/18
TA000267397,Lynn Nicholson  dba Top Rock Entertainment,4811 Cathy Avenue,Cypress,CA,90630,1/28/21,,,Aegis,2/12/19
TA000267397,Top Rock Entertainment,4811 Cathy Avenue,Cypress,CA,90630,1/28/20,,,Absolute Sure,2/12/18
TA000267408,"Aqua, LLC","9000 Sunset Blvd.,Suite 700",West Hollywood,CA,90069,3/1/20,State Fund,9/1/19,Surety 1,5/23/18
TA000267473,"LUXE TALENT AGENCY, INC","1320 5th Avenue, Suite 3B",San Diego,CA,92101,12/19/19,,,HartFord Fire,2/9/18
TA000267695,"Commercial Talent, Inc",12711 Ventura Blvd. Ste# 285,Studio City,CA,91604,3/17/20,SNICI,3/17/20,Surety One,3/17/18
TA000267907,David Victor Presents LLC,1551 Asterbell Dr,San Ramon,CA,94582,10/11/18,,,Aegis,2/21/18
TA000267930,"SMC PARTNERS, INC.","3477 Maricopa Street, Suite 17",Torrance,CA,90503,2/13/19,,,Surety1,2/1/18
TA000268349,"Executive PR and Talent, LLC  dba The Benedetti Gr",1916 Bechelli Lane,Redding,CA,96002,12/15/19,,,WesternSurety,3/8/18
TA000268349,"Executive PR and Talent, LLC  dba The Benedetti Gr",1916 Bechelli Lane,Redding,CA,96002,12/15/20,,,Western Suret,7/17/19
TA000268619,Michael Dean Wagner  dba The Wagner Agency,956 W 8th Street,San Pedro,CA,90731,2/25/20,,,Surety Bonds,1/22/19
TA000268719,"Resolute Talent Group, Inc.",1601 Vine Street  6th Floor,Los Angeles,CA,90028,3/12/19,,,GR AM INS CO,3/15/18
TA000269031,"BEST-Napoli Group, LLC  dba NAPOLI MANAGEMENT GROU","8844 W. Olympic Boulevard, Suite 100",Beverly Hills,CA,90211,9/4/20,Employers Ins,12/6/19,Hartford Fire,1/12/18
TA000269107,Role Models Management LLC,701 West Manchetser Blvd #203,Inglewood,CA,90301,3/11/20,,,The Hanover Insurance Company,2/1/19
TA000269394,PUREFLARE LLC,"655 North Central Avenue, 17th Floor",Glendale,,91203,4/22/20,Sentinal Insurance Company,6/3/20,The Hartford Fire Insurance,7/16/19
TA000269500,Artery Global LLC,7200 Fair Oaks Blvd #230,Carmichael,CA,95608,3/3/20,,,IFIC,1/3/18
TA000269941,"MARI SMITH PRESENTS INC.  dba MARI SMITH PRESENTS,",101 State Place - Suite D,Escondido,CA,92029,8/23/19,State Fund,11/28/18,Hartford Fire,8/9/06
TA000270005,Thrive Entertainment LLC,8605 West Santa Monica Blvd #19407,West Hollywood,CA,90069,2/25/19,,,WesternSurety,3/16/18
TA000270329,Goldenchild International LLC,117 S. Doheny Drive #209,Beverly Hills,CA,90048,4/4/19,,,Western Surety,5/17/18
TA000270463,ORIGINAL ARTISTS,"2801 Hyperion Avenue, Studio 104",Los Angeles,CA,90027,11/21/20,Property & Casualty Ins. Co. of Hartford,7/6/20,American Contractors Indemnity Company,3/7/19
TA000270589,"MDT Talent Agency, Inc.  dba Marla Dell Talent Age","2124 Union Street, Suite C",San Francisco,CA,94123,11/7/20,Sentinal Insurance Co.,1/1/20,Old Republic Surety Company,11/1/18
TA000271017,"Eris Talent Agency, Inc.","15303 Ventura Boulevard, Suite 900",Sherman Oaks,CA,91403,2/1/20,,,Western Surety Company,10/31/19
TA000271079,"Eye for Talent, Inc.","751 Laurel Street, #113",San Carlos,CA,94070,1/12/20,,,The Hanover Insurance Company,1/2/18
TA000271222,JUAN DUARTE AVRAVANEL BERDUGO  dba Abravanel Talen,1322 S. Gerhart Ave,Commerce,CA,90022,10/17/18,,,ABSOLUTE SURE,4/4/18
TA000271363,"High Voltage Entertainment, Inc.  dba Project Taku","3019 Pico Blvd, Ste 5",Santa Monica,CA,90405,11/15/19,ACORD,9/1/19,Hartford Fire,4/17/18
