"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","INCOMEINEQ","S80S20","RT","A","2018",6.5,
"KOR","INCOMEINEQ","S80S20","RT","A","2019",6.3,
"KOR","INCOMEINEQ","S80S20","RT","A","2020",5.8,
"CHL","INCOMEINEQ","S80S20","RT","A","2009",11.8,
"CHL","INCOMEINEQ","S80S20","RT","A","2011",11.3,
"CHL","INCOMEINEQ","S80S20","RT","A","2013",10.6,
"CHL","INCOMEINEQ","S80S20","RT","A","2015",10,
"CHL","INCOMEINEQ","S80S20","RT","A","2017",10.3,
"LVA","INCOMEINEQ","P50P10","RT","A","2004",2.4,
"LVA","INCOMEINEQ","P50P10","RT","A","2005",2.5,
"LVA","INCOMEINEQ","P50P10","RT","A","2006",2.4,
"LVA","INCOMEINEQ","P50P10","RT","A","2007",2.7,
"LVA","INCOMEINEQ","P50P10","RT","A","2008",2.7,
"LVA","INCOMEINEQ","P50P10","RT","A","2009",2.3,
"LVA","INCOMEINEQ","P50P10","RT","A","2010",2.3,
"LVA","INCOMEINEQ","P50P10","RT","A","2011",2.3,
"LVA","INCOMEINEQ","P50P10","RT","A","2012",2.3,
"LVA","INCOMEINEQ","P50P10","RT","A","2013",2.3,
"LVA","INCOMEINEQ","P50P10","RT","A","2014",2.4,
"LVA","INCOMEINEQ","P50P10","RT","A","2015",2.4,
"LVA","INCOMEINEQ","P50P10","RT","A","2016",2.5,
"LVA","INCOMEINEQ","P50P10","RT","A","2017",2.6,
"LVA","INCOMEINEQ","P50P10","RT","A","2018",2.6,
"LVA","INCOMEINEQ","P50P10","RT","A","2019",2.5,"P"
"LVA","INCOMEINEQ","P50P10","RT","A","2020",2.5,"P"
"LVA","INCOMEINEQ","P90P10","RT","A","2004",5.3,
"LVA","INCOMEINEQ","P90P10","RT","A","2005",5.8,
"LVA","INCOMEINEQ","P90P10","RT","A","2006",5.2,
"LVA","INCOMEINEQ","P90P10","RT","A","2007",6,
"LVA","INCOMEINEQ","P90P10","RT","A","2008",6,
"LVA","INCOMEINEQ","P90P10","RT","A","2009",5.2,
"LVA","INCOMEINEQ","P90P10","RT","A","2010",5.1,
"LVA","INCOMEINEQ","P90P10","RT","A","2011",4.9,
"LVA","INCOMEINEQ","P90P10","RT","A","2012",5.1,
"LVA","INCOMEINEQ","P90P10","RT","A","2013",5,
"LVA","INCOMEINEQ","P90P10","RT","A","2014",5.1,
"LVA","INCOMEINEQ","P90P10","RT","A","2015",5.1,
"LVA","INCOMEINEQ","P90P10","RT","A","2016",5.3,
"LVA","INCOMEINEQ","P90P10","RT","A","2017",5.5,
"LVA","INCOMEINEQ","P90P10","RT","A","2018",5.3,
"LVA","INCOMEINEQ","P90P10","RT","A","2019",5,"P"
"LVA","INCOMEINEQ","P90P10","RT","A","2020",5.5,"P"
"LVA","INCOMEINEQ","P90P50","RT","A","2004",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2005",2.3,
"LVA","INCOMEINEQ","P90P50","RT","A","2006",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2007",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2008",2.3,
"LVA","INCOMEINEQ","P90P50","RT","A","2009",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2010",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2011",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2012",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2013",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2014",2.1,
"LVA","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"LVA","INCOMEINEQ","P90P50","RT","A","2016",2.2,
"LVA","INCOMEINEQ","P90P50","RT","A","2017",2.1,
"LVA","INCOMEINEQ","P90P50","RT","A","2018",2.1,
"LVA","INCOMEINEQ","P90P50","RT","A","2019",2,"P"
"LVA","INCOMEINEQ","P90P50","RT","A","2020",2.2,"P"
"LVA","INCOMEINEQ","S80S20","RT","A","2004",6.8,
"LVA","INCOMEINEQ","S80S20","RT","A","2005",7.9,
"LVA","INCOMEINEQ","S80S20","RT","A","2006",6.3,
"LVA","INCOMEINEQ","S80S20","RT","A","2007",7.4,
"LVA","INCOMEINEQ","S80S20","RT","A","2008",7.4,
"LVA","INCOMEINEQ","S80S20","RT","A","2009",6.5,
"LVA","INCOMEINEQ","S80S20","RT","A","2010",6.2,
"LVA","INCOMEINEQ","S80S20","RT","A","2011",6.2,
"LVA","INCOMEINEQ","S80S20","RT","A","2012",6.1,
"LVA","INCOMEINEQ","S80S20","RT","A","2013",6.3,
"LVA","INCOMEINEQ","S80S20","RT","A","2014",6.4,
"LVA","INCOMEINEQ","S80S20","RT","A","2015",6.3,
"LVA","INCOMEINEQ","S80S20","RT","A","2016",6.4,
"LVA","INCOMEINEQ","S80S20","RT","A","2017",6.7,
"LVA","INCOMEINEQ","S80S20","RT","A","2018",6.6,
"LVA","INCOMEINEQ","S80S20","RT","A","2019",6.2,"P"
"LVA","INCOMEINEQ","S80S20","RT","A","2020",6.7,"P"
"LTU","INCOMEINEQ","P50P10","RT","A","2004",2.3,
"LTU","INCOMEINEQ","P50P10","RT","A","2005",2.3,
"LTU","INCOMEINEQ","P50P10","RT","A","2006",2.3,
"LTU","INCOMEINEQ","P50P10","RT","A","2007",2.3,
"LTU","INCOMEINEQ","P50P10","RT","A","2008",2.3,
"LTU","INCOMEINEQ","P50P10","RT","A","2009",2.4,
"LTU","INCOMEINEQ","P50P10","RT","A","2010",2.2,
"LTU","INCOMEINEQ","P50P10","RT","A","2011",2.1,
"LTU","INCOMEINEQ","P50P10","RT","A","2012",2.2,
"LTU","INCOMEINEQ","P50P10","RT","A","2013",2.2,
"LTU","INCOMEINEQ","P50P10","RT","A","2014",2.4,
"LTU","INCOMEINEQ","P50P10","RT","A","2015",2.5,
"LTU","INCOMEINEQ","P50P10","RT","A","2016",2.6,
"LTU","INCOMEINEQ","P50P10","RT","A","2017",2.5,
"LTU","INCOMEINEQ","P50P10","RT","A","2018",2.4,
"LTU","INCOMEINEQ","P50P10","RT","A","2019",2.3,
"LTU","INCOMEINEQ","P90P10","RT","A","2004",5,
"LTU","INCOMEINEQ","P90P10","RT","A","2005",5.2,
"LTU","INCOMEINEQ","P90P10","RT","A","2006",4.7,
"LTU","INCOMEINEQ","P90P10","RT","A","2007",4.6,
"LTU","INCOMEINEQ","P90P10","RT","A","2008",4.9,
"LTU","INCOMEINEQ","P90P10","RT","A","2009",5.5,
"LTU","INCOMEINEQ","P90P10","RT","A","2010",4.7,
"LTU","INCOMEINEQ","P90P10","RT","A","2011",4.5,
"LTU","INCOMEINEQ","P90P10","RT","A","2012",4.8,
"LTU","INCOMEINEQ","P90P10","RT","A","2013",4.9,
"LTU","INCOMEINEQ","P90P10","RT","A","2014",5.4,
"LTU","INCOMEINEQ","P90P10","RT","A","2015",5.6,
"LTU","INCOMEINEQ","P90P10","RT","A","2016",5.8,
"LTU","INCOMEINEQ","P90P10","RT","A","2017",5.6,
"LTU","INCOMEINEQ","P90P10","RT","A","2018",5.4,
"LTU","INCOMEINEQ","P90P10","RT","A","2019",5,
"LTU","INCOMEINEQ","P90P50","RT","A","2004",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2005",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2006",2.1,
"LTU","INCOMEINEQ","P90P50","RT","A","2007",2,
"LTU","INCOMEINEQ","P90P50","RT","A","2008",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2009",2.3,
"LTU","INCOMEINEQ","P90P50","RT","A","2010",2.1,
"LTU","INCOMEINEQ","P90P50","RT","A","2011",2.1,
"LTU","INCOMEINEQ","P90P50","RT","A","2012",2.1,
"LTU","INCOMEINEQ","P90P50","RT","A","2013",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2014",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2015",2.3,
"LTU","INCOMEINEQ","P90P50","RT","A","2016",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2017",2.2,
"LTU","INCOMEINEQ","P90P50","RT","A","2018",2.3,
"LTU","INCOMEINEQ","P90P50","RT","A","2019",2.2,
"LTU","INCOMEINEQ","S80S20","RT","A","2004",6.3,
"LTU","INCOMEINEQ","S80S20","RT","A","2005",6.4,
"LTU","INCOMEINEQ","S80S20","RT","A","2006",5.6,
"LTU","INCOMEINEQ","S80S20","RT","A","2007",5.8,
"LTU","INCOMEINEQ","S80S20","RT","A","2008",6.4,
"LTU","INCOMEINEQ","S80S20","RT","A","2009",7.1,
"LTU","INCOMEINEQ","S80S20","RT","A","2010",5.7,
"LTU","INCOMEINEQ","S80S20","RT","A","2011",5.3,
"LTU","INCOMEINEQ","S80S20","RT","A","2012",6.2,
"LTU","INCOMEINEQ","S80S20","RT","A","2013",6.1,
"LTU","INCOMEINEQ","S80S20","RT","A","2014",7.3,
"LTU","INCOMEINEQ","S80S20","RT","A","2015",7.2,
"LTU","INCOMEINEQ","S80S20","RT","A","2016",7.5,
"LTU","INCOMEINEQ","S80S20","RT","A","2017",7.4,
"LTU","INCOMEINEQ","S80S20","RT","A","2018",6.8,
"LTU","INCOMEINEQ","S80S20","RT","A","2019",6.5,
"LTU","INCOMEINEQ","GINI","INEQ","A","2004",0.349,
"LTU","INCOMEINEQ","GINI","INEQ","A","2005",0.352,
"LTU","INCOMEINEQ","GINI","INEQ","A","2006",0.328,
"LTU","INCOMEINEQ","GINI","INEQ","A","2007",0.337,
"LTU","INCOMEINEQ","GINI","INEQ","A","2008",0.357,
"LTU","INCOMEINEQ","GINI","INEQ","A","2009",0.365,
"LTU","INCOMEINEQ","GINI","INEQ","A","2010",0.329,
"LTU","INCOMEINEQ","GINI","INEQ","A","2011",0.321,
"LTU","INCOMEINEQ","GINI","INEQ","A","2012",0.35,
"LTU","INCOMEINEQ","GINI","INEQ","A","2013",0.351,
"LTU","INCOMEINEQ","GINI","INEQ","A","2014",0.38,
"LTU","INCOMEINEQ","GINI","INEQ","A","2015",0.372,
"LTU","INCOMEINEQ","GINI","INEQ","A","2016",0.378,
"LTU","INCOMEINEQ","GINI","INEQ","A","2017",0.374,
"LTU","INCOMEINEQ","GINI","INEQ","A","2018",0.361,
"LTU","INCOMEINEQ","GINI","INEQ","A","2019",0.357,
"BRA","INCOMEINEQ","P50P10","RT","A","2006",3.1,
"BRA","INCOMEINEQ","P50P10","RT","A","2009",2.8,
"BRA","INCOMEINEQ","P50P10","RT","A","2011",3.1,
"BRA","INCOMEINEQ","P50P10","RT","A","2013",3,
"BRA","INCOMEINEQ","P50P10","RT","A","2016",3.3,
"BRA","INCOMEINEQ","P90P50","RT","A","2006",3.3,
"BRA","INCOMEINEQ","P90P50","RT","A","2009",3.1,
"BRA","INCOMEINEQ","P90P50","RT","A","2011",3,
"BRA","INCOMEINEQ","P90P50","RT","A","2013",2.9,
"BRA","INCOMEINEQ","P90P50","RT","A","2016",2.9,
"BRA","INCOMEINEQ","S80S20","RT","A","2006",15.2,
"BRA","INCOMEINEQ","S80S20","RT","A","2009",13,
"BRA","INCOMEINEQ","S80S20","RT","A","2011",13.8,
"BRA","INCOMEINEQ","S80S20","RT","A","2013",12.4,
"BRA","INCOMEINEQ","S80S20","RT","A","2016",14.5,
"CHN","INCOMEINEQ","P50P10","RT","A","2011",7.8,
"CHN","INCOMEINEQ","P90P10","RT","A","2011",23,
"CHN","INCOMEINEQ","P90P50","RT","A","2011",2.9,
"CHN","INCOMEINEQ","S80S20","RT","A","2011",28.3,
"CHN","INCOMEINEQ","GINI","INEQ","A","2011",0.514,
"CRI","INCOMEINEQ","P50P10","RT","A","2010",2.9,
"CRI","INCOMEINEQ","P50P10","RT","A","2011",3,
"CRI","INCOMEINEQ","P50P10","RT","A","2012",3.1,
"CRI","INCOMEINEQ","P50P10","RT","A","2013",3.2,
"CRI","INCOMEINEQ","P50P10","RT","A","2014",3.2,
"CRI","INCOMEINEQ","P50P10","RT","A","2015",3.1,
"CRI","INCOMEINEQ","P50P10","RT","A","2016",3.1,
"CRI","INCOMEINEQ","P50P10","RT","A","2017",3,
"CRI","INCOMEINEQ","P50P10","RT","A","2018",3.1,
"CRI","INCOMEINEQ","P50P10","RT","A","2019",3,
"CRI","INCOMEINEQ","P50P10","RT","A","2020",3,
"CRI","INCOMEINEQ","P50P10","RT","A","2021",3,
"CRI","INCOMEINEQ","P90P10","RT","A","2010",9.3,
"CRI","INCOMEINEQ","P90P10","RT","A","2011",10.2,
"CRI","INCOMEINEQ","P90P10","RT","A","2012",9.9,
"CRI","INCOMEINEQ","P90P10","RT","A","2013",10.8,
"CRI","INCOMEINEQ","P90P10","RT","A","2014",10.4,
"CRI","INCOMEINEQ","P90P10","RT","A","2015",10.3,
"CRI","INCOMEINEQ","P90P10","RT","A","2016",10.2,
"CRI","INCOMEINEQ","P90P10","RT","A","2017",10,
"CRI","INCOMEINEQ","P90P10","RT","A","2018",10.2,
"CRI","INCOMEINEQ","P90P10","RT","A","2019",9.8,
"CRI","INCOMEINEQ","P90P10","RT","A","2020",11,
"CRI","INCOMEINEQ","P90P10","RT","A","2021",10.1,
"CRI","INCOMEINEQ","P90P50","RT","A","2010",3.2,
"CRI","INCOMEINEQ","P90P50","RT","A","2011",3.4,
"CRI","INCOMEINEQ","P90P50","RT","A","2012",3.2,
"CRI","INCOMEINEQ","P90P50","RT","A","2013",3.4,
"CRI","INCOMEINEQ","P90P50","RT","A","2014",3.3,
"CRI","INCOMEINEQ","P90P50","RT","A","2015",3.3,
"CRI","INCOMEINEQ","P90P50","RT","A","2016",3.3,
"CRI","INCOMEINEQ","P90P50","RT","A","2017",3.4,
"CRI","INCOMEINEQ","P90P50","RT","A","2018",3.3,
"CRI","INCOMEINEQ","P90P50","RT","A","2019",3.3,
"CRI","INCOMEINEQ","P90P50","RT","A","2020",3.6,
"CRI","INCOMEINEQ","P90P50","RT","A","2021",3.4,
"CRI","INCOMEINEQ","S80S20","RT","A","2010",12.1,
"CRI","INCOMEINEQ","S80S20","RT","A","2011",13.1,
"CRI","INCOMEINEQ","S80S20","RT","A","2012",13.5,
"CRI","INCOMEINEQ","S80S20","RT","A","2013",14.3,
"CRI","INCOMEINEQ","S80S20","RT","A","2014",13.7,
"CRI","INCOMEINEQ","S80S20","RT","A","2015",13.4,
"CRI","INCOMEINEQ","S80S20","RT","A","2016",13.5,
"CRI","INCOMEINEQ","S80S20","RT","A","2017",13,
"CRI","INCOMEINEQ","S80S20","RT","A","2018",13.2,
"CRI","INCOMEINEQ","S80S20","RT","A","2019",12.7,
"CRI","INCOMEINEQ","S80S20","RT","A","2020",14.5,
"CRI","INCOMEINEQ","S80S20","RT","A","2021",13.3,
"CRI","INCOMEINEQ","GINI","INEQ","A","2010",0.472,
"CRI","INCOMEINEQ","GINI","INEQ","A","2011",0.48,
"CRI","INCOMEINEQ","GINI","INEQ","A","2012",0.483,
"CRI","INCOMEINEQ","GINI","INEQ","A","2013",0.494,
"CRI","INCOMEINEQ","GINI","INEQ","A","2014",0.485,
"CRI","INCOMEINEQ","GINI","INEQ","A","2015",0.479,
"CRI","INCOMEINEQ","GINI","INEQ","A","2016",0.484,
"CRI","INCOMEINEQ","GINI","INEQ","A","2017",0.48,
"CRI","INCOMEINEQ","GINI","INEQ","A","2018",0.479,
"CRI","INCOMEINEQ","GINI","INEQ","A","2019",0.478,
"CRI","INCOMEINEQ","GINI","INEQ","A","2020",0.497,
"CRI","INCOMEINEQ","GINI","INEQ","A","2021",0.487,
"IND","INCOMEINEQ","P50P10","RT","A","2004",2.9,
"IND","INCOMEINEQ","P50P10","RT","A","2011",2.9,
"IND","INCOMEINEQ","P90P10","RT","A","2004",9.1,
"IND","INCOMEINEQ","P90P10","RT","A","2011",9.4,
"IND","INCOMEINEQ","P90P50","RT","A","2004",3.2,
"IND","INCOMEINEQ","P90P50","RT","A","2011",3.2,
"IND","INCOMEINEQ","S80S20","RT","A","2004",12.5,
"IND","INCOMEINEQ","S80S20","RT","A","2011",13.4,
"IND","INCOMEINEQ","GINI","INEQ","A","2004",0.482,
"IND","INCOMEINEQ","GINI","INEQ","A","2011",0.495,
"RUS","INCOMEINEQ","S80S20","RT","A","2011",7.1,
"RUS","INCOMEINEQ","S80S20","RT","A","2016",5.5,
"RUS","INCOMEINEQ","S80S20","RT","A","2017",5.1,
"ZAF","INCOMEINEQ","P50P10","RT","A","2015",4.2,
"ZAF","INCOMEINEQ","P50P10","RT","A","2017",4.2,
"ZAF","INCOMEINEQ","P90P10","RT","A","2015",21.8,
"ZAF","INCOMEINEQ","P90P10","RT","A","2017",22.3,
"ZAF","INCOMEINEQ","P90P50","RT","A","2015",5.2,
"ZAF","INCOMEINEQ","P90P50","RT","A","2017",5.3,
"ZAF","INCOMEINEQ","S80S20","RT","A","2015",33.1,
"ZAF","INCOMEINEQ","S80S20","RT","A","2017",32.4,
"ZAF","INCOMEINEQ","GINI","INEQ","A","2015",0.626,
"ZAF","INCOMEINEQ","GINI","INEQ","A","2017",0.618,
"BRA","INCOMEINEQ","P90P10","RT","A","2006",10.3,
"BRA","INCOMEINEQ","P90P10","RT","A","2009",8.8,
"BRA","INCOMEINEQ","P90P10","RT","A","2011",9.3,
"BRA","INCOMEINEQ","P90P10","RT","A","2013",8.7,
"BRA","INCOMEINEQ","P90P10","RT","A","2016",9.7,
"BRA","INCOMEINEQ","GINI","INEQ","A","2006",0.509,
"BRA","INCOMEINEQ","GINI","INEQ","A","2009",0.485,
"BRA","INCOMEINEQ","GINI","INEQ","A","2011",0.482,
"BRA","INCOMEINEQ","GINI","INEQ","A","2013",0.469,
"BRA","INCOMEINEQ","GINI","INEQ","A","2016",0.481,
"AUS","INCOMEINEQ","PALMA","RT","A","2012",1.24,
"AUS","INCOMEINEQ","PALMA","RT","A","2014",1.34,
"AUS","INCOMEINEQ","PALMA","RT","A","2016",1.26,
"AUS","INCOMEINEQ","PALMA","RT","A","2018",1.3,
"AUT","INCOMEINEQ","PALMA","RT","A","2007",1,
"AUT","INCOMEINEQ","PALMA","RT","A","2008",0.99,
"AUT","INCOMEINEQ","PALMA","RT","A","2009",1.03,
"AUT","INCOMEINEQ","PALMA","RT","A","2010",0.98,
"AUT","INCOMEINEQ","PALMA","RT","A","2011",0.99,
"AUT","INCOMEINEQ","PALMA","RT","A","2012",0.96,
"AUT","INCOMEINEQ","PALMA","RT","A","2013",0.99,
"AUT","INCOMEINEQ","PALMA","RT","A","2014",0.97,
"AUT","INCOMEINEQ","PALMA","RT","A","2015",0.96,
"AUT","INCOMEINEQ","PALMA","RT","A","2016",1,
"AUT","INCOMEINEQ","PALMA","RT","A","2017",0.96,
"AUT","INCOMEINEQ","PALMA","RT","A","2018",0.98,
"AUT","INCOMEINEQ","PALMA","RT","A","2019",0.95,
"BEL","INCOMEINEQ","PALMA","RT","A","2018",0.89,
"BEL","INCOMEINEQ","PALMA","RT","A","2019",0.9,
"CAN","INCOMEINEQ","PALMA","RT","A","1976",1.09,
"CAN","INCOMEINEQ","PALMA","RT","A","1977",0.99,
"CAN","INCOMEINEQ","PALMA","RT","A","1978",1.04,
"CAN","INCOMEINEQ","PALMA","RT","A","1979",1,
"CAN","INCOMEINEQ","PALMA","RT","A","1980",1.01,
"CAN","INCOMEINEQ","PALMA","RT","A","1981",0.99,
"CAN","INCOMEINEQ","PALMA","RT","A","1982",1.03,
"CAN","INCOMEINEQ","PALMA","RT","A","1983",1.07,
"CAN","INCOMEINEQ","PALMA","RT","A","1984",1.06,
"CAN","INCOMEINEQ","PALMA","RT","A","1985",1.04,
"CAN","INCOMEINEQ","PALMA","RT","A","1986",1.04,
"CAN","INCOMEINEQ","PALMA","RT","A","1987",1.02,
"CAN","INCOMEINEQ","PALMA","RT","A","1988",1,
"CAN","INCOMEINEQ","PALMA","RT","A","1989",0.99,
"CAN","INCOMEINEQ","PALMA","RT","A","1990",1.02,
"CAN","INCOMEINEQ","PALMA","RT","A","1991",1.06,
"CAN","INCOMEINEQ","PALMA","RT","A","1992",1.05,
"CAN","INCOMEINEQ","PALMA","RT","A","1993",1.02,
"CAN","INCOMEINEQ","PALMA","RT","A","1994",1.02,
"CAN","INCOMEINEQ","PALMA","RT","A","1995",1.04,
"CAN","INCOMEINEQ","PALMA","RT","A","1996",1.08,
"CAN","INCOMEINEQ","PALMA","RT","A","1997",1.1,
"CAN","INCOMEINEQ","PALMA","RT","A","1998",1.14,
"CAN","INCOMEINEQ","PALMA","RT","A","1999",1.13,
"CAN","INCOMEINEQ","PALMA","RT","A","2000",1.19,
"CAN","INCOMEINEQ","PALMA","RT","A","2001",1.19,
"CAN","INCOMEINEQ","PALMA","RT","A","2002",1.2,
"CAN","INCOMEINEQ","PALMA","RT","A","2003",1.18,
"CAN","INCOMEINEQ","PALMA","RT","A","2004",1.22,
"CAN","INCOMEINEQ","PALMA","RT","A","2005",1.18,
"CAN","INCOMEINEQ","PALMA","RT","A","2006",1.18,
"CAN","INCOMEINEQ","PALMA","RT","A","2007",1.19,
"CAN","INCOMEINEQ","PALMA","RT","A","2008",1.18,
"CAN","INCOMEINEQ","PALMA","RT","A","2009",1.18,
"CAN","INCOMEINEQ","PALMA","RT","A","2010",1.18,
"CAN","INCOMEINEQ","PALMA","RT","A","2011",1.16,
"CAN","INCOMEINEQ","PALMA","RT","A","2012",1.19,
"CAN","INCOMEINEQ","PALMA","RT","A","2013",1.2,
"CAN","INCOMEINEQ","PALMA","RT","A","2014",1.16,
"CAN","INCOMEINEQ","PALMA","RT","A","2015",1.19,
"CAN","INCOMEINEQ","PALMA","RT","A","2016",1.13,
"CAN","INCOMEINEQ","PALMA","RT","A","2017",1.15,
"CAN","INCOMEINEQ","PALMA","RT","A","2018",1.1,
"CAN","INCOMEINEQ","PALMA","RT","A","2019",1.09,
"CZE","INCOMEINEQ","PALMA","RT","A","2004",0.94,
"CZE","INCOMEINEQ","PALMA","RT","A","2005",0.91,
"CZE","INCOMEINEQ","PALMA","RT","A","2006",0.91,
"CZE","INCOMEINEQ","PALMA","RT","A","2007",0.89,
"CZE","INCOMEINEQ","PALMA","RT","A","2008",0.91,
"CZE","INCOMEINEQ","PALMA","RT","A","2009",0.9,
"CZE","INCOMEINEQ","PALMA","RT","A","2010",0.91,
"CZE","INCOMEINEQ","PALMA","RT","A","2011",0.9,
"CZE","INCOMEINEQ","PALMA","RT","A","2012",0.88,
"CZE","INCOMEINEQ","PALMA","RT","A","2013",0.91,
"CZE","INCOMEINEQ","PALMA","RT","A","2014",0.9,
"CZE","INCOMEINEQ","PALMA","RT","A","2015",0.89,
"CZE","INCOMEINEQ","PALMA","RT","A","2016",0.87,
"CZE","INCOMEINEQ","PALMA","RT","A","2017",0.85,
"CZE","INCOMEINEQ","PALMA","RT","A","2018",0.85,
"CZE","INCOMEINEQ","PALMA","RT","A","2019",0.84,
"DNK","INCOMEINEQ","PALMA","RT","A","2011",0.86,
"DNK","INCOMEINEQ","PALMA","RT","A","2012",0.86,
"DNK","INCOMEINEQ","PALMA","RT","A","2013",0.88,
"DNK","INCOMEINEQ","PALMA","RT","A","2014",0.89,
"DNK","INCOMEINEQ","PALMA","RT","A","2015",0.93,
"DNK","INCOMEINEQ","PALMA","RT","A","2016",0.91,
"DNK","INCOMEINEQ","PALMA","RT","A","2017",0.93,
"DNK","INCOMEINEQ","PALMA","RT","A","2018",0.92,
"FIN","INCOMEINEQ","PALMA","RT","A","1987",0.68,
"FIN","INCOMEINEQ","PALMA","RT","A","1988",0.7,
"FIN","INCOMEINEQ","PALMA","RT","A","1989",0.71,
"FIN","INCOMEINEQ","PALMA","RT","A","1990",0.7,
"FIN","INCOMEINEQ","PALMA","RT","A","1991",0.69,
"FIN","INCOMEINEQ","PALMA","RT","A","1992",0.69,
"FIN","INCOMEINEQ","PALMA","RT","A","1993",0.71,
"FIN","INCOMEINEQ","PALMA","RT","A","1994",0.72,
"FIN","INCOMEINEQ","PALMA","RT","A","1995",0.74,
"FIN","INCOMEINEQ","PALMA","RT","A","1996",0.75,
"FIN","INCOMEINEQ","PALMA","RT","A","1997",0.8,
"FIN","INCOMEINEQ","PALMA","RT","A","1998",0.83,
"FIN","INCOMEINEQ","PALMA","RT","A","1999",0.87,
"FIN","INCOMEINEQ","PALMA","RT","A","2000",0.89,
"FIN","INCOMEINEQ","PALMA","RT","A","2001",0.92,
"FIN","INCOMEINEQ","PALMA","RT","A","2002",0.9,
"FIN","INCOMEINEQ","PALMA","RT","A","2003",0.92,
"FIN","INCOMEINEQ","PALMA","RT","A","2004",0.94,
"FIN","INCOMEINEQ","PALMA","RT","A","2005",0.94,
"FIN","INCOMEINEQ","PALMA","RT","A","2006",0.95,
"FIN","INCOMEINEQ","PALMA","RT","A","2007",0.95,
"FIN","INCOMEINEQ","PALMA","RT","A","2008",0.93,
"FIN","INCOMEINEQ","PALMA","RT","A","2009",0.9,
"FIN","INCOMEINEQ","PALMA","RT","A","2010",0.92,
"FIN","INCOMEINEQ","PALMA","RT","A","2011",0.92,
"FIN","INCOMEINEQ","PALMA","RT","A","2012",0.9,
"FIN","INCOMEINEQ","PALMA","RT","A","2013",0.91,
"FIN","INCOMEINEQ","PALMA","RT","A","2014",0.89,
"FIN","INCOMEINEQ","PALMA","RT","A","2015",0.91,
"FIN","INCOMEINEQ","PALMA","RT","A","2016",0.91,
"FIN","INCOMEINEQ","PALMA","RT","A","2017",0.94,
"FIN","INCOMEINEQ","PALMA","RT","A","2018",0.95,
"FRA","INCOMEINEQ","PALMA","RT","A","2012",1.16,
"FRA","INCOMEINEQ","PALMA","RT","A","2013",1.07,
"FRA","INCOMEINEQ","PALMA","RT","A","2014",1.08,
"FRA","INCOMEINEQ","PALMA","RT","A","2015",1.1,
"FRA","INCOMEINEQ","PALMA","RT","A","2016",1.07,
"FRA","INCOMEINEQ","PALMA","RT","A","2017",1.08,
"FRA","INCOMEINEQ","PALMA","RT","A","2018",1.14,
"FRA","INCOMEINEQ","PALMA","RT","A","2019",1.08,
"DEU","INCOMEINEQ","PALMA","RT","A","2008",1.02,
"DEU","INCOMEINEQ","PALMA","RT","A","2011",1.06,
"DEU","INCOMEINEQ","PALMA","RT","A","2012",1.05,
"DEU","INCOMEINEQ","PALMA","RT","A","2013",1.06,
"DEU","INCOMEINEQ","PALMA","RT","A","2014",1.03,
"DEU","INCOMEINEQ","PALMA","RT","A","2015",1.06,
"DEU","INCOMEINEQ","PALMA","RT","A","2016",1.07,
"DEU","INCOMEINEQ","PALMA","RT","A","2017",1.05,
"DEU","INCOMEINEQ","PALMA","RT","A","2018",1.05,
"GRC","INCOMEINEQ","PALMA","RT","A","2004",1.29,
"GRC","INCOMEINEQ","PALMA","RT","A","2005",1.39,
"GRC","INCOMEINEQ","PALMA","RT","A","2006",1.32,
"GRC","INCOMEINEQ","PALMA","RT","A","2007",1.27,
"GRC","INCOMEINEQ","PALMA","RT","A","2008",1.26,
"GRC","INCOMEINEQ","PALMA","RT","A","2009",1.29,
"GRC","INCOMEINEQ","PALMA","RT","A","2010",1.31,
"GRC","INCOMEINEQ","PALMA","RT","A","2011",1.29,
"GRC","INCOMEINEQ","PALMA","RT","A","2012",1.33,
"GRC","INCOMEINEQ","PALMA","RT","A","2013",1.34,
"GRC","INCOMEINEQ","PALMA","RT","A","2014",1.32,
"GRC","INCOMEINEQ","PALMA","RT","A","2015",1.33,
"GRC","INCOMEINEQ","PALMA","RT","A","2016",1.29,
"GRC","INCOMEINEQ","PALMA","RT","A","2017",1.2,
"GRC","INCOMEINEQ","PALMA","RT","A","2018",1.12,
"GRC","INCOMEINEQ","PALMA","RT","A","2019",1.14,
"HUN","INCOMEINEQ","PALMA","RT","A","2006",0.93,
