facid,facname,fac_fdr,bed_capacity_type,bed_capacity,county_name
910000043,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,SKILLED NURSING FACILITY,SKILLED NURSING,48,LOS ANGELES
140000118,WASHINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,48,ALAMEDA
250000022,BLYTHE POST ACUTE LLC,SKILLED NURSING FACILITY,SKILLED NURSING,48,RIVERSIDE
240000100,ARROWHEAD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,48,SAN BERNARDINO
030001525,BARTON HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,48,EL DORADO
630013160,COALINGA REGIONAL MEDICAL CENTER DP/SNF,SKILLED NURSING FACILITY,SKILLED NURSING,48,FRESNO
110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,48,SOLANO
060001097,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,48,ORANGE
950000047,COAST CARE CONVALESCENT CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,48,LOS ANGELES
250000101,SAN GORGONIO MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,48,RIVERSIDE
970000085,GLENDALE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,48,LOS ANGELES
630011658,OAKVIEW SKILLED NURSING,SKILLED NURSING FACILITY,SKILLED NURSING,48,VENTURA
930000163,USC KENNETH NORRIS JR. CANCER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,47,LOS ANGELES
930001607,KINDRED HOSPITAL - SANTA ANA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,47,ORANGE
140000092,"ORINDA CARE CENTER, LLC",SKILLED NURSING FACILITY,SKILLED NURSING,47,CONTRA COSTA
030000165,MOUNTAIN MANOR SENIOR RESIDENCE,SKILLED NURSING FACILITY,SKILLED NURSING,47,SACRAMENTO
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,PERINATAL,47,SANTA CLARA
230000006,GLENN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,47,GLENN
240001515,KINDRED HOSPITAL RANCHO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,47,SAN BERNARDINO
080001283,GROSSMONT HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,46,SAN DIEGO
950000027,SANTA FE LODGE,SKILLED NURSING FACILITY,SKILLED NURSING,46,LOS ANGELES
630013873,PALOMAR MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,46,SAN DIEGO
040000025,FOWLER CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,46,FRESNO
030000066,CERES POSTACUTE CARE,SKILLED NURSING FACILITY,SKILLED NURSING,46,STANISLAUS
930000127,TORRANCE MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,46,LOS ANGELES
030000124,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,46,SACRAMENTO
220000088,ST. ANNE'S HOME,SKILLED NURSING FACILITY,SKILLED NURSING,46,SAN FRANCISCO
040000129,VALLEY CHILDREN'S HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,46,MADERA
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,46,LOS ANGELES
060001255,"SOUTH COAST GLOBAL MEDICAL CENTER, INC. D/P SNF",SKILLED NURSING FACILITY,SKILLED NURSING,46,ORANGE
060000167,EXTENDED CARE HOSPITAL OF WESTMINISTER,SKILLED NURSING FACILITY,SPECIAL TREATMENT PROGRAM,46,ORANGE
930000290,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,GENERAL ACUTE CARE HOSPITAL,PERINATAL,46,LOS ANGELES
240000103,ST. BERNARDINE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,46,SAN BERNARDINO
090001561,PARADISE VALLEY HOSP D/P APH BAYVIEW BEHAVIORAL HEALTH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,46,SAN DIEGO
630015778,UCSF MEDICAL CENTER AT MISSION BAY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,46,SAN FRANCISCO
070000046,GREENHILLS MANOR,SKILLED NURSING FACILITY,SKILLED NURSING,45,SANTA CLARA
250001745,BAYSHIRE RANCHO MIRAGE,SKILLED NURSING FACILITY,SKILLED NURSING,45,RIVERSIDE
930000107,MONROVIA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,45,LOS ANGELES
950000083,PENN MAR THERAPEUTIC CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,45,LOS ANGELES
220000081,SAN BRUNO SKILLED NURSING,SKILLED NURSING FACILITY,SKILLED NURSING,45,SAN MATEO
950000277,SERENTO CASA,SKILLED NURSING FACILITY,SKILLED NURSING,45,LOS ANGELES
060001718,SERENTO ROSA,SKILLED NURSING FACILITY,SKILLED NURSING,45,ORANGE
060001680,SAN JUAN CAPISTRANO SENIOR LIVING,SKILLED NURSING FACILITY,SKILLED NURSING,45,ORANGE
010001140,ARBOL RESIDENCES OF SANTA ROSA,SKILLED NURSING FACILITY,SKILLED NURSING,45,SONOMA
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,45,SACRAMENTO
080001515,TORREY PINES SENIOR LIVING,SKILLED NURSING FACILITY,SKILLED NURSING,45,SAN DIEGO
930000004,CEDARS-SINAI MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,45,LOS ANGELES
080001502,BAYSHIRE CARLSBAD,SKILLED NURSING FACILITY,SKILLED NURSING,45,SAN DIEGO
920000312,TOTALLY KIDS SPECIALTY HEALTHCARE-SUN VALLEY,SKILLED NURSING FACILITY,SKILLED NURSING,45,LOS ANGELES
920000310,BROOKDALE NORTHRIDGE,SKILLED NURSING FACILITY,SKILLED NURSING,45,LOS ANGELES
120001444,KAWEAH HEALTH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,45,TULARE
050001383,CAMARILLO SENIOR LIVING,SKILLED NURSING FACILITY,SKILLED NURSING,45,VENTURA
140000396,SHIELDS NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,45,CONTRA COSTA
030000122,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,45,STANISLAUS
250000041,THE BRADLEY GARDENS,SKILLED NURSING FACILITY,SKILLED NURSING,44,RIVERSIDE
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,44,LOS ANGELES
930000162,RONALD REAGAN UCLA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,44,LOS ANGELES
140000574,ALHAMBRA CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,44,CONTRA COSTA
120001402,DELTA NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,44,TULARE
250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,44,RIVERSIDE
930000564,SAN GABRIEL VALLEY MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,44,LOS ANGELES
060000027,LAC/HARBOR UCLA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,44,LOS ANGELES
140000014,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,44,ALAMEDA
910000076,SANTA MONICA CONVALESCENT CENTER II,SKILLED NURSING FACILITY,SKILLED NURSING,44,LOS ANGELES
630006021,VI AT PALO ALTO,SKILLED NURSING FACILITY,SKILLED NURSING,44,SANTA CLARA
930001545,NORTH HOLLYWOOD DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,44,LOS ANGELES
060001360,KINDRED HOSPITAL BREA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,44,ORANGE
020000119,REDWOOD HEALTHCARE CENTER LLC,SKILLED NURSING FACILITY,SKILLED NURSING,44,ALAMEDA
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,PERINATAL,44,SANTA CLARA
110000378,NORTHBAY VACAVALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,44,SOLANO
050000017,GOLETA VALLEY COTTAGE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,44,SANTA BARBARA
950000068,LAUREL PARK BEHAVIORAL HEALTH CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,43,LOS ANGELES
220000085,THE SEQUOIAS,SKILLED NURSING FACILITY,SKILLED NURSING,43,SAN MATEO
080000035,RADY CHILDREN'S CONVALESCENT HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,43,SAN DIEGO
140000344,CONTRA COSTA REGIONAL MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,43,CONTRA COSTA
060000060,PROVIDENCE MISSION HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,43,ORANGE
050000192,VENTURA COUNTY MEDICAL CENTER INPATIENT D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,43,VENTURA
020000064,ST PAULS TOWERS,SKILLED NURSING FACILITY,SKILLED NURSING,43,ALAMEDA
950000104,ROYAL GARDENS HEALTHCARE,SKILLED NURSING FACILITY,SKILLED NURSING,43,LOS ANGELES
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,SANTA CLARA
060000038,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,LOS ANGELES
100000097,SAYLOR LANE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,42,SACRAMENTO
970000091,ARARAT CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,42,LOS ANGELES
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,LOS ANGELES
060001166,FOOTHILL REGIONAL MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,42,ORANGE
040000129,VALLEY CHILDREN'S HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,MADERA
930000547,LONG BEACH MEMORIAL MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,42,LOS ANGELES
930000782,SAN GABRIEL VALLEY MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,42,LOS ANGELES
050000021,MARIAN REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,42,SANTA BARBARA
930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,42,LOS ANGELES
140000188,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,ALAMEDA
080001583,CENTRAL COAST KIDNEY CENTER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,42,SANTA BARBARA
930000050,KAISER FOUNDATION HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,42,LOS ANGELES
960000947,HELEN EVANS HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD,42,LOS ANGELES
140000191,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,42,CONTRA COSTA
110000070,ADVENTIST HEALTH UKIAH VALLEY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,41,MENDOCINO
930001707,CENTURY CITY DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,41,LOS ANGELES
910000075,SANTA MONICA CONVALESCENT CENTER I,SKILLED NURSING FACILITY,SKILLED NURSING,41,LOS ANGELES
940000010,BEL VISTA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,41,LOS ANGELES
120000409,RIDGECREST REGIONAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,41,KERN
120000342,KERN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,41,KERN
930001207,HUNTINGTON MEMORIAL HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,41,LOS ANGELES
630005081,EAST L. A. DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,41,LOS ANGELES
970000037,"FLOWER VILLA, INC.",SKILLED NURSING FACILITY,SKILLED NURSING,41,LOS ANGELES
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,41,EL DORADO
120001444,KAWEAH HEALTH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,41,TULARE
060000130,PARKVIEW HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,41,ORANGE
970000180,MONTE VISTA GROVE HOMES,SKILLED NURSING FACILITY,SKILLED NURSING,40,LOS ANGELES
230000405,ENLOE REHABILITATION CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,40,BUTTE
630016855,DEER PARK DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,40,SACRAMENTO
060000040,LAC+USC MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,40,LOS ANGELES
930000205,INGLEWOOD DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,40,LOS ANGELES
930000558,SAINT FRANCIS MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,40,LOS ANGELES
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,40,SACRAMENTO
250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,40,RIVERSIDE
930000628,NORTHRIDGE HOSPITAL MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,40,LOS ANGELES
630017757,AHC HEALTHCARE OF SACRAMENTO,SKILLED NURSING FACILITY,SKILLED NURSING,40,SACRAMENTO
240001788,FRESNO DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,40,FRESNO
930000676,AMERICAN RECOVERY CENTER,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,CHEMICAL DEPENDENCY RECOVERY,40,LOS ANGELES
930000132,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,40,LOS ANGELES
090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,40,SAN DIEGO
050000553,LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,40,VENTURA
020000029,BETHESDA HOME,SKILLED NURSING FACILITY,SKILLED NURSING,40,ALAMEDA
250001276,CORONA REGIONAL MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,40,RIVERSIDE
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,40,SACRAMENTO
930000132,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,40,LOS ANGELES
630013929,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,40,ORANGE
250000270,MISSION CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,40,RIVERSIDE
030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,40,SACRAMENTO
090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,40,SAN DIEGO
930000892,GLENDALE ADVENTIST MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,40,LOS ANGELES
910000035,LOTUS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,40,LOS ANGELES
070000149,SANTA CLARA VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,40,SANTA CLARA
070000149,SANTA CLARA VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,40,SANTA CLARA
930001463,TORRANCE MEMORIAL MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,40,LOS ANGELES
930000219,KIDNEY DIALYSIS CARE UNIT,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,40,LOS ANGELES
050000009,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,39,SAN LUIS OBISPO
240001812,HEMET DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,39,RIVERSIDE
930001558,LOS ANGELES COMMUNITY HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,39,LOS ANGELES
090000338,PARADISE VALLEY HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,39,SAN DIEGO
170001882,PARIS-LAMB HEALTH CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,39,MADERA
060000063,MEMORIALCARE SADDLEBACK MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,39,ORANGE
080000752,GROSSMONT GARDENS,SKILLED NURSING FACILITY,SKILLED NURSING,39,SAN DIEGO
120000701,MERCY SOUTHWEST HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,39,KERN
120000319,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,39,KERN
230000330,EASTERN PLUMAS HOSPITAL - LOYALTON CAMPUS D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,39,SIERRA
110000982,NOVATO COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,39,MARIN
930001644,U.S. RENAL CARE PANORAMA CITY DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,39,LOS ANGELES
630012500,QUALITY DIALYSIS CENTER OF SAN GABRIEL,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,39,LOS ANGELES
220000205,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN FRANCISCO
630012080,KINDRED HOSPITAL BREA D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,38,ORANGE
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,38,SAN DIEGO
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES
930000809,PACIFICA HOSPITAL OF THE VALLEY D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,38,LOS ANGELES
030000108,SUTTER AMADOR HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,38,AMADOR
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES
220000053,DEVONSHIRE OAKS NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN MATEO
930000123,POMONA VALLEY HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES
080000100,WHITE SANDS OF LA JOLLA,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN DIEGO
010000029,HEALDSBURG SENIOR LIVING COMMUNITY,SKILLED NURSING FACILITY,SKILLED NURSING,38,SONOMA
080001565,SANTA BARBARA ARTIFICIAL KIDNEY CENTER LLC,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,38,SANTA BARBARA
930000026,HUNTINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES
100000086,PLYMOUTH SQUARE,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN JOAQUIN
250000095,THE GROVE CARE AND WELLNESS,SKILLED NURSING FACILITY,SKILLED NURSING,38,RIVERSIDE
060000066,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,GENERAL ACUTE CARE HOSPITAL,CHEMICAL DEPENDENCY RECOVERY,38,ORANGE
930001520,SAN GABRIEL DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,38,LOS ANGELES
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES
240001785,NORTHEAST DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,38,KERN
060000697,LAC/HARBOR-UCLA MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,38,LOS ANGELES
050000022,COTTAGE REHABILITATION HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,38,SANTA BARBARA
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,SANTA CLARA
930001542,PREMIER DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,38,LOS ANGELES
030001254,KAISER FOUNDATION HOSPITAL MANTECA D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN JOAQUIN
170001886,"SUBSTANCE ABUSE TREATMENT FACILITY, CTC (SATF-CTC)",CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,38,KINGS
060000011,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,38,ORANGE
250001277,CORONA REGIONAL MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,38,RIVERSIDE
630015029,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,GENERAL ACUTE CARE HOSPITAL,PERINATAL,38,ALAMEDA
930000114,COLLEGE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,ACUTE PSYCHIATRIC CARE,37,LOS ANGELES
140000188,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,37,ALAMEDA
120001330,BAKERSFIELD HEART HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,37,KERN
230000334,TAHOE FOREST HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,37,NEVADA
630011745,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,GENERAL ACUTE CARE HOSPITAL,PERINATAL,37,ORANGE
240001821,DIAMOND VALLEY DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,RIVERSIDE
630017852,HIDDEN VALLEY DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,SAN DIEGO
230000016,SHASTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,37,SHASTA
930001737,FMC DIALYSIS SERVICES OF BELLFLOWER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,LOS ANGELES
630017544,INDIO DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,RIVERSIDE
630011225,NORTH GLENDALE DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,LOS ANGELES
080001596,ANAHEIM DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,ORANGE
930000112,NORWALK COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,37,LOS ANGELES
060000673,ST. JOSEPH HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,37,ORANGE
050000039,VENTURA COUNTY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,37,VENTURA
100001676,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,SKILLED NURSING FACILITY,SKILLED NURSING,37,YOLO
630017331,VISTA HEIGHTS DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,RIVERSIDE
630011137,REDLANDS DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,SAN BERNARDINO
140001258,SATELLITE HEALTHCARE WATSONVILLE,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,SANTA CRUZ
140001291,AVONDALE VILLA POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,37,ALAMEDA
930000456,PARAMOUNT DIALYSIS CENTER,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,LOS ANGELES
630018039,RANCHO SAN BERNARDINO DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,37,SAN BERNARDINO
050000280,SANTA BARBARA COTTAGE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,37,SANTA BARBARA
220001048,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - SARATOGA PEDIAT,SKILLED NURSING FACILITY,SKILLED NURSING,37,SANTA CLARA
930000002,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,PERINATAL,37,LOS ANGELES
