"year","state_abbr","state_name","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
1996,"OK","Oklahoma",3301000,19710,223,1545,,3519,14423,166892,41447,109506,15939,""
1996,"OR","Oregon",3204000,14837,129,1272,,3914,9522,177295,31664,128618,17013,""
1996,"PA","Pennsylvania",12056000,57905,686,3034,,22784,31401,370851,71357,250758,48736,""
1996,"RI","Rhode Island",990000,3437,25,287,,824,2301,36099,8135,23367,4597,""
1996,"SC","South Carolina",3699000,36875,332,1821,,6361,28361,192986,47487,129650,15849,""
1996,"SD","South Dakota",732000,1297,9,300,,138,850,20443,4077,15532,834,""
1996,"TN","Tennessee",5320000,41175,503,2475,,11902,26295,248729,61896,152405,34428,""
1996,"TX","Texas",19128000,123270,1477,8376,,32804,80613,968732,204390,659414,104928,""
1996,"UT","Utah",2000000,6638,63,836,,1377,4362,113079,16965,87542,8572,""
1996,"VA","Virginia",6675000,22782,500,1783,,8181,12318,242100,39255,184237,18608,""
1996,"VT","Vermont",589000,714,11,159,,91,453,16973,3964,12124,885,""
1996,"WA","Washington",5533000,23857,255,2828,,6587,14187,303111,58512,215706,28893,""
1996,"WI","Wisconsin",5160000,13039,204,1086,,4982,6767,184143,30356,135941,17846,""
1996,"WV","West Virginia",1826000,3836,69,358,,737,2672,41510,9979,28300,3231,""
1996,"WY","Wyoming",481000,1201,16,140,,98,947,19261,3184,15408,669,""
1997,"","",267783607,1636099,18211,96153,,498534,1023201,11558975,2461026,7743760,1354189,""
1997,"AK","Alaska",609000,4270,54,403,,648,3165,27840,4276,20780,2784,""
1997,"AL","Alabama",4319000,24379,426,1396,,6931,15626,186809,43786,127616,15407,""
1997,"AR","Arkansas",2523000,13293,250,1098,,2814,9131,105759,25568,72253,7938,""
1997,"AZ","Arizona",4555000,28411,375,1492,,7547,18997,299323,60077,195045,44201,""
1997,"CA","California",32268000,257582,2579,10189,,81468,163346,1312367,299240,784405,228722,""
1997,"CO","Colorado",3893000,14139,157,1677,,3242,9063,166902,30994,119801,16107,""
1997,"CT","Connecticut",3270000,12781,124,740,,4999,6918,117505,24143,78821,14541,""
1997,"DC","District of Columbia",529000,10708,301,218,,4501,5688,41341,6963,26809,7569,""
1997,"DE","Delaware",732000,5753,22,428,,1783,3520,36578,6421,25904,4253,""
1997,"FL","Florida",14654000,149996,1012,7599,,40459,100926,915613,213926,594492,107195,""
1997,"GA","Georgia",7486000,45408,563,2328,,15473,27044,388155,81320,262263,44572,""
1997,"HI","Hawaii",1187000,3299,47,371,,1403,1478,68193,12741,48984,6468,""
1997,"IA","Iowa",2852000,8841,52,579,,1593,6617,99986,22003,71301,6682,""
1997,"ID","Idaho",1210000,3107,39,350,,237,2481,44388,9175,32784,2429,""
1997,"IL","Illinois",11896000,102476,1096,4415,,33123,63842,509113,103550,350140,55423,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
1997,"IN","Indiana",5864000,30179,430,1928,,7763,20058,231723,48182,158442,25099,""
1997,"KS","Kansas",2595000,11151,150,1179,,2535,7287,122553,24292,91823,6438,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program."
1997,"KY","Kentucky",3908000,12386,228,1304,,3546,7308,109819,26638,73487,9694,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total."
1997,"LA","Louisiana",4352000,37248,682,1799,,10407,24360,243423,53935,163114,26374,""
1997,"MA","Massachusetts",6118000,39411,119,1647,,6676,30969,185437,40491,115494,29452,""
1997,"MD","Maryland",5094000,43127,502,1814,,17157,23654,244842,47918,166256,30668,""
1997,"ME","Maine",1242000,1500,25,254,,257,964,37396,8241,27513,1642,""
1997,"MI","Michigan",9774000,57663,759,5070,,14934,36900,422916,80726,276863,65327,""
1997,"MN","Minnesota",4686000,15827,129,2446,,5373,7879,191006,35265,137872,17869,""
1997,"MO","Missouri",5402000,31192,426,1525,,8430,20811,228889,46900,155472,26517,""
1997,"MS","Mississippi",2731000,12808,358,1065,,3741,7644,113644,32429,71887,9328,""
1997,"MT","Montana",879000,1161,42,171,,179,769,37592,5002,30411,2179,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Montana is categorized were applied to the valid 1996 state total to effect the 1997 state total."
1997,"NC","North Carolina",7425000,45071,614,2348,,12817,29292,362672,100002,238228,24442,""
1997,"ND","North Dakota",641000,559,6,159,,41,353,16821,2300,13367,1154,""
1997,"NE","Nebraska",1657000,7265,50,406,,1097,5712,63717,9813,48363,5541,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which New Hampshire is categorized were applied to the valid 1996 state total to effect the 1997 state total."
1997,"NH","New Hampshire",1173000,1328,16,395,,274,643,29635,4612,23430,1593,""
1997,"NJ","New Jersey",8053000,39673,337,1729,,16957,20650,287038,60894,184979,41165,""
1997,"NM","New Mexico",1730000,14762,134,872,,2966,10790,104721,25126,67188,12407,""
1997,"NV","Nevada",1677000,13395,187,1005,,5071,7132,88307,21975,53112,13220,""
1997,"NY","New York",18137000,124890,1093,4075,,56094,63628,584438,118306,386435,79697,""
1997,"OH","Ohio",11186000,48706,523,4566,,17755,25862,455799,94972,315908,45419,""
1997,"OK","Oklahoma",3317000,18560,229,1517,,3446,13368,163698,40015,109039,14644,""
1997,"OR","Oregon",3243000,14412,95,1306,,3811,9200,188916,33507,136129,19280,""
1997,"PA","Pennsylvania",12020000,53140,705,3289,,18788,30358,359323,68218,246892,44213,""
1997,"RI","Rhode Island",987000,3292,25,363,,707,2197,32777,7083,21499,4195,""
1997,"SC","South Carolina",3760000,37235,314,1837,,6624,28460,193402,46322,131325,15755,""
1997,"SD","South Dakota",738000,1457,10,357,,172,918,22491,4088,17545,858,""
1997,"TN","Tennessee",5368000,42389,511,3056,,11487,27335,253484,62899,156843,33742,""
1997,"TX","Texas",19439000,117126,1327,8011,,30522,77266,948231,201059,645451,101721,""
1997,"UT","Utah",2059000,6878,50,977,,1408,4443,116569,18335,89090,9144,""
1997,"VA","Virginia",6734000,23249,488,1819,,8384,12558,237773,38475,180406,18892,""
1997,"VT","Vermont",589000,705,9,156,,79,461,15953,3611,11542,800,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Vermont is categorized were applied to the valid 1996 state total to effect the 1997 state total."
1997,"WA","Washington",5610000,24724,244,2885,,6734,14864,307742,62064,213823,31855,""
1997,"WI","Wisconsin",5170000,13988,205,1048,,5214,7521,176145,29503,131002,15640,""
1997,"WV","West Virginia",1816000,3971,75,355,,782,2759,40868,10647,26934,3287,""
1997,"WY","Wyoming",480000,1225,17,137,,85,986,18843,2998,15198,647,""
1998,"","",270248003,1533887,16974,93144,,447186,976583,10951827,2332735,7376311,1242781,""
1998,"AK","Alaska",614000,4015,41,421,,532,3021,25316,4098,18611,2607,""
1998,"AL","Alabama",4352000,22286,354,1443,,5698,14791,177779,41965,120943,14871,""
1998,"AR","Arkansas",2538000,12442,201,893,,2442,8906,96271,23559,65525,7187,""
1998,"AZ","Arizona",4669000,26984,376,1451,,7715,17442,280001,56473,183137,40391,""
1998,"CA","California",32667000,229883,2171,9782,,68782,149148,1188791,269012,724262,195517,""
1998,"CO","Colorado",3971000,15008,183,1883,,3238,9704,163189,31231,115871,16087,""
1998,"CT","Connecticut",3274000,11993,135,728,,4379,6751,111978,21801,77472,12705,""
1998,"DC","District of Columbia",523000,8988,260,190,,3606,4932,37222,6361,24360,6501,""
1998,"DE","Delaware",744000,5672,21,499,,1445,3707,34230,6395,24649,3186,"The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide."
1998,"FL","Florida",14916000,140016,967,7404,,36198,95447,887107,203105,579752,104250,""
1998,"GA","Georgia",7642000,43762,618,2322,,14308,26514,373717,75720,255459,42538,""
1998,"HI","Hawaii",1193000,2946,24,352,,1225,1345,60677,11169,43914,5594,""
1998,"IA","Iowa",2862000,8916,54,728,,1456,6678,91272,19282,66016,5974,""
1998,"ID","Idaho",1229000,3468,36,386,,264,2782,42185,8518,31385,2282,""
1998,"IL","Illinois",12045000,97291,1008,4095,,29927,62261,487915,97792,337191,52932,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
1998,"IN","Indiana",5899000,25423,454,1952,,6561,16456,220529,46552,152790,21187,""
1998,"KS","Kansas",2629000,10972,173,1128,,2287,7384,117114,24984,85329,6801,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  To arrive at 1998 estimates, 1997 state totals supplied by the Kansas State UCR Program were updated using 1998 crime trends for the West North Central Division."
1998,"KY","Kentucky",3936000,12909,237,1107,,3468,8097,109721,27998,71971,9752,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received."
1998,"LA","Louisiana",4369000,34057,560,1609,,8651,23237,232378,51210,157507,23661,""
1998,"MA","Massachusetts",6147000,38192,124,1687,,5938,30443,173011,37333,109275,26403,""
1998,"MD","Maryland",5135000,40903,513,1714,,15339,23337,234624,47393,159019,28212,""
1998,"ME","Maine",1244000,1566,26,225,,263,1052,36261,8295,26457,1509,""
1998,"MI","Michigan",9817000,60947,721,4946,,15293,39987,398773,82249,258186,58338,""
1998,"MN","Minnesota",4725000,14656,121,2358,,4371,7806,176541,32486,128689,15366,""
1998,"MO","Missouri",5439000,30222,399,1463,,8116,20244,232284,47455,160363,24466,""
1998,"MS","Mississippi",2752000,11302,315,1026,,3394,6567,109345,31498,68525,9322,""
1998,"MT","Montana",880000,1797,18,235,,232,1312,36564,4575,29940,2049,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Montana is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received."
1998,"NC","North Carolina",7546000,43723,612,2311,,12133,28667,357892,99951,233325,24616,""
1998,"ND","North Dakota",638000,570,7,212,,65,286,16535,2274,13134,1127,""
1998,"NE","Nebraska",1663000,7507,51,417,,1290,5749,65752,10544,49420,5788,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which New Hampshire is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received."
1998,"NH","New Hampshire",1185000,1270,18,400,,255,597,27405,3852,22079,1474,""
1998,"NJ","New Jersey",8115000,35720,325,1623,,15109,18663,260810,54459,171166,35185,""
1998,"NM","New Mexico",1737000,16700,190,957,,2839,12714,100011,24213,65031,10767,""
1998,"NV","Nevada",1747000,11244,170,911,,4453,5710,81006,19873,47367,13766,""
1998,"NY","New York",18175000,115915,924,3843,,49125,62023,536287,104821,363295,68171,""
1998,"OH","Ohio",11209000,40628,443,4543,,14960,20682,444438,90805,310612,43021,""
1998,"OK","Oklahoma",3347000,18053,204,1513,,3078,13258,149426,38268,97593,13565,""
1998,"OR","Oregon",3282000,13778,126,1307,,3452,8893,171545,30442,123841,17262,""
1998,"PA","Pennsylvania",12001000,50470,633,3223,,19787,26827,342318,63777,235873,42668,""
1998,"RI","Rhode Island",988000,3084,24,351,,659,2050,31672,6452,21391,3829,""
1998,"SC","South Carolina",3836000,34647,306,1753,,5943,26645,186960,44600,126412,15948,""
1998,"SD","South Dakota",738000,1139,10,258,,149,722,18227,3458,14006,763,""
1998,"TN","Tennessee",5431000,38832,460,2485,,9667,26220,234588,58432,148057,28099,""
1998,"TX","Texas",19760000,111566,1346,7913,,28677,73630,898496,194883,606967,96646,""
1998,"UT","Utah",2100000,6599,65,875,,1385,4274,109025,17070,84255,7700,""
1998,"VA","Virginia",6791000,22115,422,1810,,7171,12712,226461,38094,170012,18355,""
1998,"VT","Vermont",591000,628,13,163,,56,396,17924,3966,13084,874,""
1998,"WA","Washington",5689000,24380,224,2740,,6577,14839,309419,60446,213773,35200,""
1998,"WI","Wisconsin",5224000,13009,190,1037,,4474,7308,172084,29740,128134,14210,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Wisconsin is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received."
1998,"WV","West Virginia",1811000,4503,78,339,,676,3410,41627,11110,27127,3390,""
1998,"WY","Wyoming",481000,1191,23,133,,78,957,17124,2696,13759,669,""
1999,"","",272690813,1426044,15522,89411,,409371,911740,10208334,2100739,6955520,1152075,""
1999,"AK","Alaska",619500,3908,52,517,,566,2773,23099,3787,16654,2658,""
1999,"AL","Alabama",4369862,21421,345,1513,,5297,14266,171398,38648,119616,13134,""
1999,"AR","Arkansas",2551373,10848,143,710,,2024,7971,92283,21692,63927,6664,""
1999,"AZ","Arizona",4778332,26334,384,1383,,7288,17279,255401,49423,167731,38247,""
1999,"CA","California",33145121,207879,2005,9363,,60039,136472,1053285,223814,660991,168480,""
1999,"CO","Colorado",4056133,13811,185,1679,,3056,8891,151002,26979,109228,14795,""
1999,"CT","Connecticut",3282031,11342,107,654,,4054,6527,99894,19298,69299,11297,""
1999,"DC","District of Columbia",519000,8448,241,248,,3344,4615,33420,5067,21701,6652,"District of Columbia data include reports from the Zoological Police"
1999,"DE","Delaware",753538,5534,24,529,,1492,3489,30922,5245,22634,3043,""
1999,"FL","Florida",15111244,129044,859,6990,,31969,89226,808674,181378,534105,93191,""
1999,"GA","Georgia",7788240,41585,583,2319,,12962,25721,359383,71429,247834,40120,""
1999,"HI","Hawaii",1185497,2785,44,354,,1044,1343,54539,9421,40458,4660,""
1999,"IA","Iowa",2869413,8034,43,780,,1051,6160,84463,17012,62316,5135,""
1999,"ID","Idaho",1251700,3066,25,417,,223,2401,36363,7641,26824,1898,""
1999,"IL","Illinois",12128370,83621,939,4297,,26365,52020,463939,86317,320954,56668,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
1999,"IN","Indiana",5942901,22261,391,1607,,6496,13767,201547,42463,138794,20290,""
1999,"KS","Kansas",2654052,10159,160,1065,,2047,6887,107644,21874,79722,6048,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located."
1999,"KY","Kentucky",3960825,12212,203,1148,,3104,7757,104768,25180,70719,8869,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located."
1999,"LA","Louisiana",4372035,32033,468,1448,,7591,22526,219219,47775,149749,21695,""
1999,"MA","Massachusetts",6175169,34023,122,1663,,5931,26307,167437,32964,108845,25628,""
1999,"MD","Maryland",5171634,38447,465,1551,,13636,22795,215973,43230,147296,25447,""
1999,"ME","Maine",1253040,1404,25,239,,243,897,34618,7532,25392,1694,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total."
1999,"MI","Michigan",9863775,56709,695,4849,,14103,37062,369887,76736,236351,56800,""
1999,"MN","Minnesota",4775508,13085,134,2038,,3917,6996,158717,27706,117736,13275,""
1999,"MO","Missouri",5468338,27353,359,1439,,7149,18406,223010,42476,157550,22984,""
1999,"MS","Mississippi",2768619,9671,213,1156,,3091,5211,108560,29109,65919,13532,""
1999,"MT","Montana",882779,2090,22,293,,239,1536,29103,3876,23353,1874,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located."
1999,"NC","North Carolina",7650789,41474,552,2155,,12087,26680,354497,98457,230463,25577,""
1999,"ND","North Dakota",633666,424,10,142,,56,216,14748,2337,11375,1036,""
1999,"NE","Nebraska",1666028,7167,60,414,,1264,5429,61277,10158,45679,5440,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division."
