"数据年月"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"商品编码"	,"商品名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046200	"	,"棉制针织或钩编的女裤	"	,"15240	"	,"条	"	,"6650	"	,"千克	"	,"138,684	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046200	"	,"棉制针织或钩编的女裤	"	,"3600	"	,"条	"	,"1400	"	,"千克	"	,"18,000	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046200	"	,"棉制针织或钩编的女裤	"	,"4568	"	,"条	"	,"1600	"	,"千克	"	,"15,988	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046300	"	,"合成纤维制针织或钩编的女裤	"	,"7518	"	,"条	"	,"2495	"	,"千克	"	,"827	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046300	"	,"合成纤维制针织或钩编的女裤	"	,"6820	"	,"条	"	,"3190	"	,"千克	"	,"248,930	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046300	"	,"合成纤维制针织或钩编的女裤	"	,"1595	"	,"条	"	,"640	"	,"千克	"	,"14,355	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046300	"	,"合成纤维制针织或钩编的女裤	"	,"2087	"	,"条	"	,"704	"	,"千克	"	,"40,056	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046300	"	,"合成纤维制针织或钩编的女裤	"	,"204	"	,"条	"	,"114	"	,"千克	"	,"1,060	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61046900	"	,"其他纺织材料制针织或钩编的女裤	"	,"318	"	,"条	"	,"69	"	,"千克	"	,"1,272	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61062000	"	,"化纤制针织或钩编的女衬衫	"	,"849	"	,"件	"	,"195	"	,"千克	"	,"11,716	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61071100	"	,"棉制针织或钩编的男内裤	"	,"1165	"	,"件	"	,"866	"	,"千克	"	,"2,330	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61072100	"	,"棉制针织或钩编的男长睡衣及睡衣裤	"	,"77008	"	,"件	"	,"42538	"	,"千克	"	,"301,876	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61072100	"	,"棉制针织或钩编的男长睡衣及睡衣裤	"	,"30096	"	,"件	"	,"18810	"	,"千克	"	,"105,336	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61072100	"	,"棉制针织或钩编的男长睡衣及睡衣裤	"	,"63180	"	,"件	"	,"39907	"	,"千克	"	,"239,431	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61082100	"	,"棉制针织或钩编的女三角裤及短衬裤	"	,"22374	"	,"件	"	,"3637	"	,"千克	"	,"25,336	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61083200	"	,"化纤制针织或钩编的女睡衣及睡衣裤	"	,"1576	"	,"件	"	,"945	"	,"千克	"	,"189	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61083200	"	,"化纤制针织或钩编的女睡衣及睡衣裤	"	,"594	"	,"件	"	,"225	"	,"千克	"	,"594	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61089100	"	,"棉制针织或钩编的女浴衣、晨衣及类似品	"	,"2209	"	,"件	"	,"373	"	,"千克	"	,"22	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61089100	"	,"棉制针织或钩编的女浴衣、晨衣及类似品	"	,"650	"	,"件	"	,"70	"	,"千克	"	,"2,600	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61089100	"	,"棉制针织或钩编的女浴衣、晨衣及类似品	"	,"201	"	,"件	"	,"20	"	,"千克	"	,"270	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61089200	"	,"化纤制针织或钩编女浴衣、晨衣及类似品	"	,"803	"	,"件	"	,"100	"	,"千克	"	,"18	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61089200	"	,"化纤制针织或钩编女浴衣、晨衣及类似品	"	,"1373	"	,"件	"	,"62	"	,"千克	"	,"18,694	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61089200	"	,"化纤制针织或钩编女浴衣、晨衣及类似品	"	,"18349	"	,"件	"	,"2623	"	,"千克	"	,"56,645	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61091000	"	,"棉制针织或钩编的Ｔ恤衫、汗衫、背心	"	,"8400	"	,"件	"	,"1238	"	,"千克	"	,"142,380	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61091000	"	,"棉制针织或钩编的Ｔ恤衫、汗衫、背心	"	,"1460	"	,"件	"	,"408	"	,"千克	"	,"11,680	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61091000	"	,"棉制针织或钩编的Ｔ恤衫、汗衫、背心	"	,"1514	"	,"件	"	,"1355	"	,"千克	"	,"6,351	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61099090	"	,"未列名纺材制针织或钩编Ｔ恤衫、汗衫、背心	"	,"10889	"	,"件	"	,"1890	"	,"千克	"	,"25,044	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61099090	"	,"未列名纺材制针织或钩编Ｔ恤衫、汗衫、背心	"	,"2196	"	,"件	"	,"470	"	,"千克	"	,"73,390	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61099090	"	,"未列名纺材制针织或钩编Ｔ恤衫、汗衫、背心	"	,"2853	"	,"件	"	,"800	"	,"千克	"	,"9,311	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101100	"	,"羊毛制针织钩编套头衫开襟衫外穿背心及似品	"	,"1091	"	,"件	"	,"234	"	,"千克	"	,"42,811	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101100	"	,"羊毛制针织钩编套头衫开襟衫外穿背心及似品	"	,"113	"	,"件	"	,"64	"	,"千克	"	,"2,234	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101100	"	,"羊毛制针织钩编套头衫开襟衫外穿背心及似品	"	,"358	"	,"件	"	,"77	"	,"千克	"	,"12,258	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101200	"	,"喀什米尔山羊细毛制针织钩编套头衫开襟衫等	"	,"1146	"	,"件	"	,"245	"	,"千克	"	,"56,801	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101200	"	,"喀什米尔山羊细毛制针织钩编套头衫开襟衫等	"	,"1148	"	,"件	"	,"233	"	,"千克	"	,"62,874	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101200	"	,"喀什米尔山羊细毛制针织钩编套头衫开襟衫等	"	,"311	"	,"件	"	,"99	"	,"千克	"	,"21,808	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61101200	"	,"喀什米尔山羊细毛制针织钩编套头衫开襟衫等	"	,"692	"	,"件	"	,"139	"	,"千克	"	,"31,491	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61102000	"	,"棉制针织钩编的套头衫、开襟衫、外穿背心等	"	,"12528	"	,"件	"	,"9326	"	,"千克	"	,"62,976	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61102000	"	,"棉制针织钩编的套头衫、开襟衫、外穿背心等	"	,"3384	"	,"件	"	,"2996	"	,"千克	"	,"28,594	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61102000	"	,"棉制针织钩编的套头衫、开襟衫、外穿背心等	"	,"2256	"	,"件	"	,"2538	"	,"千克	"	,"11,280	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61102000	"	,"棉制针织钩编的套头衫、开襟衫、外穿背心等	"	,"2000	"	,"件	"	,"470	"	,"千克	"	,"174,000	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61102000	"	,"棉制针织钩编的套头衫、开襟衫、外穿背心等	"	,"240	"	,"件	"	,"127	"	,"千克	"	,"19,276	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61102000	"	,"棉制针织钩编的套头衫、开襟衫、外穿背心等	"	,"1549	"	,"件	"	,"740	"	,"千克	"	,"19,751	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61103000	"	,"化纤制针织钩编套头衫、开襟衫、外穿背心等	"	,"341	"	,"件	"	,"555	"	,"千克	"	,"9,342	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61103000	"	,"化纤制针织钩编套头衫、开襟衫、外穿背心等	"	,"1553	"	,"件	"	,"887	"	,"千克	"	,"66,779	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61103000	"	,"化纤制针织钩编套头衫、开襟衫、外穿背心等	"	,"1412	"	,"件	"	,"334	"	,"千克	"	,"25,310	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61103000	"	,"化纤制针织钩编套头衫、开襟衫、外穿背心等	"	,"12919	"	,"件	"	,"5032	"	,"千克	"	,"177,778	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61123100	"	,"合成纤维制针织或钩编的男式游泳服	"	,"535	"	,"件	"	,"147	"	,"千克	"	,"5,473	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61124100	"	,"合成纤维制针织或钩编的女式游泳服	"	,"12922	"	,"件	"	,"1721	"	,"千克	"	,"14,395	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61142000	"	,"棉制针织或钩编的其他服装	"	,"5430	"	,"件	"	,"1712	"	,"千克	"	,"37,467	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61142000	"	,"棉制针织或钩编的其他服装	"	,"63606	"	,"件	"	,"12440	"	,"千克	"	,"114,512	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61143000	"	,"化纤制针织或钩编的其他服装	"	,"4860	"	,"件	"	,"1988	"	,"千克	"	,"79,260	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61143000	"	,"化纤制针织或钩编的其他服装	"	,"240	"	,"件	"	,"139	"	,"千克	"	,"4,800	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61143000	"	,"化纤制针织或钩编的其他服装	"	,"16053	"	,"件	"	,"4544	"	,"千克	"	,"91,169	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61143000	"	,"化纤制针织或钩编的其他服装	"	,"17778	"	,"件	"	,"5918	"	,"千克	"	,"183,480	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61159500	"	,"棉制其他袜	"	,"6000	"	,"双	"	,"300	"	,"千克	"	,"6	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61159500	"	,"棉制其他袜	"	,"678380	"	,"双	"	,"20285	"	,"千克	"	,"542,704	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61159500	"	,"棉制其他袜	"	,"415240	"	,"双	"	,"14034	"	,"千克	"	,"286,562	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61159500	"	,"棉制其他袜	"	,"21147	"	,"双	"	,"2799	"	,"千克	"	,"21,298	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61159600	"	,"合成纤维制其他袜	"	,"1420	"	,"双	"	,"100	"	,"千克	"	,"2,840	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61159600	"	,"合成纤维制其他袜	"	,"1000	"	,"双	"	,"196	"	,"千克	"	,"6,900	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61169200	"	,"其他棉制针织或钩编的手套	"	,"2400	"	,"双	"	,"170	"	,"千克	"	,"92	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61169300	"	,"其他合成纤维制针织或钩编的手套	"	,"4595	"	,"双	"	,"560	"	,"千克	"	,"55,140	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61169300	"	,"其他合成纤维制针织或钩编的手套	"	,"485	"	,"双	"	,"100	"	,"千克	"	,"8,730	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61171011	"	,"山羊绒制针织或钩编披巾、头巾、围巾等	"	,"49	"	,"条	"	,"25	"	,"千克	"	,"1,106	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61171011	"	,"山羊绒制针织或钩编披巾、头巾、围巾等	"	,"103	"	,"条	"	,"21	"	,"千克	"	,"3,958	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61171011	"	,"山羊绒制针织或钩编披巾、头巾、围巾等	"	,"12	"	,"条	"	,"2	"	,"千克	"	,"398	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61171020	"	,"羊毛制针织或钩编披巾、头巾、围巾等	"	,"27	"	,"条	"	,"1	"	,"千克	"	,"910	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61171090	"	,"针织或钩编披巾、头巾、围巾、披纱、面纱等	"	,"16341	"	,"条	"	,"2140	"	,"千克	"	,"17,308	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61178010	"	,"针织或钩编的领带及领结	"	,"1	"	,"千克	"	,"1	"	,"条	"	,"10	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"61178090	"	,"针织或钩编的其他衣着附件	"	,"2350	"	,"千克	"	,"0	"	,"?	"	,"18,462	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62011290	"	,"棉制男式未列名大衣、雨衣、斗蓬及类似品	"	,"240	"	,"件	"	,"143	"	,"千克	"	,"21,240	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62011390	"	,"化纤男式未列名大衣、雨衣、斗蓬及类似品	"	,"2008	"	,"件	"	,"2004	"	,"千克	"	,"44,504	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62019310	"	,"化纤制男式羽绒短上衣	"	,"75	"	,"件	"	,"37	"	,"千克	"	,"1,320	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62021290	"	,"未列名棉制女式大衣、雨衣、斗蓬等	"	,"4034	"	,"件	"	,"1577	"	,"千克	"	,"32,947	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62021390	"	,"未列名化纤女式大衣、雨衣、斗蓬等	"	,"18200	"	,"件	"	,"8025	"	,"千克	"	,"213,510	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62031200	"	,"合成纤维制男式西服套装	"	,"2464	"	,"套	"	,"1796	"	,"千克	"	,"42,173	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62031200	"	,"合成纤维制男式西服套装	"	,"894	"	,"套	"	,"718	"	,"千克	"	,"13,845	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62031200	"	,"合成纤维制男式西服套装	"	,"3013	"	,"套	"	,"2568	"	,"千克	"	,"44,403	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62031200	"	,"合成纤维制男式西服套装	"	,"1520	"	,"套	"	,"1216	"	,"千克	"	,"23,970	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62031200	"	,"合成纤维制男式西服套装	"	,"1999	"	,"套	"	,"1776	"	,"千克	"	,"33,964	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62033300	"	,"合成纤维制男式上衣	"	,"2826	"	,"件	"	,"1412	"	,"千克	"	,"25,355	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62033300	"	,"合成纤维制男式上衣	"	,"463	"	,"件	"	,"230	"	,"千克	"	,"4,075	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62033300	"	,"合成纤维制男式上衣	"	,"672	"	,"件	"	,"345	"	,"千克	"	,"7,807	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62033300	"	,"合成纤维制男式上衣	"	,"3545	"	,"件	"	,"1196	"	,"千克	"	,"42,497	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62034290	"	,"棉制其他男裤	"	,"10610	"	,"条	"	,"6114	"	,"千克	"	,"101,121	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62034290	"	,"棉制其他男裤	"	,"479	"	,"条	"	,"206	"	,"千克	"	,"31,767	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62034290	"	,"棉制其他男裤	"	,"324	"	,"条	"	,"290	"	,"千克	"	,"1,458	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62042300	"	,"合成纤维制女式便服套装	"	,"4992	"	,"套	"	,"1995	"	,"千克	"	,"77,876	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043200	"	,"棉制女式上衣	"	,"252	"	,"件	"	,"75	"	,"千克	"	,"1,512	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043200	"	,"棉制女式上衣	"	,"52476	"	,"件	"	,"14136	"	,"千克	"	,"1,066,981	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043200	"	,"棉制女式上衣	"	,"22863	"	,"件	"	,"3159	"	,"千克	"	,"24,180	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"1010	"	,"件	"	,"202	"	,"千克	"	,"303	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"6564	"	,"件	"	,"1265	"	,"千克	"	,"45,291	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"2124	"	,"件	"	,"512	"	,"千克	"	,"51,188	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"966	"	,"件	"	,"689	"	,"千克	"	,"46,368	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"690	"	,"件	"	,"140	"	,"千克	"	,"8,280	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"82023	"	,"件	"	,"15297	"	,"千克	"	,"563,301	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043300	"	,"合成纤维制女式上衣	"	,"10474	"	,"件	"	,"2509	"	,"千克	"	,"149,477	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62043990	"	,"未列名纺织材料制女式上衣	"	,"1506	"	,"件	"	,"208	"	,"千克	"	,"7,530	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044200	"	,"棉制女式连衣裙	"	,"2378	"	,"件	"	,"785	"	,"千克	"	,"238	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044200	"	,"棉制女式连衣裙	"	,"351	"	,"件	"	,"674	"	,"千克	"	,"18,685	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044200	"	,"棉制女式连衣裙	"	,"2058	"	,"件	"	,"577	"	,"千克	"	,"28,812	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044200	"	,"棉制女式连衣裙	"	,"5678	"	,"件	"	,"1829	"	,"千克	"	,"36,501	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044200	"	,"棉制女式连衣裙	"	,"29762	"	,"件	"	,"5732	"	,"千克	"	,"161,733	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044300	"	,"合成纤维制女式连衣裙	"	,"2810	"	,"件	"	,"562	"	,"千克	"	,"562	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044300	"	,"合成纤维制女式连衣裙	"	,"4380	"	,"件	"	,"955	"	,"千克	"	,"29,346	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044300	"	,"合成纤维制女式连衣裙	"	,"5043	"	,"件	"	,"1600	"	,"千克	"	,"109,421	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044300	"	,"合成纤维制女式连衣裙	"	,"409	"	,"件	"	,"151	"	,"千克	"	,"10,225	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044300	"	,"合成纤维制女式连衣裙	"	,"9958	"	,"件	"	,"3799	"	,"千克	"	,"339,644	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044300	"	,"合成纤维制女式连衣裙	"	,"48872	"	,"件	"	,"18688	"	,"千克	"	,"511,779	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044400	"	,"人造纤维制女式连衣裙	"	,"370	"	,"件	"	,"140	"	,"千克	"	,"9,435	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044400	"	,"人造纤维制女式连衣裙	"	,"2058	"	,"件	"	,"633	"	,"千克	"	,"24,696	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044400	"	,"人造纤维制女式连衣裙	"	,"11788	"	,"件	"	,"1964	"	,"千克	"	,"53,403	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044400	"	,"人造纤维制女式连衣裙	"	,"3659	"	,"件	"	,"1495	"	,"千克	"	,"51,800	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62044910	"	,"丝及绢丝制女式连衣裙	"	,"13082	"	,"件	"	,"3586	"	,"千克	"	,"111,287	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045200	"	,"棉制女式裙子及裙裤	"	,"4656	"	,"件	"	,"951	"	,"千克	"	,"30,264	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045200	"	,"棉制女式裙子及裙裤	"	,"3480	"	,"件	"	,"1096	"	,"千克	"	,"90,828	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045200	"	,"棉制女式裙子及裙裤	"	,"340	"	,"件	"	,"115	"	,"千克	"	,"2,210	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045300	"	,"合成纤维制女式裙子及裙裤	"	,"690	"	,"件	"	,"297	"	,"千克	"	,"4,140	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045300	"	,"合成纤维制女式裙子及裙裤	"	,"2852	"	,"件	"	,"1266	"	,"千克	"	,"15,131	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045990	"	,"未列名纺织材料制女式裙子及裙裤	"	,"619	"	,"件	"	,"98	"	,"千克	"	,"2,476	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62045990	"	,"未列名纺织材料制女式裙子及裙裤	"	,"1194	"	,"件	"	,"211	"	,"千克	"	,"10,409	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046200	"	,"棉制女裤	"	,"8539	"	,"条	"	,"3523	"	,"千克	"	,"57,211	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046200	"	,"棉制女裤	"	,"1058	"	,"条	"	,"233	"	,"千克	"	,"19,255	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046200	"	,"棉制女裤	"	,"429	"	,"条	"	,"111	"	,"千克	"	,"3,217	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046300	"	,"合成纤维制女裤	"	,"718	"	,"条	"	,"192	"	,"千克	"	,"18,811	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046300	"	,"合成纤维制女裤	"	,"1600	"	,"条	"	,"900	"	,"千克	"	,"12,800	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046300	"	,"合成纤维制女裤	"	,"25932	"	,"条	"	,"6509	"	,"千克	"	,"742,492	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046300	"	,"合成纤维制女裤	"	,"4912	"	,"条	"	,"1121	"	,"千克	"	,"63,617	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62046900	"	,"其他纺织材料制女裤	"	,"1653	"	,"条	"	,"304	"	,"千克	"	,"20,001	"	,
