locationname,marketname,city,countrycode,address,zip,region,lat,lon,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall,geometry
Candlers Crossing,"Roanoke-Lynchburg, VA",Lynchburg,US,2305 Wards Rd,24502,VA,37.369509,-79.184077,Dwayne Marshall,OPEN,America/New_York,https://www.chick-fil-a.com/relocandlerscrossing,17.0,1.0,2022.0,2022-01-17,interior,True,Stand Alone,,POINT (-79.184077 37.369509)
Main Street & English Road,"Albuquerque-Santa Fe, NM",Farmington,US,4910 E Main St,87402,NM,36.7683387,-108.1467624,Gary Smouse,OPEN,America/Denver,https://www.chick-fil-a.com/mainstreetandenglishroad,25.0,8.0,2016.0,2016-08-25,interior,True,Stand Alone,False,POINT (-108.1467624 36.7683387)
Winder,"Atlanta, GA",Bethlehem,US,127 Exchange Blvd,30620,GA,33.947992,-83.75233,Chris Owens,OPEN,America/New_York,https://www.chick-fil-a.com/winder,29.0,4.0,2010.0,2010-04-29,interior,True,Stand Alone,False,POINT (-83.75233 33.947992)
International Plaza Mall,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,2223 N West Shore Blvd Ste FC202,33607,FL,27.965043,-82.5212144,Art Grossman,OPEN,America/New_York,https://www.chick-fil-a.com/internationalplazamall,13.0,9.0,2001.0,2001-09-14,none,False,Food Court,True,POINT (-82.5212144 27.965043)
West Hillsborough,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,8465 W Hillsborough Ave,33615,FL,27.9974005,-82.5793289,Jason Dittman,FUTURE,America/New_York,https://www.chick-fil-a.com/westhillsborough,,,,2022-08-18,none,False,Stand Alone,,POINT (-82.5793289 27.9974005)
Westshore Plaza,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,241 Westshore Plz # A,33609,FL,27.9469393,-82.5273396,Matt Chippeaux,OPEN,America/New_York,https://www.chick-fil-a.com/westshoreplaza,29.0,10.0,1974.0,1974-10-29,none,False,Food Court,True,POINT (-82.5273396 27.9469393)
South Dale Mabry,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,609 S Dale Mabry Hwy,33609,FL,27.93882,-82.50623,Art Grossman,OPEN,America/New_York,https://www.chick-fil-a.com/southdalemabry,9.0,5.0,2002.0,2002-05-09,interior,True,Stand Alone,False,POINT (-82.50623 27.93882)
Kerrville,"San Antonio, TX",Kerrville,US,1060 Junction Hwy,78028,TX,30.0594335,-99.16391833,Seth White,OPEN,America/Chicago,https://www.chick-fil-a.com/kerrville,3.0,12.0,2015.0,2015-12-03,interior,True,Stand Alone,False,POINT (-99.16391833 30.0594335)
Sherwood Way,"San Angelo, TX",San Angelo,US,3720 S FM 2288,76901,TX,31.4284065,-100.5128202,Rob Watkins,OPEN,America/Chicago,https://www.chick-fil-a.com/sherwoodway,11.0,12.0,2014.0,2014-12-11,interior,True,Stand Alone,False,POINT (-100.5128202 31.4284065)
Sunset Mall,"San Angelo, TX",San Angelo,US,4001 Sunset Dr,76904,TX,31.4277851,-100.4979218,Jordan Hancock,OPEN,America/Chicago,https://www.chick-fil-a.com/sunsetmall,25.0,7.0,1979.0,1979-07-25,none,False,Food Court,True,POINT (-100.4979218 31.4277851)
Knickerbocker,"San Angelo, TX",San Angelo,US,1609 Knickerbocker Rd,76904,TX,31.4307697,-100.4552689,Rob Watkins,OPEN,America/Chicago,https://www.chick-fil-a.com/knickerbocker,9.0,2.0,2017.0,2017-02-09,interior,True,Stand Alone,False,POINT (-100.4552689 31.4307697)
Steeplechase,"Washington, DC (Hagerstown, MD)",Capitol Heights,US,9121 Alaking Ct,20743,MD,38.8696429,-76.848741,Keith Singletary,OPEN,America/New_York,https://www.chick-fil-a.com/steeplechase,10.0,9.0,2008.0,2008-09-10,interior,True,Stand Alone,False,POINT (-76.848741 38.8696429)
Bowie,"Washington, DC (Hagerstown, MD)",Bowie,US,16503 Ballpark Rd,20716,MD,38.9443072,-76.7170328,Monica Snyder,OPEN,America/New_York,https://www.chick-fil-a.com/bowie,1.0,2.0,2001.0,2001-02-01,interior,True,Stand Alone,False,POINT (-76.7170328 38.9443072)
Bowie Marketplace,"Washington, DC (Hagerstown, MD)",Bowie,US,15505 Annapolis Rd,20715,MD,38.9787569,-76.73487779999999,Rob Herold,OPEN,America/New_York,https://www.chick-fil-a.com/bowiemarketplace,3.0,11.0,2016.0,2016-11-03,interior,True,Stand Alone,False,POINT (-76.73487779999999 38.9787569)
Dell Range,"Cheyenne, WY-Scottsbluff, NE",Cheyenne,US,4435 Windmill Rd,82009,WY,41.15954,-104.77902,Raymond Mefford,OPEN,America/Denver,https://www.chick-fil-a.com/dellrange,30.0,4.0,2015.0,2015-04-30,interior,True,Stand Alone,False,POINT (-104.77902 41.15954)
Hull Street at Brandermill,"Richmond-Petersburg, VA",Midlothian,US,12301 Chattanooga Plz,23112,VA,37.42949717,-77.62297467,Katie Ryan,OPEN,America/New_York,https://www.chick-fil-a.com/hullstreet,22.0,2.0,2001.0,2001-02-22,interior,True,Stand Alone,False,POINT (-77.62297467 37.42949717)
Winterpock,"Richmond-Petersburg, VA",Chesterfield,US,14101 Hull Street Rd,23832,VA,37.40366,-77.66834,Todd Mercer,OPEN,America/New_York,https://www.chick-fil-a.com/winterpock,10.0,4.0,2014.0,2014-04-10,interior,True,Stand Alone,False,POINT (-77.66834 37.40366)
Mall at Chesterfield Towne Center,"Richmond-Petersburg, VA",North Chesterfield,US,11500 Midlothian Tpke Ste 478,23235,VA,37.5087819,-77.6090035,Bir Singh,OPEN,America/New_York,https://www.chick-fil-a.com/mallatchesterfieldtownecenter,29.0,6.0,1988.0,1988-06-29,none,False,Food Court,True,POINT (-77.6090035 37.5087819)
Chesterfield Plaza,"Richmond-Petersburg, VA",North Chesterfield,US,1590 Koger Center Blvd,23235,VA,37.51219833,-77.61075983,Jason Umberger,OPEN,America/New_York,https://www.chick-fil-a.com/chesterfieldplaza,31.0,5.0,2001.0,2001-05-31,interior,True,Stand Alone,False,POINT (-77.61075983 37.51219833)
Westchester Commons,"Richmond-Petersburg, VA",Midlothian,US,132 Schofield Dr,23113,VA,37.513034,-77.695662,Erik DeVriendt,OPEN,America/New_York,https://www.chick-fil-a.com/westchestercommons,3.0,11.0,2011.0,2011-11-03,interior,True,Stand Alone,False,POINT (-77.695662 37.513034)
Parham Road,"Richmond-Petersburg, VA",Richmond,US,1529 N Parham Rd,23229,VA,37.6047895,-77.5640988,Bryan Fletcher,OPEN,America/New_York,https://www.chick-fil-a.com/parhamroad,5.0,8.0,2010.0,2010-08-05,interior,True,Stand Alone,False,POINT (-77.5640988 37.6047895)
Aspen Grove,"Denver, CO",Littleton,US,7301 S Santa Fe Dr Unit 900,80120,CO,39.5828082,-105.0254449,Lauren Plain,OPEN,America/Denver,https://www.chick-fil-a.com/aspengrove,18.0,5.0,2017.0,2017-05-18,interior,True,Stand Alone,False,POINT (-105.0254449 39.5828082)
C470 & Kipling,"Denver, CO",Littleton,US,9976 W Remington Pl,80128,CO,39.56335,-105.10937,Lauren Plain,OPEN,America/Denver,https://www.chick-fil-a.com/cfalittleton,17.0,11.0,2000.0,2000-11-16,interior,True,Stand Alone,False,POINT (-105.10937 39.56335)
Highlands Ranch Town Center,"Denver, CO",Highlands Ranch,US,950 Cpl Max Donahue Ln,80129,CO,39.5485579,-105.0002035,Azim Khan,OPEN,America/Denver,https://www.chick-fil-a.com/highlandsranchtowncenter,20.0,3.0,2014.0,2014-03-20,interior,True,Stand Alone,False,POINT (-105.0002035 39.5485579)
Duncan,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",Duncan,US,1519 E Main St,29334,SC,34.91119,-82.10356,Matt Thompson,OPEN,America/New_York,https://www.chick-fil-a.com/duncan,12.0,4.0,2012.0,2012-04-12,interior,True,Stand Alone,False,POINT (-82.10356 34.91119)
Greer,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",Greer,US,1379 W Wade Hampton Blvd,29650,SC,34.939033,-82.266015,Bill Tyler,OPEN,America/New_York,https://www.chick-fil-a.com/greer,14.0,5.0,1998.0,1998-05-01,interior,True,Stand Alone,False,POINT (-82.266015 34.939033)
Dublin Commons,"Colorado Springs-Pueblo, CO",Colorado Springs,US,5905 Dublin Blvd,80923,CO,38.9256673,-104.7173589,Rob Taylor,OPEN,America/Denver,https://www.chick-fil-a.com/dublincommons,16.0,1.0,2019.0,2019-01-16,interior,True,Stand Alone,False,POINT (-104.7173589 38.9256673)
North Academy Blvd. & I-25,"Colorado Springs-Pueblo, CO",Colorado Springs,US,7990 N Academy Blvd,80920,CO,38.94716,-104.80318,Ryan Saxby,REMODEL,America/Denver,https://www.chick-fil-a.com/northacademy,15.0,12.0,2005.0,2005-12-15,interior,False,Stand Alone,False,POINT (-104.80318 38.94716)
South Nevada Ave.,"Colorado Springs-Pueblo, CO",Colorado Springs,US,1620 S Nevada Ave,80905,CO,38.8106133,-104.8228083,Bryce Warren,OPEN,America/Denver,https://www.chick-fil-a.com/southnevadaave,15.0,3.0,2018.0,2018-03-15,interior,True,Stand Alone,False,POINT (-104.8228083 38.8106133)
Northgate,"Colorado Springs-Pueblo, CO",Colorado Springs,US,391 Spectrum Loop,80921,CO,39.02485,-104.81761,Trace Gutteridge,OPEN,America/Denver,https://www.chick-fil-a.com/northgate,1.0,12.0,2016.0,2016-12-01,interior,True,Stand Alone,False,POINT (-104.81761 39.02485)
Fountain,"Colorado Springs-Pueblo, CO",Fountain,US,7925 Fountain Mesa Rd,80817,CO,38.71804,-104.7008,Kyle Morgan,OPEN,America/Denver,https://www.chick-fil-a.com/fountain,18.0,6.0,2015.0,2015-06-18,none,True,Stand Alone,False,POINT (-104.7008 38.71804)
Pueblo,"Colorado Springs-Pueblo, CO",Pueblo,US,1535 W US Highway 50,81008,CO,38.30967,-104.62768,Sydney Miller,OPEN,America/Denver,https://www.chick-fil-a.com/pueblo,23.0,10.0,2014.0,2014-10-23,interior,True,Stand Alone,False,POINT (-104.62768 38.30967)
Castleton Square,"Indianapolis, IN",Indianapolis,US,6020 E 82nd St Ste 1012,46250,IN,39.9092264,-86.0638431,Michael Gray,OPEN,America/Indiana/Indianapolis,https://www.chick-fil-a.com/castletonsquare,13.0,10.0,1980.0,1980-10-13,none,False,Food Court,True,POINT (-86.0638431 39.9092264)
Saxony & I-69,"Indianapolis, IN",Noblesville,US,14098 Bergen Blvd,46060,IN,39.994034,-85.927458,Sam Hartman,OPEN,America/Indiana/Indianapolis,https://www.chick-fil-a.com/saxonyandi-69,19.0,11.0,2015.0,2015-11-19,interior,True,Stand Alone,False,POINT (-85.927458 39.994034)
Braselton,"Atlanta, GA",Braselton,US,2600 Old Winder Hwy,30517,GA,34.1193389,-83.8263168,Brandon LaMarque,OPEN,America/New_York,https://www.chick-fil-a.com/braselton,11.0,1.0,2018.0,2018-01-11,interior,True,Stand Alone,False,POINT (-83.8263168 34.1193389)
Crater Lake & Pacific Hwy,"Medford-Klamath Falls, OR",Medford,US,10 Rossanley Dr,97501,OR,42.3441703,-122.8837853,Chris Peyton,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/craterlakeandpacifichwy,23.0,1.0,2020.0,2020-01-23,interior,True,Stand Alone,False,POINT (-122.8837853 42.3441703)
Redding In-Line DT,"Chico-Redding, CA",Redding,US,1477 Hilltop Dr Unit H1,96003,CA,40.58957147958319,-122.35812143687566,Ahab Alhindi,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hilltopanddanainlinedt,11.0,3.0,2021.0,2021-03-11,interior,True,In-Line,False,POINT (-122.35812143687566 40.58957147958319)
Kalamazoo Main Street (MI),"Grand Rapids-Kalamazoo-Battle Creek, MI",Kalamazoo,US,4748 W Main St,49006,MI,42.296415,-85.645628,Idris Rashid,OPEN,America/Detroit,https://www.chick-fil-a.com/kalamazoomainstreetmi,14.0,1.0,2021.0,2021-01-14,interior,True,Stand Alone,False,POINT (-85.645628 42.296415)
Westnedge,"Grand Rapids-Kalamazoo-Battle Creek, MI",Portage,US,6202 S Westnedge Ave,49002,MI,42.22735,-85.58997,Idris Rashid,OPEN,America/Detroit,https://www.chick-fil-a.com/westnedge,23.0,2.0,2017.0,2017-02-23,interior,True,Stand Alone,False,POINT (-85.58997 42.22735)
Barnett Shoals,"Atlanta, GA",Athens,US,1870 Barnett Shoals Rd,30605,GA,33.924629,-83.340449,Shane Todd,OPEN,America/New_York,https://www.chick-fil-a.com/barnettshoals,17.0,7.0,2008.0,2008-07-17,interior,True,Stand Alone,False,POINT (-83.340449 33.924629)
Downtown Athens In-Line,"Atlanta, GA",Athens,US,101 College Ave,30601,GA,33.95789,-83.3756,Shane Todd,OPEN,America/New_York,https://www.chick-fil-a.com/downtownathensinline,5.0,11.0,2018.0,2018-11-05,none,False,In-Line,False,POINT (-83.3756 33.95789)
Beechwood,"Atlanta, GA",Athens,US,196 Alps Rd,30606,GA,33.94576,-83.41045,Shane Todd,OPEN,America/New_York,https://www.chick-fil-a.com/beechwood,24.0,9.0,1992.0,2007-06-21,interior,True,Stand Alone,False,POINT (-83.41045 33.94576)
Epps Bridge,"Atlanta, GA",Athens,US,1870 Epps Bridge Pkwy,30606,GA,33.917,-83.44289,John Collette,OPEN,America/New_York,https://www.chick-fil-a.com/eppsbridge,8.0,3.0,2007.0,2007-03-08,interior,True,Stand Alone,False,POINT (-83.44289 33.917)
Athens/Atlanta Highway,"Atlanta, GA",Athens,US,3637 Atlanta Hwy,30606,GA,33.9385619,-83.4563166,Alex Clark,OPEN,America/New_York,https://www.chick-fil-a.com/athensatlantahighway,29.0,11.0,2001.0,2001-11-29,interior,True,Stand Alone,False,POINT (-83.4563166 33.9385619)
Madison (GA),"Atlanta, GA",Madison,US,1781 Eatonton Rd,30650,GA,33.56377,-83.4791,Lem Durden,OPEN,America/New_York,https://www.chick-fil-a.com/madison-ga,19.0,10.0,2006.0,2006-10-19,interior,True,Stand Alone,False,POINT (-83.4791 33.56377)
Lexington Parkway Plaza,"Greensboro-High Point-Winston Salem, NC",Lexington,US,75 Plaza Pkwy,27292,NC,35.783058,-80.25591589999999,Tom Fitzpatrick,OPEN,America/New_York,https://www.chick-fil-a.com/lexingtonparkway,26.0,10.0,2017.0,2017-10-26,none,True,Stand Alone,False,POINT (-80.25591589999999 35.783058)
South McCarran and 580,"Reno, NV",Reno,US,6365 S McCarran Blvd,89509,NV,39.47739,-119.79177,Ryan Smith,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/southmccarranand580,25.0,5.0,2017.0,2017-05-25,interior,True,Stand Alone,False,POINT (-119.79177 39.47739)
Sparks Blvd & I-80,"Reno, NV",Sparks,US,1390 Big Fish Dr,89434,NV,39.531624,-119.716277,Tiffany Sangster,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/sparksblvdandi80,1.0,2.0,2018.0,2018-02-01,interior,True,Stand Alone,False,POINT (-119.716277 39.531624)
Carson Valley,"Reno, NV",Carson City,US,4751 Cochise Street,89703,NV,39.124195,-119.7724609,Matt Hock,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hwy50andappionway,21.0,1.0,2021.0,2021-01-21,interior,True,Stand Alone,False,POINT (-119.7724609 39.124195)
Portage Rd,"South Bend-Elkhart, IN",South Bend,US,3703 Portage Ave,46628,IN,41.727976,-86.290148,Julia Mueller,OPEN,America/Indiana/Indianapolis,https://www.chick-fil-a.com/portagerdin,9.0,9.0,2021.0,2021-09-09,none,True,Stand Alone,False,POINT (-86.290148 41.727976)
Springhurst,"Louisville, KY",Louisville,US,10501 Westport Rd,40241,KY,38.29477,-85.55837,Bruce Smith,OPEN,America/New_York,https://www.chick-fil-a.com/springhurst,11.0,11.0,2004.0,2004-11-11,interior,True,Stand Alone,False,POINT (-85.55837 38.29477)
Parkway East,"Birmingham (Anniston and Tuscaloosa), AL",Birmingham,US,9345 Parkway E,35215,AL,33.59067833,-86.69628,Mark Nichols,OPEN,America/Chicago,https://www.chick-fil-a.com/parkwayeast,17.0,1.0,1991.0,1991-01-17,interior,True,Stand Alone,False,POINT (-86.69628 33.59067833)
Gardendale,"Birmingham (Anniston and Tuscaloosa), AL",Gardendale,US,385 Fieldstown Rd,35071,AL,33.65137,-86.81562,Mike Holmes,TEMPORARY_CLOSE,America/Chicago,https://www.chick-fil-a.com/gardendale,1.0,4.0,2004.0,2004-04-01,interior,True,Stand Alone,False,POINT (-86.81562 33.65137)
Fultondale,"Birmingham (Anniston and Tuscaloosa), AL",Fultondale,US,215 Howell St,35068,AL,33.60772,-86.80658,Mike Holmes,OPEN,America/Chicago,https://www.chick-fil-a.com/fultondale,17.0,4.0,2008.0,2008-04-17,interior,True,Stand Alone,False,POINT (-86.80658 33.60772)
Midtown Plaza In-Line,"Birmingham (Anniston and Tuscaloosa), AL",Birmingham,US,1913 5th Ave N,35203,AL,33.5175907,-86.80896659999999,Jeremy Mann,OPEN,America/Chicago,https://www.chick-fil-a.com/midtownplaza,24.0,3.0,1994.0,1994-03-24,none,False,In-Line,False,POINT (-86.80896659999999 33.5175907)
5 Points In-Line,"Birmingham (Anniston and Tuscaloosa), AL",Birmingham,US,2000 Highland Ave S,35205,AL,33.49998,-86.79544,Nathaniel Humphreville,OPEN,America/Chicago,https://www.chick-fil-a.com/5pointsinline,8.0,9.0,2011.0,2011-09-08,interior,False,In-Line,False,POINT (-86.79544 33.49998)
North Haven,"Hartford & New Haven, CT",North Haven,US,560 Universal Dr N,06473,CT,41.359789,-72.870906,Sarah Gaudiano,OPEN,America/New_York,https://www.chick-fil-a.com/northhaven,8.0,9.0,2016.0,2016-09-08,interior,True,Stand Alone,False,POINT (-72.870906 41.359789)
Gandy Blvd,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,3678 W Gandy Blvd,33611,FL,27.89314,-82.50509,Dustin LaChance,OPEN,America/New_York,https://www.chick-fil-a.com/gandyblvd,5.0,2.0,2015.0,2015-02-05,interior,True,Stand Alone,False,POINT (-82.50509 27.89314)
Edgewater (MD),"Baltimore, MD",Edgewater,US,3220 Solomons Island Rd,21037,MD,38.93237,-76.56817,Michael Edmonds,OPEN,America/New_York,https://www.chick-fil-a.com/edgewater-md,22.0,1.0,2004.0,2004-01-22,interior,True,Stand Alone,False,POINT (-76.56817 38.93237)
Empire Place (SD),"Sioux Falls(Mitchell), SD",Sioux Falls,US,4005 W 41st St,57106,SD,43.5143556,-96.7750903,Jeremiah Heiser,OPEN,America/Chicago,https://www.chick-fil-a.com/empireplacesd,23.0,9.0,2021.0,2021-09-23,none,True,Stand Alone,False,POINT (-96.7750903 43.5143556)
Sergeant Road,"Sioux City, IA",Sioux City,US,4428 Sergeant Rd,51106,IA,42.44753,-96.3494,Chad Eisenga,OPEN,America/Chicago,https://www.chick-fil-a.com/sergeantroad,1.0,11.0,2012.0,2012-11-01,interior,True,Stand Alone,False,POINT (-96.3494 42.44753)
Southern Hills Mall,"Sioux City, IA",Sioux City,US,4400 Sergeant Rd Ste 214,51106,IA,42.4460563,-96.3540937,John Weaver,OPEN,America/Chicago,https://www.chick-fil-a.com/southernhillsmall,12.0,5.0,1981.0,1981-05-12,none,False,Food Court,True,POINT (-96.3540937 42.4460563)
72nd & Sorensen,"Omaha, NE",Omaha,US,6310 N 72nd St,68134,NE,41.31663,-96.02452,Mike Stice,OPEN,America/Chicago,https://www.chick-fil-a.com/72andsorenson,6.0,10.0,2016.0,2016-10-06,interior,True,Stand Alone,False,POINT (-96.02452 41.31663)
123rd & Dodge,"Omaha, NE",Omaha,US,12310 W Dodge Rd,68154,NE,41.26376,-96.10567,Ed Douan,OPEN,America/Chicago,https://www.chick-fil-a.com/123rdanddodge,18.0,2.0,2016.0,2016-02-18,interior,True,Stand Alone,False,POINT (-96.10567 41.26376)
Legacy Village,"Omaha, NE",Omaha,US,17501 W Center Rd,68130,NE,41.23357,-96.18912,Stu Shaw,OPEN,America/Chicago,https://www.chick-fil-a.com/legacyvillage,16.0,10.0,2014.0,2014-10-16,interior,True,Stand Alone,False,POINT (-96.18912 41.23357)
76th & Dodge,"Omaha, NE",Omaha,US,7575 Dodge St,68114,NE,41.2589871,-96.0311766,Rich Ubele,OPEN,America/Chicago,https://www.chick-fil-a.com/76thanddodge,15.0,9.0,2016.0,2016-09-15,interior,True,Stand Alone,False,POINT (-96.0311766 41.2589871)
114th & Quaker Avenue,"Lubbock, TX",Lubbock,US,11425 Quaker Ave,79424,TX,33.4886086,-101.9043985,Brad Norris,OPEN,America/Chicago,https://www.chick-fil-a.com/114thandquakeravenue,1.0,7.0,2020.0,2020-07-01,interior,True,Stand Alone,False,POINT (-101.9043985 33.4886086)
69th & Slide,"Lubbock, TX",Lubbock,US,6820 Slide Rd,79424,TX,33.5316,-101.92305,Brandon Mulkey,OPEN,America/Chicago,https://www.chick-fil-a.com/69thandslide,10.0,12.0,1998.0,1998-12-10,interior,True,Stand Alone,False,POINT (-101.92305 33.5316)
82nd & University,"Lubbock, TX",Lubbock,US,8225 University Ave,79423,TX,33.51769317,-101.8701765,Brad Norris,OPEN,America/Chicago,https://www.chick-fil-a.com/82ndanduniversityavenue,2.0,6.0,2016.0,2016-06-02,interior,True,Stand Alone,False,POINT (-101.8701765 33.51769317)
South Plains Mall,"Lubbock, TX",Lubbock,US,6002 Slide Rd Ste 68252,79414,TX,33.5392551,-101.9259284,Brandon Mulkey,OPEN,America/Chicago,https://www.chick-fil-a.com/southplainsmall,19.0,7.0,1972.0,1972-07-19,none,False,Food Court,True,POINT (-101.9259284 33.5392551)
Sand Springs,"Tulsa, OK",Sand Springs,US,450 S State Highway 97,74063,OK,36.1310393,-96.1166992,Matt Danberry,OPEN,America/Chicago,https://www.chick-fil-a.com/sandsprings,4.0,6.0,2020.0,2020-06-04,interior,True,Stand Alone,False,POINT (-96.1166992 36.1310393)
North Brunswick (NJ),"New York, NY",North Brunswick,US,2313 US Highway 1,08902,NJ,40.444625,-74.5013,Carlos Colon-Lopez,OPEN,America/New_York,https://www.chick-fil-a.com/northbrunswicknjcommercecenter,29.0,12.0,2021.0,2021-12-29,none,True,Stand Alone,False,POINT (-74.5013 40.444625)
Terrill Road,"New York, NY",Watchung,US,1662 US Highway 22,07069,NJ,40.6446127,-74.4099737,Michael Thornton,OPEN,America/New_York,https://www.chick-fil-a.com/terrill,25.0,6.0,2020.0,2020-06-25,interior,True,Stand Alone,False,POINT (-74.4099737 40.6446127)
Old Bridge,"New York, NY",Old Bridge,US,770 Texas Rd,08857,NJ,40.36406,-74.30278,James Cordero,OPEN,America/New_York,https://www.chick-fil-a.com/oldbridge,10.0,9.0,2020.0,2020-09-10,interior,True,Stand Alone,False,POINT (-74.30278 40.36406)
Westfield Citrus Park,"Tampa-St. Petersburg (Sarasota), FL",Tampa,US,8019 Citrus Park Town Center Mall,33625,FL,28.0696167,-82.57688019999999,Jason Dittman,OPEN,America/New_York,https://www.chick-fil-a.com/westfieldcitruspark,3.0,3.0,1999.0,1999-03-03,none,False,Food Court,True,POINT (-82.57688019999999 28.0696167)
Oldsmar,"Tampa-St. Petersburg (Sarasota), FL",Oldsmar,US,3740 Tampa Rd,34677,FL,28.04326,-82.67911,Bill Fink,OPEN,America/New_York,https://www.chick-fil-a.com/oldsmar,24.0,10.0,2002.0,2002-10-24,interior,True,Stand Alone,False,POINT (-82.67911 28.04326)
