,license_no,name,address,city,state,zip,expires,wc_carrier,wc_exp_date,bond_issuer,bond_eff_date,bond_issuer_clean
1054,TA000293030,FLORENCE FISCHER AGENCY LLC,"8560 W. SUNSET BOULEVARD, 5TH FLOOR, #522",WEST HOLLYWOOD,CA,90069,2020-01-06,NAN,,THE HARTFORD FIRE INSURANCE,2019-07-11,HARTFORD
1055,TA000293421,SILVERFOX MANAGEMENT GROUP INC.,"1617 COSMO STREET, SUITE 113",LOS ANGELES,CA,90028,2020-10-31,FEDERAL INSURANCE COMPANY,2020-08-19,US FIRE INSURANCE COMPANY,2019-11-07,US FIRE INSURANCE
1056,TA000293919,STORM MANAGEMENT LLC,"8797 BEVERLY BOULEVARD, SUITE 304",LOS ANGELES,CA,90048,2020-11-06,EMPLOYERS PRE,2020-03-28,HARTFORD,2019-07-30,HARTFORD
1057,TA000293935,AMERICAN ARTISTS GROUP TALENT AGENCY LLC,"13321 VENTURA BLVD, SUITE C-2",SHERMAN OAKS,CA,91423,2020-01-28,NAN,,PLATTE RIVER,2019-01-28,PLATTE RIVER
1058,TA000293938,SHEILA GROVES - TRACEY  DBA NOTABLE TALENT,2915 LAKE REDDING DR.,REDDING,CA,96003,2020-03-26,NAN,,STATE FARM FIRE,2018-01-19,STATE FARM
1059,TA000294282,"3D PUBLIC RELATIONS AND MARKETING, INC.  DBA 3D CO",6340 COLDWATER CANYON AVE. STE. 206,NORTH HOLLYWOOD,CA,91606,2019-12-22,AMGUARD,2020-03-19,WESTERN,2019-03-27,WESTERN SURETY
1060,TA000294282,"3D PUBLIC RELATIONS AND MARKETING, INC.  DBA 3D CO",6340 COLDWATER CANYON AVE. STE. 206,NORTH HOLLYWOOD,CA,91606,2020-12-22,AMGUARD INSUR,2020-03-19,WESTERN SURET,2019-03-27,WESTERN SURETY
1061,TA000294363,LUKE JOHNSTONE  DBA DIG-IT TALENT,"77 SHOTWELL STREET, UNIT 3",SAN FRANCISCO,CA,94103,2020-04-28,NAN,,THE GRAY CASUALTY & SURETY COMPANY,2019-02-15,GRAY CASUALTY & SURETY
1062,TA000294664,"TWICE BAKED MEDIA, INC.  DBA MOTLEY MODELS",5636 BLANCO AVENUE,WOODLAND,CA,91367,2020-03-04,NAN,,AEGIS SECURITY INSURANCE COMPANY,2019-03-21,AEGIS SECURITY INSURANCE
1063,TA000294696,PHOTOGENICS MEDIA LLC,3103A S. LA CIENEGA BLVD,LOS ANGELES,CA,90016,2020-11-12,AMERICAN ZURICH INSURANCE COMPANY,2020-02-01,PHILADELPHIA INDEMNITY INSURANCE COMPANY,2015-04-01,PHILADELPHIA INDEMNITY INSURANCE
1064,TA000294980,MUSIC ZIRCONIA TALENT LLC,"5595 MAGNATRON BOULEVARD, #A",SAN DIEGO,CA,92111,2020-04-22,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,2019-06-01,WESTERN SURETY COMPANY,2018-05-30,WESTERN SURETY
1065,TA000294987,SHANNON MICHELLE LOAR-COTE  DBA HELLO GORGEOUS MOD,"27 EAST VICTORIA, SUITE N",SANTA BARBARA,CA,93101,2020-08-31,NAN,,PLATTE RIVER INSURANCE COMPANY,2018-03-05,PLATTE RIVER INSURANCE
1066,TA000295069,FLO & ALLAN TALENT AGENCY LLC,1081 LONG BEACH BLVD. APT. 114,LONG BEACH,CA,90813,2020-03-11,NAN,,WESTERN,2019-03-12,WESTERN SURETY
1067,TA000295157,"FACEROLL, LLC",8383 WILSHIRE BLVD STE. 660,BEVERLY HILLS,CA,90211,2020-02-07,NAN,,WESTERN SURET,2019-03-13,WESTERN SURETY
1068,TA000295261,THE EMPIRE AGENCY LLC,"333 E 102ND ST, #407",NEW YORK,NY,10029,2020-03-20,NAN,,SURETY BONDS,2019-04-02,SURETY BONDS
1069,TA000295316,LAURY LEE SMITH  DBA ARTISTS AMONG US,7080 HOLLYWOOD BLVD. PH LEVEL,HOLLYWOOD,CA,90028,2020-02-28,NAN,,WESTERN SURET,2019-03-01,WESTERN SURETY
1070,TA000295493,CYNTHIA YOUNG BARRY & SANDRA YVONNE HUNTER  DBA FI,"13440 VENTURA BOULEVARD, #211",SHERMAN OAKS,CA,91423,2020-02-22,NAN,,STATE FARM FIRE AND CASUALTY COMPANY,2019-04-01,STATE FARM
1071,TA000295505,"SHUSHU ENTERTAINMENT, LLC",5805 WHITE OAK AVE UNIT 19277,ENCINO,CA,91416,2020-02-25,NAN,,HARTFORD,2018-08-24,HARTFORD
1072,TA000295847,AMD VENTURES LLC  DBA CELESTINE TALENT AGENCY,"7250 MELROSE AVENUE, SUITE 6",LOS ANGELES,CA,90046,2020-09-18,SEQUOIA INSURANCE COMPANY,2020-10-10,THE HARTFORD FIRE INSURANCE,2018-03-31,HARTFORD
1073,TA000296201,EMBRACE REAL ARTISTS LLC,"15300 VENTURA BLVD., STE. 315",SHERMAN OAKS,CA,91403,2020-03-06,NAN,,US SPECIALTY,2019-03-26,US SPECIALTY
1075,TA000296651,HENRY HOANG,3050 WEST BALL RD SPC 120,ANAHEIM,CA,92804,2020-06-24,NAN,,WESTERNSURETY,2019-04-08,WESTERN SURETY
1076,TA000296735,QUANDRA DANIELLE STROUD  DBA MARK OF DISTINCTION,"1055 E. COLORADO BOULEVARD, 5TH FLOOR",PASADENA,CA,91106,2020-01-13,NAN,,BONDING SOL,2019-04-09,BONDING SOL
1078,TA000297320,"L.A. MODELS, INC.",7700 SUNSET BLVD,LOS ANGELES,CA,90046,2020-05-22,THORNSON,2019-12-30,TOKIO MARINE,2018-05-13,TOKIO MARINE
1079,TA000297357,ALL AMERICAN RASCALS TALENT AGENCY LLC,3349 PARK RIDGE AVENUE,BULLHEAD CITY,AZ,86429,2020-03-17,NAN,,TRAVELERS CASUALTY AND SURETY COMPANY OF AMERICA,2019-03-05,TRAVELERS CASUALTY AND SURETY OF AMERICA
1081,TA000297404,MIRALEE MENZIES  DBA MIRALEE MENZIES TALENT AGENCY,1644 1/2 LUCRETIA AVE.,LOS ANGELES,CA,90026,2020-07-28,NAN,,WESTERN SURET,2019-07-29,WESTERN SURETY
1082,TA000297431,"ESSENTIAL ARTIST GROUP AGENCY, LLC  DBA CONNECT EN","22231 MULHOLLAND HWY, STE. 112A",CALABASAS,CA,91302,2020-08-12,NAN,,OLD REPUBLIC SURETY COMPANY,2019-08-13,OLD REPUBLIC
1083,TA000297635,FLOWER POWER INTERNATIONAL LLC,5033 MACFARLANE LANE,WOODLAND HILLS,CA,91364,2020-07-02,NAN,,THE HANOVER INSURANCE COMPANY,2019-04-24,HANOVER
1084,TA000297669,"TAMBELLINI PRODUCTIONS, INC.  DBA THE EVENT CONSUL","188 E. 17TH ST., SUITE 201",COSTA MESA,CA,92627,2020-08-03,STATE FARM,2020-05-04,STATE FARM,2016-04-26,STATE FARM
1085,TA000297708,ERICA PIERRET  DBA DAY7 TALENT AGENCY,7083 HOLLYWOOD BOULEVARD,LOS ANGELES,CA,90028,2020-07-06,NAN,,WESTERN SURET,2019-04-10,WESTERN SURETY
1086,TA000297719,"HEROLD MODEL MANAGEMENT, LLC",29 MEADOW HAVEN LANE,EAST NORTHPORT,NY,11731,2020-03-14,NAN,,WESTERN SURET,2019-02-04,WESTERN SURETY
1087,TA000297795,"THE SELLMAN GROUP, INC.",926 S. ORANGE GROVE AVE.,LOS ANGELES,CA,90036,2020-07-31,NAN,,CNA SURETY,2018-08-20,CNA SURETY
1088,TA000297816,OUR WAVE MODEL MANAGEMENT LLC,440 UPAS STREET #301,SAN DIEGO,CA,92103,2020-04-12,THE HARTFORD,2020-04-24,SURETEC INSUR,2019-04-24,SURETEC INSUR
1089,TA000297823,"MARI SMITH PRESENTS, INC.","101 STATE PLACE, SUITE D",ESCONDIDO,CA,92029,2020-08-23,STATE FUND,2020-06-26,THE HANOVER INSURANCE COMPANY,2018-09-25,HANOVER
1090,TA000298009,PURPLE OAK GROUP INC,"925 N LA BREA AVE, 4TH FLR",LOS ANGELES,CA,90038,2020-02-18,NAN,,AEGIS,2019-05-01,AEGIS
1091,TA000298070,U MODEL & TALENT LLC  DBA UMT,1000  5TH STREET SUITE 200-J6,MIAMI BEACH,FL,33139,2020-09-13,NAN,,WESTERN,2019-04-24,WESTERN SURETY
1092,TA000298090,"ELITE MODEL MANAGEMENT LA, LLC  DBA ELITE LOS ANGE",518 NORTH LA CIENEGA BOULEVARD,WEST HOLLYWOOD,CA,90048,2019-12-26,AMERICAN HOME ASSURANCE CO.,2020-07-01,UTICA MUTUAL INSURANCE COMPANY,2018-09-25,UTICA MUTUAL INSURANCE
1093,TA000298090,"ELITE MODEL MANAGEMENT LA, LLC  DBA ELITE LOS ANGE",518 NORTH LA CIENEGA BOULEVARD,WEST HOLLYWOOD,CA,90048,2020-12-26,NAN,,UTICA MUTUAL,2019-09-25,UTICA MUTUAL
1094,TA000298110,"THE HOWARD ROSE AGENCY, LTD.","9460 WILSHIRE BLVD., SUITE 310",BEVERLY HILLS,CA,90210,2020-08-13,TRI-STATE INS,2020-04-01,HARTFORD FIRE,2018-03-06,HARTFORD
1095,TA000298241,ICONIC TALENT AGENCY,"1925 CENTURY PARK E, 17TH FLOOR",LOS ANGELES,CA,90067,2020-04-11,ACORD,2019-10-08,HARTFORD,2018-10-17,HARTFORD
1096,TA000298583,"EARTH TO PETER, LLC",10547 NATIONAL BLVD. #3,LOS ANGELES,CA,90034,2020-04-10,NAN,,WESTERN,2018-05-21,WESTERN SURETY
1097,TA000298893,"BRAND MODEL & TALENT AGENCY, INC.",601 N. BAKER STREET,SANTA ANA,CA,92703,2020-04-09,NAN,,SURETY1,2018-02-10,SURETY 1
1098,TA000298993,"JACKSON ENTERTAINMENT, LLC",1006 E. OLIVE,BURBANK,CA,91501,2020-04-06,NAN,,HARTFORD FIRE,2019-06-07,HARTFORD
1099,TA000299094,WORDSMITH LITERARY AGENCY,29751 STRAWBERRY HILL DR.,AGOURA HILLS,CA,91301,2020-03-25,NAN,,AMERICAN CONTRACTORS INDEMNITY COMPANY,2019-05-16,AMERICAN CONTRACTORS INDEMNITY
1100,TA000299305,"BAGULA RIVIERE COATES AND ASSOCIATES, LLP","9888 CARROLL CENTRE ROAD, #235",SAN DIEGO,CA,92126,2020-01-30,NAN,,OLD REPUBLIC SURETY COMPANY,2016-08-31,OLD REPUBLIC
1101,TA000299308,"MPM MODELS, INC.  DBA MPM MODELS AND TALENT INC.","860 S. LOS ANGELES STREET, SUITE 704",LOS ANGELES,CA,90014,2020-02-13,NAN,,THE HARTFORD FIRE INSURANCE,2019-06-06,HARTFORD
1102,TA000299381,"TANGERINE TALENT, LLC","5250 LANKERSHIM BOULEVARD, SUITE 500",NORTH HOLLYWOOD,CA,91601-3187,2020-02-02,NAN,,STATE FARM FIRE AND CASUALTY COMPANY,2019-12-25,STATE FARM
1103,TA000299612,JESUS ALDAZ  DBA PRODUCCIONES BETY'S,"649 VALLEY AVENUE, SUITE B",SOLANA BEACH,CA,92075,2020-11-09,NAN,,ATLANTIC SPECIALTY INSURANCE COMPANY,2019-07-19,ATLANTIC SPECIALTY INSURANCE
1104,TA000299701,SYFT,"5042 WILSHIRE BLVD, #39069",LOS ANGELES,CA,90036,2019-12-17,NAN,,WESTERN SURET,2019-07-08,WESTERN SURETY
1105,TA000299777,MUSE FIT MODELS INC.,12575 BEATRICE STREET,LOS ANGELES,CA,90066,2020-05-05,NAN,,WESTERN SURETY,2019-05-29,WESTERN SURETY
1107,TA000300036,"EXCEPTIONAL ARTISTS, LLC",4441 FORMAN AVE,TOLUCA LAKE,CA,91602,2020-10-11,NAN,,SURETYBONDS,2019-06-04,SURETYBONDS
1108,TA000300037,"DYNAMIC ARTISTS MANAGEMENT, LLC","5221 CENTRAL AVENUE, SUITE 202",RICHMOND,CA,94804,2020-02-13,STATE FUND,2019-10-01,AEGIS SECURITY,2017-01-01,AEGIS SECURITY
1109,TA000300085,KIANA PARKER  DBA VEYN TALENT,10999 RIVERSIDE DR,NORTH HOLLYWOOD,CA,91602,2020-06-09,NAN,,WESTERN,2019-06-04,WESTERN SURETY
1110,TA000300156,MERIDEN WEEMS  DBA THE WANDERLUST EXPERIENCE,"106 1/2 JUDGE JOHN AISO STREET, #262",LOS ANGELES,CA,90012,2020-11-02,NAN,,SURETY BONDS,2019-05-09,SURETY BONDS
1111,TA000300516,DAVID EISENBERG  DBA PROTEGE ENTERTAINMENT,710 E. ANGELENO AVENUE,BURBANK,CA,91501,2020-10-16,NAN,,WESTERN SURETY COMPANY,2019-07-17,WESTERN SURETY
1112,TA000300555,"JEFF ROSS ENTERTAINMENT, INC.","14560 BENEFIT STREET, #206",SHERMAN OAKS,CA,91403,2020-01-02,NAN,,WESTERN,2019-06-05,WESTERN SURETY
1113,TA000300666,BILLBOARD ARTISTS AGENCY INC.,"4370 TUJUNGA AVENUE, SUITE 130",STUDIO CITY,CA,91604,2020-04-20,STATE FUND,2020-01-01,THE HARTFORD FIRE,2019-07-09,HARTFORD
1114,TA000300910,NICHOLAS A MORILLO  DBA CONTRA AGENCY,236 N. CHESTER AVE,PASADENA,CA,91106,2020-08-04,NAN,,AMERICAN CONF,2019-06-06,AMERICAN CONF
1115,TA000301333,CHARLES LILLY III,"11950 IDAHO AVE, #320",LOS ANGELES,CA,90025,2020-11-22,NAN,,THE HANOVER INSURANCE COMPANY,2019-04-16,HANOVER
1116,TA000301377,"ENCOMPASS TALENT, LLC",925 N. LA BREA AVE. 4TH FLOOR,LOS ANGELES,CA,90038,2020-06-04,NAN,,WESTERNSURETY,2019-06-09,WESTERN SURETY
1117,TA000302053,JUDITH FONTAINE ELLIS  DBA FONTAINE-HERO MODEL AND,"12121 WILSHIRE BOULEVARD, SUITE 203",LOS ANGELES,CA,90025,2020-06-26,NAN,,PHILADELPHIA INDEMNITY INSURANCE COMPANY,2019-07-01,PHILADELPHIA INDEMNITY INSURANCE
1118,TA000302282,WILD WOLVES TALENT AGENCY LLC,"6320 CANOGA AVENUE, 15TH FLOOR",WOODLAND HILLS,CA,91367,2020-07-07,NAN,,WESTERN SURETY COMPANY,2019-08-26,WESTERN SURETY
1119,TA000302332,"KAZARIAN/MEASURES/RUSKIN & ASSOCIATES, INC.","5200 LANKERSHIM BOULEVARD, SUITE 820",NORTH HOLLYWOOD,CA,91601,2020-10-26,NY MARINE,2019-11-15,THE HARTFORD,2019-06-25,HARTFORD
1120,TA000302347,ABOVE AND BELOW THE SURFACE LLC,1212H EL CAMINO REAL #231,SAN BRUNO,CA,94066,2020-04-23,NAN,,WESTERN,2019-06-27,WESTERN SURETY
1121,TA000302362,JEFFREY L DONOVAN,2154 HERCULES DRIVE,LOS ANGELES,CA,90046,2019-12-20,NAN,,WESTERN SURETY COMPANY,2019-06-01,WESTERN SURETY
1122,TA000302490,"MADAMOISELLE, INC.  DBA MADAMOISELLE TALENT AGENCY","24328 VERMONT AVENUE, #309",HARBOR CITY,CA,90710,2020-01-11,NAN,,THE HARTFORD FIRE INSURANCE,2006-08-17,HARTFORD
1123,TA000302595,"JOHNSON TALENT AGENCY, LLC","111 DEERWOOD DRIVE, SUITE 200",SAN RAMON,CA,94583,2019-12-23,AMTRUST,2020-03-04,ACIC,2016-12-13,ACIC
1124,TA000303147,AFRITALENT AGENCY LLC,1639 11TH STREET SUITE 181,SANTA MONICA,CA,90404,2020-07-09,NAN,,WESTERN SURET,2019-07-11,WESTERN SURETY
1125,TA000303195,TALENT TEST ACTOR  DBA MY DBA,1515 CLAY ST.,OAKLAND,CA,94612,2020-05-24,STATE FUND,2020-05-25,THE HARTFORD FIRE,2019-07-16,HARTFORD
1126,TA000303206,TALENT TEST ACTOR FOR EXTERNAL  DBA MY DBA,1515 CLAY ST.,OAKLAND,CA,94612,2020-05-24,STATE FUND,2019-05-25,THE HARTFORD,2019-07-16,HARTFORD
1127,TA000303672,CULTURE CREATIVE ENTERTAINMENT,"15060 VENTURA BLVD., STE. 380",SHERMAN OAKS,CA,91403,2020-06-04,ACORD,2020-07-19,HARTFORD FIRE,2019-07-11,HARTFORD
1128,TA000303734,KIM CUNNINGHAM  DBA MALIBU ARTISTS AGENCY,"23733 MALIBU ROAD, SUITE 500",MALIBU,CA,90265,2020-07-06,NAN,,STATE FARM,2019-06-16,STATE FARM
1130,TA000304053,"INTIMACY PROFESSIONALS ASSOCIATION, LLC",1200 MANZANITA LANE,MANHATTAN BEACH,CA,90266,2020-06-18,NAN,,WESTERN SURETY COMPANY,2019-07-30,WESTERN SURETY
1131,TA000304133,"ABSTRACT TALENT, INC.",7119 GERALD AVENUE,VAN NUYS,CA,91406,2020-07-28,NAN,,WESTERN SURETY COMPANY,2019-07-29,WESTERN SURETY
1132,TA000304139,"NANCY CHAIDEZ AGENCY & ASSOCIATES, INC.",1800 N. VINE STREET,LOS ANGELES,CA,90028,2020-03-05,NAN,,THE HARTFORD FIRE INSURANCE,2019-06-27,HARTFORD
1133,TA000304244,ERIN C CHANADET  DBA Z TALENT,1448 TIGER TAIL DR,RIVERSIDE,CA,92506,2020-01-19,NAN,,SURETY1,2019-09-15,SURETY 1
1134,TA000304303,"ALLIVE ENTERTAINMENT, LLC",6121 SUNSET BLVD.,LOS ANGELES,CA,90028,2020-08-09,ACORD,2020-07-18,WESTERN SURET,2017-09-15,WESTERN SURETY
1135,TA000304451,"FOCUSED ARTISTS BRANDING, INC.",3812 VIA DOLCE,MARINA DEL REY,CA,90292,2020-04-08,NATIONAL FIRE,2020-06-04,MERCHANTSBOND,2019-08-02,MERCHANTSBOND
1136,TA000304620,ALEXANDR ZAKIYANTS  DBA KOSTA,334 S. MAIN ST. #8010,LOS ANGELES,CA,90013,2020-06-15,NAN,,GREAT AMERICA,2019-07-09,GREAT AMERICA
1137,TA000304824,AZYT MANAGEMENT LLC,"3600 WILSHIRE BLVD., STE. 1510",LOS ANGELES,CA,90010,2020-06-10,EMPLOYERS PRE,2020-08-31,WESTERN SURET,2019-08-08,WESTERN SURETY
1138,TA000304949,"DEAN PANARO TALENT, INC.","5200 LANKERSHIM BLVD., SUITE 840",NORTH HOLLYWOOD,CA,91601,2020-07-18,STATE COMPENS,2020-09-11,SURETY1,2019-08-09,SURETY 1
1139,TA000305223,THE KORN GROUP LLC,17419 BURMA STREET,ENCINO,CA,91316,2020-08-04,NAN,,SURETY1,2019-08-18,SURETY 1
1140,TA000305464,JOHN E. HUTCHESON  DBA BOOM! MODELS AND TALENT,"2339 3RD STREET, SUITE, #47",SAN FRANCISCO,CA,94107,2020-10-11,NAN,,THE HARTFORD FIRE INSURANCE,2019-08-29,HARTFORD
1141,TA000305543,ARTISTS AMONG US TALENT AGENCY LLC,1901 AVE OF THE STARS SUITE 235,LOS ANGELES,CA,90067,2020-07-19,NAN,,WESTERN SURETY COMPANY,2019-08-15,WESTERN SURETY
1142,TA000305862,ESPORTZ ENTERTAINMENT CORP.,"18004 SKY PARK CIRCLE, SUITE 120",IRVINE,CA,92614,2020-02-07,LANCER INDEMNITY COMPANY,2020-08-26,TRAVELERS,2019-09-03,TRAVELERS
1143,TA000305959,"ALLEGRO TALENT GROUP, LLC",3445 RIDGEFORD DRIVE,WESTLAKE VILLAGE,CA,91361,2020-09-09,NAN,,WESTERN SURETY,2018-02-01,WESTERN SURETY
1144,TA000306004,"INDEPENDENT ARTIST MANAGEMENT, LLC  DBA INDEPENDEN",1800 NORTH VINE STREET,HOLLYWOOD,CA,90028,2020-06-03,NAN,,SURETY1,2019-10-10,SURETY 1
1145,TA000306056,FERAL FOREVER INC.  DBA SLOANE MODELS,981 QUARTERHORSE LANE,OAK PARK,CA,91377,2020-07-11,NAN,,OLD REPUBLIC SURETY COMPANY,2019-03-07,OLD REPUBLIC
1146,TA000306151,ARNAY LLC  DBA ARNAY TALENT AGENCY,6600 LEXINGTON AVE #108,HOLLYWOOD,CA,90038,2020-07-24,NAN,,THE HARTFORD,2019-07-31,HARTFORD
1147,TA000306304,"KP PRODUCTIONS, INC.  DBA KELLY PRODUCTIONS","824 MUNRAS AVENUE, SUITE D",MONTEREY,CA,93940,2020-01-18,STATE FUND,2020-04-25,THE HARTFORD FIRE,2006-03-24,HARTFORD
1148,TA000306366,"MEZA MARKETING AND MANAGEMENT, INC.",18283 ARIAL WAY,SANTA CLARITA,CA,91351,2020-07-07,TRAVELERS INS,2020-08-29,WESTERN SURET,2019-08-12,WESTERN SURETY
1149,TA000306806,TIN DRUM MUSIC,883 EMERSON ST.,THOUSAND OAKS,CA,91362,2020-09-08,NAN,,SURETY1,2019-09-23,SURETY 1
1150,TA000306881,"SOVEREIGN TALENT GROUP, INC.","1642 WESTWOOD BLVD., SUITE 202",LOS ANGELES,CA,90024,2020-06-14,TRUMAN VAN DYKE COMPANY,2020-06-15,AMERICAN CONTRACTORS INDEMNITY COMPANY,2019-08-16,AMERICAN CONTRACTORS INDEMNITY
1151,TA000306975,THE MOVEMENT TALENT AGENCY,"4605 LANKERSHIM BOULEVARD, #340",NORTH HOLLYWOOD,CA,91602,2020-04-04,NAN,,PILADELPHIA INDEMNITY INSURANCE COMPANY,2019-08-20,PILADELPHIA INDEMNITY INSURANCE
1152,TA000307408,JEFFREY LEE DUPREE  DBA DUPREE TALENT AGENCY,1620 N SAN FERNANDO BLVD APT #36,BURBANK,CA,91504,2020-03-06,NAN,,WESTERN SURETY COMPANY,2019-09-17,WESTERN SURETY
1153,TA000307480,"VIVA LA ROCK, INC.  DBA PAID DATE$",1283 WEYMOUTH LANE,VENTURA,CA,93001,2020-02-01,THE AMERICAN INSURANCE COMPANY,2020-06-07,UNITED SURETY INSURANCE COMPANY,2019-09-16,UNITED SURETY INSURANCE
1154,TA000307582,THE ELITE TALENT AGENCY LLC,6431 INDEPENDENCE AVE,WOODLAND HILLS,CA,91367,2020-01-23,NAN,,THE HANOVER INSURANCE COMPANY,2019-09-26,HANOVER
1155,TA000307624,THUNDRR,522 E BROADWAY UNIT B,SAN GABRIEL,CA,91776,2020-09-10,NAN,,SURETYBONDS,2019-10-02,SURETYBONDS
1156,TA000307636,"DFA CALIFORNIA, LLC  DBA THE DRAGONFLY AGENCY","1855 INDUSTRIAL ST., #111A",LOS ANGELES,CA,90021,2020-04-19,STATE COMPENSATION INSURANCE FUND,2020-09-07,WESTERN SURETY COMPANY,2019-05-15,WESTERN SURETY
1157,TA000307698,"STISA TALENT AGENCY, LLC","222 EAST BLACKSTOCK ROAD, SUITE H",SPARTANSBURG,SC,29301,2020-06-21,NAN,,WESTERN SURETY COMPANY,2019-09-26,WESTERN SURETY
1158,TA000307793,"THE DRIVEN AGENCY, INC.",11271 VENTURA BLVD. #317,STUDIO CITY,CA,91604,2020-10-01,TRAVELERS,2020-11-15,P.I.I.C.,2019-11-01,P.I.I.C.
1159,TA000307816,TEST LEGAL ENTITY,1515 CLAY ST,OAKLAND,CA,94512,2020-10-15,NAN,,SURETY COMPAN,2019-10-16,SURETY COMPAN
1161,TA000307845,UNKNOWN AGENCY LLC,12237 CARMEL VISTA ROAD UNIT 256,SAN DIEGO,CA,92130,2020-04-02,NAN,,WESTERNSURETY,2019-11-01,WESTERN SURETY
1162,TA000307850,KOR BERNSTEIN LLC,"120 S. VICTORY BLVD., SUITE 202",BURBANK,CA,91502,2020-06-14,NAN,,NATIONWIDE MUTUAL INSURANCE COMPANY,2019-09-26,NATIONWIDE MUTUAL INSURANCE
1163,TA000307866,SABRINA CRUZ,23 SOLANO AVENUE,VALLEJOE,CA,94590,2020-06-03,NAN,,NAN,,NOT LISTED
1164,TA000307884,ADLER MUSIC GROUP INC.,8455 BEVERLY BLVD. PENTHOUSE,LOS ANGELES,CA,90048,2020-03-08,NEW YORK MARINE AND GENERAL INSURANCE COMPANY,2020-10-07,PHILADELPHIA INDEMNITY INSURANCE COMPANY,2019-10-01,PHILADELPHIA INDEMNITY INSURANCE
1165,TA000307938,LIKE MINDED MANAGEMENT LLC,17419 BURMA STREET,ENCINO,CA,91316,2020-08-04,NAN,,PHILADELPHIA INDEMNITY INSURANCE COMPANY,2019-10-10,PHILADELPHIA INDEMNITY INSURANCE
1166,TA000307959,OMAR HERNANDEZ  DBA HERNANDEZ TALENT AGENCY,"1820 4TH AVENUE, APT. 18",SAN DIEGO,CA,92101,2020-05-14,NAN,,AMERICAN CONTRACTORS INDEMNITY INSURANCE COMPANY,2019-07-16,AMERICAN CONTRACTORS INDEMNITY INSURANCE
1167,TA000307971,STEPHEN BELAFONTE,"7095 HOLLYWOOD BOULEVARD, #576",LOS ANGELES,CA,90028,2020-05-17,NAN,,UNITED SURETY INSURANCE COMPANY,2018-11-20,UNITED SURETY INSURANCE
1168,TA000307981,DALENA T HOANG  DBA MODEL AND TALENT MANAGEMENT,"2200 EASTRIDGE LOOP, #1004-B",SAN JOSE,CA,95122,2020-08-26,NAN,,SURETY 1,2018-12-17,SURETY 1
1169,TA000308001,"QUARTZ TALENT AGENCY, LLC",665 CLELA AVENUE,EAST LOS ANGELES,CA,90022,2020-06-30,NAN,,WESTERN SURETY COMPANY,2019-11-13,WESTERN SURETY
1170,TA000308078,PHOTOGENICS TALENT LLC,3103A S. LA CIENEGA BOULEVARD,LOS ANGELES,CA,90016,2020-07-01,AMERICAN ZURICH INSURANCE COMPANY,2020-02-01,THE HARTFORD FIRE INSURANCE,2013-09-15,HARTFORD
1171,TA000308126,STEPHEN LEUNG  DBA SO CAL TALENT,"16882 BOLSA CHICA STREET, SUITE 108",HUNTINGTON BEACH,CA,92649,2020-08-13,NAN,,AEGIS SECURITY INSURANCE COMPANY,2019-03-10,AEGIS SECURITY INSURANCE
1172,TA000308141,"DRAMATIC ARTISTS AGENCY, LA LLC","103 W. ALAMEDA AVENUE, SUITE 139",BURBANK,CA,91502,2020-06-20,CNA,2020-06-01,AMERICAN CONTRACTORS INDEMNITY COMPANY,2011-07-13,AMERICAN CONTRACTORS INDEMNITY
1173,TA000308153,ESPRIT TALENT AGENCY,"11620 WILSHIRE BOULEVARD, 9TH FLOOR",LOS ANGELES,CA,90025,2020-08-20,NAN,,AEGIS SECURITY INSURANCE COMPANY,2019-08-20,AEGIS SECURITY INSURANCE
1174,TA000308160,"GREEN LIGHT TALENT AGENCY, INC.",2811 WILSHIRE BLVD. SUITE 570,SANTA MONICA,CA,90403,2020-10-29,NAN,,AEGIS SECURITY INSURANCE COMPANY,2019-11-01,AEGIS SECURITY INSURANCE
1175,TA000308169,WEST ARTISTS AGENCY LLC,8856 WARREN VISTA AVE,YUCCA VALLEY,CA,92284,2020-10-28,NAN,,HARTFORD FIRE,2019-11-15,HARTFORD
1176,TA000308178,PATRICIA RILE  DBA PATRICIA RILE TALENT AGENCY,73 PIXY PLACE,SANTA ROSA,CA,95409,2020-12-27,NAN,,AEGIS SECURITY INSURANCE COMPANY,2019-12-29,AEGIS SECURITY INSURANCE
1177,TA000308190,PLASTIC LLC,2069 COLDWATER CANYON DRIVE,BEVERLY HILLS,CA,90210,2020-02-23,SENTINAL INSURANCE COMPANY,2020-08-29,WESTERN SURETY COMPANY,2019-11-04,WESTERN SURETY
