,notice_date,effective_date,received_date,company,city,county,employees,layoff_closure,effective_year
1599,2020-04-01,2020-04-04,2020-04-20 00:00:00,Saks Fifth Avenue,Palm Desert,Riverside County,79.0,Layoff Temporary,2020.0
1600,2020-04-01,2020-04-04,2020-04-20 00:00:00,Saks Fifth Avenue,San Francisco,San Francisco County,163.0,Layoff Temporary,2020.0
1601,2020-04-02,2020-03-18,2020-04-20 00:00:00,"BHP Holding Partners, Ltd - Beverly Hills Porsche",Los Angeles,Los Angeles County,107.0,Layoff Temporary,2020.0
1602,2020-04-02,2020-03-24,2020-04-20 00:00:00,Pancakes 1702 INC,Chico,Butte County,45.0,Layoff Unknown at this time,2020.0
1603,2020-04-02,2020-03-24,2020-04-20 00:00:00,Pancakes 3546 INC,Stockton,San Joaquin County,33.0,Layoff Unknown at this time,2020.0
1604,2020-04-02,2020-03-24,2020-04-20 00:00:00,Pancakes 3552 INC,San Jose,Santa Clara County,82.0,Layoff Unknown at this time,2020.0
1605,2020-04-02,2020-03-24,2020-04-20 00:00:00,Pancakes 688 INC,Vallejo,Solano County,29.0,Layoff Unknown at this time,2020.0
1606,2020-04-02,2020-03-24,2020-04-20 00:00:00,"Pancakes, Inc",Sacramento,Sacramento County,327.0,Layoff Unknown at this time,2020.0
1607,2020-04-02,2020-04-06,2020-04-20 00:00:00,The Private Suite Holdings LLC,Los Angeles,Los Angeles County,82.0,Layoff Temporary,2020.0
1608,2020-04-03,2020-03-19,2020-04-20 00:00:00,The FruitGuys,South San Francisco,San Mateo County,50.0,Layoff Temporary,2020.0
1609,2020-04-03,2020-03-20,2020-04-20 00:00:00,Doubletree Hotels - San Diego-Mission Valley,San Diego,San Diego County,137.0,Layoff Temporary,2020.0
1610,2020-04-03,2020-03-26,2020-04-20 00:00:00,Hilton Hotel Employer LLC dba Hilton Irvine/Orange County Airport,Irvine,Orange County,110.0,Layoff Temporary,2020.0
1611,2020-04-03,2020-03-30,2020-04-20 00:00:00,RR Donnelley,Los Angeles,Los Angeles County,50.0,Layoff Temporary,2020.0
1612,2020-04-03,2020-04-03,2020-04-20 00:00:00,3 Day Blinds,Irvine,Orange County,283.0,Layoff Temporary,2020.0
1613,2020-04-03,2020-04-03,2020-04-20 00:00:00,CMC Rebar West,Napa,Napa County,25.0,Layoff Temporary,2020.0
1614,2020-04-03,2020-04-07,2020-04-20 00:00:00,D.H. Smith Company,San Jose,Santa Clara County,170.0,Layoff Temporary,2020.0
1615,2020-04-06,2020-03-15,2020-04-20 00:00:00,Hilton Hotel Employer LLC DBA Hilton Oakland Airport,Oakland,Alameda County,123.0,Layoff Temporary,2020.0
1616,2020-04-06,2020-03-16,2020-04-20 00:00:00,9010 Melrose Avenue LLC dba Olivetta,West Hollywood,Los Angeles County,87.0,Closure Permanent,2020.0
1617,2020-04-06,2020-03-17,2020-04-20 00:00:00,"Waldorf Astoria Employer LLC, dba Waldorf Astoria Beverly Hills",Beverly Hills,Los Angeles County,383.0,Layoff Temporary,2020.0
1618,2020-04-06,2020-03-18,2020-04-20 00:00:00,"Bigger, Farther, Faster LLC dba Ramp Logistics LLC",Irvine,Orange County,38.0,Layoff Permanent,2020.0
1619,2020-04-06,2020-03-18,2020-04-20 00:00:00,"Bigger, Farther, Faster LLC dba Ramp Logistics LLC",Los Angeles,Los Angeles County,10.0,Layoff Permanent,2020.0
1620,2020-04-06,2020-03-20,2020-04-20 00:00:00,"Curio Employer LLC, dba Hotel del Coronado",Coronado,San Diego County,1064.0,Layoff Temporary,2020.0
1621,2020-04-06,2020-03-20,2020-04-20 00:00:00,"Doubletree Employer LLC, dba Doubletree Hotels - San Jose",San Jose,Santa Clara County,260.0,Layoff Temporary,2020.0
1622,2020-04-06,2020-03-20,2020-04-20 00:00:00,Embassy Suites Santa Clara - Silicon Valley,Santa Clara,Santa Clara County,76.0,Layoff Temporary,2020.0
1623,2020-04-06,2020-03-22,2020-04-20 00:00:00,Hilton Hotel Employer LLC dba Hilton Anaheim,Anaheim,Orange County,1038.0,Layoff Temporary,2020.0
1624,2020-04-06,2020-03-27,2020-04-20 00:00:00,Andro's Rostilj,Campbell,Santa Clara County,146.0,Layoff Temporary,2020.0
1625,2020-04-06,2020-03-29,2020-04-20 00:00:00,Andro's Rostilj,Campbell,Santa Clara County,146.0,Layoff Temporary,2020.0
1626,2020-04-06,2020-04-05,2020-04-20 00:00:00,Scales Seafood & Steaks,Monterey,Monterey County,75.0,Layoff Temporary,2020.0
1627,2020-04-06,2020-04-06,2020-04-20 00:00:00,Courtyard by Marriott Paso Robles,Paso Robles,San Luis Obispo County,20.0,Layoff Temporary,2020.0
1628,2020-04-06,2020-04-06,2020-04-20 00:00:00,"Precision Founders, Inc - PCC Structurals",San Leandro,Alameda County,71.0,Layoff Temporary,2020.0
1629,2020-04-06,2020-04-10,2020-04-20 00:00:00,Howard Prep formerly Howard Training Center,Modesto,Stanislaus County,35.0,Layoff Permanent,2020.0
1630,2020-04-07,2020-03-06,2020-04-20 00:00:00,"Embassy Suites Employer LLC, dba Embassy Suites by Hilton San Francisco-Airport-Waterfront",Burlingame,San Mateo County,48.0,Layoff Temporary,2020.0
1631,2020-04-07,2020-04-09,2020-04-20 00:00:00,"ClubCorp Turkey Creek Golf Club, Inc.",Lincoln,Placer County,43.0,Closure Permanent,2020.0
1632,2020-04-07,2020-04-09,2020-04-20 00:00:00,"Empire Ranch, LLC",Folsom,Sacramento County,69.0,Closure Permanent,2020.0
1633,2020-04-08,2020-03-27,2020-04-20 00:00:00,Crowne Plaza Hotel LAX,Los Angeles,Los Angeles County,181.0,Layoff Temporary,2020.0
1634,2020-04-08,2020-04-08,2020-04-20 00:00:00,"Benihana International Inc, dba Benihana Burlingame",Burlingame,San Mateo County,66.0,Layoff Temporary,2020.0
1635,2020-04-08,2020-04-08,2020-04-20 00:00:00,"Benihana International Inc, dba Benihana Puente Hills",City of Industry,Los Angeles County,85.0,Layoff Temporary,2020.0
1636,2020-04-08,2020-04-08,2020-04-20 00:00:00,"Benihana International Inc, dba Benihana San Diego",San Diego,San Diego County,114.0,Layoff Temporary,2020.0
1637,2020-03-07,2020-03-12,2020-04-18 00:00:00,Residence Inn by Marriott Fremont,Fremont,Alameda County,3.0,Layoff Temporary,2020.0
1638,2020-03-27,2020-03-27,2020-04-18 00:00:00,Skyline Engineered Systems,Mountain View,Santa Clara County,6.0,Layoff Temporary,2020.0
1639,2020-03-27,2020-03-27,2020-04-18 00:00:00,Skyline Engineered Systems,Napa,Napa County,2.0,Layoff Temporary,2020.0
1640,2020-03-27,2020-03-27,2020-04-18 00:00:00,Skyline Engineered Systems,Oakland,Alameda County,2.0,Layoff Temporary,2020.0
1641,2020-03-28,2020-03-20,2020-04-18 00:00:00,KHRG Employer LLC (dba Hotel Palomar San Diego),San Diego,San Diego County,119.0,Layoff Temporary,2020.0
1642,2020-03-30,2020-03-17,2020-04-18 00:00:00,Selland Family Restaurants,Sacramento,Sacramento County,48.0,Layoff Temporary,2020.0
1643,2020-03-31,2020-03-27,2020-04-18 00:00:00,Holiday Inn Los Angeles Gateway Torrance,Torrance,Los Angeles County,50.0,Layoff Temporary,2020.0
1644,2020-03-31,2020-04-03,2020-04-18 00:00:00,Capital Textiles Group Inc,Carson,Los Angeles County,35.0,Layoff Temporary,2020.0
1645,2020-04-02,2020-03-31,2020-04-18 00:00:00,"California State University, Fresno Association, Inc.",Fresno,Fresno County,85.0,Layoff Temporary,2020.0
1646,2020-04-02,2020-03-31,2020-04-18 00:00:00,William Morris Endeavor Entertainment LLC,Beverly Hills,Los Angeles County,83.0,Layoff Permanent,2020.0
1647,2020-04-02,2020-04-02,2020-04-18 00:00:00,"Guess, Inc.",Los Angeles,Los Angeles County,382.0,Closure Temporary,2020.0
1648,2020-04-03,2020-04-02,2020-04-18 00:00:00,"GUESS, INC.",Los Angeles,Los Angeles County,33.0,Layoff Temporary,2020.0
1649,2020-04-03,2020-04-02,2020-04-18 00:00:00,"GUESS, INC.",Los Angeles,Los Angeles County,34.0,Layoff Temporary,2020.0
1650,2020-04-03,2020-04-02,2020-04-18 00:00:00,"GUESS, INC.",Los Angeles,Los Angeles County,61.0,Layoff Temporary,2020.0
1651,2020-04-03,2020-04-02,2020-04-18 00:00:00,"GUESS, INC.",Los Angeles,Los Angeles County,84.0,Layoff Temporary,2020.0
1652,2020-04-03,2020-04-06,2020-04-18 00:00:00,Kerr Corporation,Orange,Orange County,157.0,Layoff Temporary,2020.0
1653,2020-04-03,2020-04-06,2020-04-18 00:00:00,Singer Vehicle Design,Sun Valley,Los Angeles County,56.0,Closure Temporary,2020.0
1654,2020-04-03,2020-04-12,2020-04-18 00:00:00,Addison-Penzak Community Center of Silicon Valley,Los Gatos,Santa Clara County,130.0,Layoff Temporary,2020.0
1655,2020-04-06,2020-03-30,2020-04-18 00:00:00,ABM's B&I Group,Tustin,Orange County,72.0,Layoff Temporary,2020.0
1656,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz,Chula Vista,San Diego County,15.0,Layoff Temporary,2020.0
1657,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz,Huntington Beach,Orange County,18.0,Layoff Temporary,2020.0
1658,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz,Palmdale,Los Angeles County,25.0,Layoff Temporary,2020.0
1659,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz,Pasadena,Los Angeles County,25.0,Layoff Temporary,2020.0
1660,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Brea,Orange County,22.0,Closure Temporary,2020.0
1661,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Burbank,Los Angeles County,36.0,Layoff Temporary,2020.0
1662,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Calexico,Imperial County,33.0,Layoff Temporary,2020.0
1663,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Canoga Park,Los Angeles County,256.0,Layoff Temporary,2020.0
1664,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Carlsbad,San Diego County,48.0,Layoff Temporary,2020.0
1665,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Chino Hills,San Bernardino County,18.0,Layoff Temporary,2020.0
1666,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Culver City,Los Angeles County,40.0,Layoff Temporary,2020.0
1667,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,El Cajon,San Diego County,23.0,Layoff Temporary,2020.0
1668,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,El Segundo,Los Angeles County,15.0,Layoff Temporary,2020.0
1669,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Emeryville,Alameda County,32.0,Layoff Temporary,2020.0
1670,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Escondido,San Diego County,24.0,Layoff Temporary,2020.0
1671,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Folsom,Sacramento County,26.0,Layoff Temporary,2020.0
1672,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Fresno,Fresno County,75.0,Layoff Temporary,2020.0
1673,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Gilroy,Santa Clara County,28.0,Layoff Temporary,2020.0
1674,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Glendale,Los Angeles County,76.0,Layoff Temporary,2020.0
1675,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Irvine,Orange County,50.0,Layoff Temporary,2020.0
1676,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Lakewood,Los Angeles County,35.0,Layoff Temporary,2020.0
1677,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Long Beach,Los Angeles County,37.0,Layoff Temporary,2020.0
1678,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Los Angeles,Los Angeles County,76.0,Layoff Temporary,2020.0
1679,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Milpitas,Santa Clara County,34.0,Layoff Temporary,2020.0
1680,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Mission Viejo,Orange County,10.0,Layoff Temporary,2020.0
1681,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Montclair,San Bernardino County,26.0,Layoff Temporary,2020.0
1682,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Monterey,Monterey County,20.0,Layoff Temporary,2020.0
1683,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,National City,San Diego County,36.0,Layoff Temporary,2020.0
1684,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Newark,Alameda County,25.0,Layoff Temporary,2020.0
1685,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Ontario,San Bernardino County,47.0,Layoff Temporary,2020.0
1686,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Palm Desert,Riverside County,22.0,Layoff Temporary,2020.0
1687,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Palm Springs,Riverside County,17.0,Layoff Temporary,2020.0
1688,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Roseville,Placer County,34.0,Layoff Temporary,2020.0
1689,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Salinas,Monterey County,25.0,Layoff Temporary,2020.0
1690,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,San Bernardino,San Bernardino County,25.0,Layoff Temporary,2020.0
1691,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,San Clemente,Orange County,18.0,Layoff Temporary,2020.0
1692,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,San Luis Obispo,San Luis Obispo County,22.0,Layoff Temporary,2020.0
1693,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,San Mateo,San Mateo County,26.0,Layoff Temporary,2020.0
1694,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,San Rafael,Marin County,21.0,Layoff Temporary,2020.0
1695,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Santa Ana,Orange County,26.0,Layoff Temporary,2020.0
1696,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Santa Monica,Los Angeles County,24.0,Layoff Temporary,2020.0
1697,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Torrance,Los Angeles County,50.0,Layoff Temporary,2020.0
1698,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP,Walnut Creek,Contra Costa County,20.0,Layoff Temporary,2020.0
1699,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP dba & Other Stories,Beverly Hills,Los Angeles County,13.0,Layoff Temporary,2020.0
1700,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP dba & Other Stories,Costa Mesa,Orange County,13.0,Layoff Temporary,2020.0
1701,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP dba & Other Stories,Glendale,Los Angeles County,20.0,Layoff Temporary,2020.0
1702,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP dba COS,Beverly Hills,Los Angeles County,18.0,Layoff Temporary,2020.0
1703,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP dba COS,Costa Mesa,Orange County,22.0,Layoff Temporary,2020.0
1704,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Mauritz LP dba COS,Los Angeles,Los Angeles County,42.0,Layoff Temporary,2020.0
1705,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes & Maurtiz LP,Santa Barbara,Santa Barbara County,20.0,Layoff Temporary,2020.0
1706,2020-04-06,2020-04-05,2020-04-18 00:00:00,H&M Hennes and Mauritz LP,Ventura,Ventura County,13.0,Layoff Temporary,2020.0
1707,2020-04-06,2020-04-12,2020-04-18 00:00:00,"BIOLASE, Inc.",Irvine,Orange County,69.0,Layoff Temporary,2020.0
1708,2020-04-07,2020-03-12,2020-04-18 00:00:00,Hampton Inn & Suites Lancaster,Lancaster,Los Angeles County,12.0,Layoff Temporary,2020.0
1709,2020-04-07,2020-03-12,2020-04-18 00:00:00,Homewood Suites Lancaster,Lancaster,Los Angeles County,12.0,Layoff Temporary,2020.0
1710,2020-04-07,2020-03-12,2020-04-18 00:00:00,Hyatt House El Segundo,El Segundo,Los Angeles County,5.0,Layoff Temporary,2020.0
1711,2020-04-07,2020-03-12,2020-04-18 00:00:00,Residence Inn by Marriott Anaheim &ndash; Garden Grove,Garden Grove,Orange County,16.0,Layoff Temporary,2020.0
1712,2020-04-07,2020-04-12,2020-04-18 00:00:00,Hyatt House Belmont,Belmont,San Mateo County,1.0,Layoff Temporary,2020.0
1713,2020-03-31,2020-03-16,2020-04-18 00:00:00,"Highgate Hotels, L.P. dba Huntington Hotel",San Francisco,San Francisco County,184.0,Layoff Temporary,2020.0
1714,2020-03-26,2020-03-18,2020-04-18 00:00:00,Stacked Restaurants dba Stacked Restaurant Del Amo Fashion Center,Torrance,Los Angeles County,36.0,Layoff Temporary,2020.0
1715,2020-03-26,2020-03-18,2020-04-18 00:00:00,Stacked Restaurants dba Stacked Restaurant Edinger Plaza,Huntington Beach,Orange County,65.0,Layoff Temporary,2020.0
1716,2020-03-26,2020-03-18,2020-04-18 00:00:00,Stacked Restaurants dba Stacked Restaurant Los Cerritos Center,Cerritos,Los Angeles County,59.0,Layoff Temporary,2020.0
1717,2020-03-26,2020-03-18,2020-04-18 00:00:00,Stacked Restaurants dba Stacked Restaurant the Oaks Mall,Thousand Oaks,Ventura County,51.0,Layoff Temporary,2020.0
1718,2020-03-26,2020-03-20,2020-04-18 00:00:00,Stacked Restaurants dba Stacked Restaurant Fashion Valley Mall,San Diego,San Diego County,57.0,Layoff Temporary,2020.0
1719,2020-03-26,2020-03-22,2020-04-18 00:00:00,Stacked Restaurants dba Stacked Office,Santa Ana,Orange County,10.0,Layoff Temporary,2020.0
1720,2020-03-31,2020-03-17,2020-04-18 00:00:00,Triptych Studios Inc (dba Designs by Sandra),Sunnyvale,Santa Clara County,7.0,Layoff Temporary,2020.0
1721,2020-03-31,2020-03-31,2020-04-18 00:00:00,Impac Mortgage Holdings Inc,Irvine,Orange County,333.0,Layoff Temporary,2020.0
1722,2020-04-01,2020-04-01,2020-04-18 00:00:00,"ROKU Sunset, LLC DBA ROKU",West Hollywood,Los Angeles County,49.0,Closure Permanent,2020.0
1723,2020-04-03,2020-03-16,2020-04-18 00:00:00,"Trifecta JLS I, Inc. dba plank",Oakland,Alameda County,86.0,Layoff Temporary,2020.0
1724,2020-04-03,2020-03-20,2020-04-18 00:00:00,Embassy Suites Employer LLC DBA Embassy Suites by Hilton Downey,Downey,Los Angeles County,88.0,Layoff Temporary,2020.0
1725,2020-04-03,2020-04-03,2020-04-18 00:00:00,"Mindbody, Inc.",San Luis Obispo,San Luis Obispo County,300.0,Layoff Permanent,2020.0
1726,2020-04-04,2020-03-23,2020-04-18 00:00:00,San Francisco Giants,San Francisco,San Francisco County,1200.0,Layoff Temporary,2020.0
1727,2020-04-04,2020-03-27,2020-04-18 00:00:00,"Pacific Hotel Management, LLC",Emeryville,Alameda County,39.0,Layoff Temporary,2020.0
1728,2020-04-04,2020-04-03,2020-04-18 00:00:00,"Pacific Hotel Management, LLC",Newark,Alameda County,25.0,Layoff Temporary,2020.0
1729,2020-04-06,2020-04-01,2020-04-18 00:00:00,KVAL Inc.,Petaluma,Sonoma County,70.0,Closure Temporary,2020.0
1730,2020-04-07,2020-03-19,2020-04-18 00:00:00,Rehab United Sports Medicine and Physical Therapy,San Diego,San Diego County,39.0,Layoff Temporary,2020.0
1731,2020-04-17,2020-03-19,2020-04-18 00:00:00,"US Perma, Inc. DBA California Tile Installers",San Jose,Santa Clara County,50.0,Layoff Temporary,2020.0
1732,2020-03-16,2020-03-17,2020-04-17 00:00:00,Hotcakes Inc,Rancho Mirage,Riverside County,146.0,Closure Unknown at this time,2020.0
1733,2020-03-17,2020-03-16,2020-04-17 00:00:00,Hotcakes Inc,National City,San Diego County,95.0,Closure Unknown at this time,2020.0
1734,2020-03-17,2020-03-17,2020-04-17 00:00:00,Hotcakes Inc - IHOP 922,Costa Mesa,Orange County,54.0,Closure Unknown at this time,2020.0
1735,2020-03-20,2020-03-20,2020-04-17 00:00:00,"Avalon PS HM LLC, dba Avalon Palm Springs",Palm Springs,Riverside County,72.0,Closure Temporary,2020.0
1736,2020-03-20,2020-03-23,2020-04-17 00:00:00,"Avalon PS HM LLC, dba Ingleside & Melvyn's Restaurant",Palm Springs,Riverside County,72.0,Closure Temporary,2020.0
1737,2020-03-25,2020-03-04,2020-04-17 00:00:00,"Sheraton Operating Corporation, DBA The Westin South Coast Plaza",Costa Mesa,Orange County,187.0,Layoff Temporary,2020.0
1738,2020-03-25,2020-03-25,2020-04-17 00:00:00,"Marge Carson, Inc.",Pomona,Los Angeles County,61.0,Layoff Temporary,2020.0
1739,2020-03-26,2020-03-26,2020-04-17 00:00:00,"Elegance International, Inc.",Hollywood,Los Angeles County,5.0,Closure Permanent,2020.0
1740,2020-03-27,2020-03-27,2020-04-17 00:00:00,"Earthbar, LLC",Berkeley,Alameda County,6.0,Closure Temporary,2020.0
1741,2020-03-27,2020-03-27,2020-04-17 00:00:00,"Earthbar, LLC",Glendale,Los Angeles County,7.0,Closure Temporary,2020.0
1742,2020-03-27,2020-03-27,2020-04-17 00:00:00,"Earthbar, LLC",Hawthorne,Los Angeles County,6.0,Closure Temporary,2020.0
1743,2020-03-27,2020-03-27,2020-04-17 00:00:00,"Earthbar, LLC",San Mateo,San Mateo County,13.0,Closure Temporary,2020.0
1744,2020-03-27,2020-03-27,2020-04-17 00:00:00,"Earthbar, LLC",San Ramon,Contra Costa County,3.0,Closure Temporary,2020.0
1745,2020-03-27,2020-03-27,2020-04-17 00:00:00,"Earthbar, LLC",Thousand Oaks,Ventura County,8.0,Closure Temporary,2020.0
1746,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Fresno,Fresno County,1.0,Layoff Temporary,2020.0
1747,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Inglewood,Los Angeles County,3.0,Layoff Temporary,2020.0
1748,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Lancaster,Los Angeles County,1.0,Layoff Temporary,2020.0
1749,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Merced,Merced County,1.0,Layoff Temporary,2020.0
1750,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Oakland,Alameda County,1.0,Layoff Temporary,2020.0
1751,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Sacramento,Sacramento County,1.0,Layoff Temporary,2020.0
1752,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",San Bernardino,San Bernardino County,2.0,Layoff Temporary,2020.0
1753,2020-03-27,2020-03-30,2020-04-17 00:00:00,"Western Dental Services, Inc.",Santa Ana,Orange County,3.0,Layoff Temporary,2020.0
